#阴平[324]、阳平[53]、上声[35]、阴去[44]、阳去[443]、入声[5]
ɿ
h         [1]下{方位}夏{姓氏}厦{～门 }[2]蛤{～蟆 }[5]虾[6]下{～降}夏{春~ }
Ǿ           [5]阿 {2}

ia
t          [5]爹
tɕ         [3]贾姐[5]借
tɕʰ        [3]且[6]茄笡斜褯{～子：婴儿的尿布}
ȵ          [3]惹
ɕ         [2]霞瑕遐暇邪解{姓氏}狭峡辖[3]写[5]靴泻卸[6]谢 
Ǿ         [1]吃{白读 }[2]亚爷[3]雅也野[6]夜

ua
k         [3]寡剐[5]瓜挂卦  
kʰ         [1]誇[3]垮[5]跨
h         [2]华{中～}划华{～山}桦{～树}划{计～ }[5]花化[6]画话{文读，～语}
Ǿ         [1]说{白读，～话 }[2]侉[3]抓{用手～牌 }[5]话{白读，～事}蛙洼

ue
ɕ         [5]靴薛削{剥~}

ɛ
ts          [5]缀{点～}赘挠{～头}蜇 
tsʰ         [1]脆[5]册
s         [3]屎髓[5]奢舍{房～}舐{舔~}
k         [5]锯{～子：名词}
Ǿ           [2]儿{～童 }[3]尔{偶～}而耳饵[5]二

iɛ
p          [5]鳖憋
tɕ         [5]芥疥{～疮 }
tɕʰ         [5]去
ȵ         [2]鱼渔[5]聂
ɕ         [2]携{～带}协[5]械懈歇蝎
Ǿ         [1]他[2]爷 {2 }液[5]耶噎


uɛ
Ǿ           [5]涴{弄脏}

o
p         [3]帛[5]波菠坡玻钵拨
bʰ         [1]颇[5]破剖{～开}饽{香～～ }[6]婆
m         [2]魔磨{动词}摩馍模{～范}没{～收}膜[3]抹{单音动词}抹{～去 }[5]摸[6]磨{名词 }
t          [3]朵躲[5]多舵惰
dʰ         [1]拖妥椭托[6]驮{～起来}驮{～子}唾 
n         [2]挪[6]糯
l         [2]罗锣箩骡螺腡{手指纹 }[3]裸[5]驼啰[6]摞{～起来}搂{用手或工具把东西聚集到自己面前}
ts         [3]左佐
tsʰ        [1]搓[5]锉{～刀}措{～辞}错[6]矬{矮～}坐座 
s          [3]锁琐{～碎}所{～以 }[5]蓑唆
k         [2]哥[5]歌个搁胳
ŋ         [2]蛾鹅俄讹[3]恶{形，～心 }[5]我[6]饿
h         [1]敲{～门 }[2]和{文读，～气 }[3]可[5]校{学～ }[6]河何荷{～花}
Ǿ         [6]哪{~ ·ti}

uo
t          [3]踱
ts         [3]琢[5]拙
tsʰ        [5]撮{一～米}凿{～开}昨[6]戳{～人}镯 
s         [3]索[5]梭
k         [3]果裹馃[5]过{姓氏}锅过{～来}聒郭{姓氏 }
kʰ         [1]科窠棵[5]颗课
h         [2]货和{文读，～面 }[3]火伙[5]祸豁或惑
Ǿ         [2]禾[3]和{白读，～尚 }[5]卧倭窝蜗


ai
p         [3]摆柏{～树 }[5]拜稗杯 {1 }背{脊～}碑
bʰ         [1]坯 {1 }[6]排派牌败辈 {1 }赔背 {1～诵}
m         [2]埋[3]买[5]脉媒 {1 }[6]卖迈妹 
f         [5]灰 {1 石~}
t          [5]呆戴带{动词}贷待怠殆
dʰ         [1]胎台{～州 }[5]态太泰[6]大{～小}台{戏～}苔抬代袋大{～夫 }
l          [2]来[3]乃奶[6]耐奈赖癞
ts         [3]宰载{年～}崽{儿子}宅[5]灾栽再载{～重}载{满～}斋债[6]寨
tsʰ        [1]猜彩采睬在钗差{出～ }[5]菜棌{橡树}蔡[6]才材财裁豺柴 
s          [5]腮鳃筛赛衰{很～}帅塞
k         [3]改解{～开}荠{～菜 }[5]该概溉盖{动词}丐皆阶介界届戒街 
kʰ         [1]凯揩楷[6]慨
ŋ         [3]矮[5]艾哀埃爱挨捱{～打}隘[6]碍蔼外
h         [1]亥駭蟹[6]孩害鞋还{副，～有}


uai
tsʰ         [1]揣{～测}
k         [3]柺拐[5]乖怪
kʰ         [5]会{～计}块[6]快筷 
h         [2]槐淮[6]坏
Ǿ         [1]玩{训读 }[2]怀{～孕 }[3]踒{～了脚 }[5]歪[6]会{～不~}


ei
p         [5]被{～迫 }
bʰ        [6]培
m         [5]昧[6]寐
t          [5]堆 
dʰ        [5]忒 
n         [5]内
l          [2]雷累{～赘 }[3]儡蕊垒[5]勒{～住 }[6]累{连～}类{分~ }
ts         [3]子{白读 }[5]最
tsʰ         [1]崔罪
h          [1]海开


iu
m         [5]谬
t          [2]馏[5]周{一～}洲{亚～}帚丢舟昼[·]州 {1 广~ }
dʰ         [1]抽丑[5]臭{香～ }[6]愁仇酬绸稠筹 
l          [2]流刘留榴硫琉{～璃 }[3]柳[5]溜
tɕ         [3]酒九久韭灸[5]揫{一把～住}鸠{斑～}阄{抓～}纠救究臼咎柩 
tɕʰ        [1]秋{～天}秋{～千}丘糗舅局[6]就囚泅求球仇{姓氏}旧
ȵ         [2]牛[3]纽扭
ɕ         [1]兽受束[3]暑 {1 }数{动词}手首守朽蜀属[5]书舒庶薯输{～赢}竖修羞 秀宿{星～}绣袖收休嗅{～觉 }[6]树寿授售
Ǿ         [2]邮由油游犹[3]有友酉莠尤[5]忧优尤佑悠幽[6]又右柚釉 {彩~}

ui
dʰ        [1]腿 {2}
l          [5]锐[6]瑞{～金 }
ts         [5]坠醉
tsʰ        [5]翠[6]垂{下～}槌{棒~}
s          [2]谁绥{～河 }[5]碎粹遂隧穗
k         [1]癸[3]诡轨鬼[5]鳜{～鱼}圭闺桂规龟归贵
kʰ        [1]魁傀奎亏窥跪[5]盔愧[6]刽{～子手}溃逵葵柜
h         [2]回茴[3]悔毁[5]恢灰{～白}贿晦汇绘麾挥辉讳[6]会{开～}惠慧秽汇
Ǿ         [2]桅为{作～}维围[3]伪萎委惟{～妙～俏}唯违伟苇纬尾{文读，末～ }[5]煨危微威慰猬[6]卫喂{～养}为{～什么}位未味魏畏胃谓


uoi
s         [5]衰{～落}摔率{～领}蟀{蟋~}

au
p         [2]雹[3]保堡宝抱暴饱[5]褒报包胞豹爆鲍
bʰ        [1]泡{眼～儿}抛跑[5]炮泡{灯～ }[6]袍菢{～小鸡}刨狍{～子}
m         [1]卯[2]毛茅猫{～咪}锚[3]没{～有 }[5]猫{狸～ }[6]冒帽貌贸 
t          [3]祷岛倒{打～}导{指～ }[5]刀叨到倒{～水}道盗
dʰ        [1]滔掏讨道{～路}稻[5]套[6]桃逃淘陶萄涛盗{强~ }
l          [1]涝[2]劳牢[3]脑恼老扰烙 {2 }酪[5]捞唠闹
ts         [2]造兆[3]早枣澡找{～零钱}沼[5]遭糟蚤{跳～}躁灶罩昭 
tsʰ        [1]操皂抄炒吵[3]草[5]糙焯{～一下 }[6]曹槽{马～}巢 
s         [2]臊[3]扫{～地}嫂芍{～药 }[5]骚扫{～帚}梢潲{猪食}
k         [3]稿搅搞[5]高膏篙{竹～}羔糕告交郊胶教{～书}教{～育}校{～对}较窖{地～}觉{睡~ }
kʰ         [1]考{～生}烤[5]靠犒
ŋ         [2]熬熝{～白菜 }[3]袄[5]懊奥坳{山～ }[6]傲
h         [1]考{～试}薅{～头发}好{～坏}豪壕号{名词}浩郝{姓氏 }[5]蒿{蓬～ }[6]好{喜～}耗孝效 校{～服}

ɛu
m         [2]谋矛[3]某亩[6]茂 
f         [3]否
t          [2]赵[3]斗{一～米}抖陡[5]兜斗{争～}逗召招照诏朝{今~ }
dʰ        [1]偷敨{把包着或卷着的东西打开}头投超[6]朝{～代}潮透豆
l          [2]饶{上～}楼柔揉[3]搂{～抱}篓[6]绕{～线}漏陋
ts          [2]轴 {2 }[3]走纣皱肘[5]宙朝{今～}奏邹绉{文～～}骤周{～三}州 {2 广～}咒
tsʰ        [1]钞搊{方言，从一侧或一端托起重物}瞅{～见 }[5]凑
s         [1]绍[3]少{多～}韶{～关}叟[5]捎{～带}稍烧少{～年}嗽搜飕馊瘦 
k         [3]狗苟[5]勾钩沟够构购勾{～当}
kʰ         [1]抠叩扣寇
h         [1]眍{眼睛深陷的样子 }口吼侯喉猴后{前～}厚[6]候


iɛu
p          [3]表{手～ }[5]膘标彪
bʰ         [1]飘漂{～白 }[5]票漂{～亮 }[6]瓢嫖 
m         [2]苗描[3]藐渺秒[6]庙妙
t          [3]鸟[5]刁貂雕钓吊掉{～头}调{～动 }
dʰ         [1]挑跳[6]条调{～和}
l          [2]燎{～原}燎{火～眉毛}疗聊辽瞭[3]寥了{～解}杳{～无音信 }[5]撩[6]料廖 
tɕ         [3]绞狡剿{～灭}噍矫缴侥饺[5]酵{发～}焦蕉椒骄娇浇叫
tɕʰ        [1]敲{～打}巧锹{铁～}悄鞘嚼{～东西 }[5]俏窍[6]樵{～夫}瞧乔侨桥荞轿 
ȵ          [6]尿
ɕ         [2]淆{混～}笑[3]小晓[5]消宵霄硝销嚣萧箫 
ŋ         [3]藕偶{配～}呕[5]欧殴沤{久浸在水中}怄{～气}
Ǿ           [2]肴{佳～}摇谣窑姚[3]舀尧[5]妖邀腰要{～求}要{重～}鹞{～鹰}么{老～}吆{～喝}[6]耀


an
p         [3]板版[5]扮班斑颁扳[6]办 
bʰ         [1]攀[6]盼
m         [5]漫幔[6]慢蔓{瓜~}
f         [1]范犯[2]凡烦矾繁还{文读 }[3]反[5]泛帆藩贩翻番[6]饭 
t          [3]胆掸{鸡毛～子}诞[5]耽担{～任}担{挑～}丹单旦
dʰ        [1]贪坍毯淡滩摊[3]掸{～灰}坦[5]炭叹[6]探潭谭谈痰{吐～}檀坛 弹{～琴}但弹{子~}
n         [2]难{～易 }[5]难{患~}
l          [2]蓝篮兰拦栏[3]览揽榄缆冉懒染{污～ }[6]滥烂苋{～菜}蛋
ts         [2]占{～卜 }[3]斩盏展攒{积～ }[5]簪{发～}錾{～花}站{罚～}蘸沾粘{～东西}瞻占{～领}簪{~ 子}赞灒{方言，溅}战[6]绽栈
tsʰ        [1]参{～加}惨搀餐铲[3]产{～妇 }[5]颤{～动 }[6]暂{～时}惭蟾{～蜍}燦缠蝉禅 涎 {1 }单{姓氏}赚
s         [3]陕闪散{鞋带～了}伞[5]三衫珊散{分～ }山删疝{～气}膻扇{动词}禅{～让 }[6]膳
k         [3]减{～法}碱简[5]尴监{～牢}艰{～难}间{房～ ；一～房}奸
ŋ         [2]岩{山～}颜[3]埯{挖小坑点种瓜}眼[5]阉{阉割的意思，单音动词}晏{晚也}蔫{食物不新鲜 }[6]雁
h         [3]喊[6]咸{～淡}馅{什么～ }闲

uan
k         [5]关{～门}惯
Ǿ           [2]玩{游～ ；古～}丸顽还{白读，动，～原 }[3]晚挽宛[5]豌剜腕弯湾[6]万{麻将牌}

en
bʰ        [3]品
t          [3]枕{～头}等[5]针斟枕{动词}登灯凳镫{马～}邓瞪贞侦毡筝 {1 }
dʰ         [1]吞[6]腾誊藤疼
l          [2]林淋临然燃能棱{～角}仍壬[6]任{责～}纫{缝~ }
ts         [5]浸曾{姓氏}增憎赠锃{～亮}筝 {2 }争{文读}
tsʰ        [1]侵寝参{～差 }[5]蹭{磨～ }[6]沉岑曾{～经}层澄{～清}橙{脐～}承{～认}丞澄{～一~ }橙 {2～子}
s         [1]善[2]葚{桑～}甚[3]沈审婶省{～长}省{节～ }[5]心森参{人～}渗深扇{名词}僧 胜生{文读，～活}牲{文读}笙甥{文读}
k         [3]哽埂耿[5]跟根更{三～}庚羹{更～}加耕{文读 }
kʰ         [1]恳垦啃坑{文读}
ŋ         [5]恩
h         [1]很肯[6]痕恨恒衡


ən
p         [3]本[5]奔{～跑}奔{～着}
bʰ         [1]喷{～水}笨[5]喷{～香 }[6]盆 
m         [2]门蚊{白读 }[3]敏[5]闷
f         [2]焚坟[3]粉愤忿[5]分{动，～开}粪奋芬纷[6]份
t          [3]诊疹盾{矛～ }[5]珍镇阵真振震敦顿蹲 
dʰ         [1]春蠢{好～ }[5]趁[6]陈尘
l          [2]邻鳞磷仁论{～语}仑{昆～}伦沦轮[6]刃认{相～}韧嫩论{议～}闰
ts         [3]准[5]进臻尊
tsʰ        [1]亲{～人}亲{～家}村[5]尽衬寸[6]辰晨臣
s          [2]神旬 {1 }[3]肾慎损笋 {1 }[5]辛新薪信身申伸娠{妊～}孙{～子}

in
p         [2]殡[5]彬宾槟鬓 
bʰ        [6]贫频
m         [2]民[3]闽悯抿
n         [3]蚁{蚂~}
l          [5]赁吝
tɕ         [3]锦尽{～管}紧仅谨{～慎 }[5]今金禁{～不住}襟{衣～}禁{～止}津晋巾斤筋均 
tɕʰ        [1]钦近[6]琴禽擒妗{舅母}秦勤芹群裙
ȵ         [2]人银[3]忍
ɕ         [2]寻绳[5]讯衅欣升兴{～旺}兴{高～}馨迅[6]剩
Ǿ         [2]吟淫匀 {1 }云{～彩 }[3]饮{～酒}寅引隐尹允 {1 }[5]音阴荫因姻洇印殷熨晕 {1 }[6]运孕

uən
Ǿ         [2]文纹闻{新～}蚊{文读 }[3]稳吻刎[5]温瘟[6]问


yn
tɕ         [3]菌[5]俊浚{～河}钧黢{～黑}君军郡
ɕ         [2]荀旬 {2 }循巡[5]熏勋薰训逊[6]殉 
Ǿ           [2]匀 {2 }[3]允 {2 }[5]晕 {2 }[6]韵

iɛn
p         [3]贬扁匾[5]鞭编变边蝙遍{一～}[6]辨辩汴 
bʰ        [1]篇偏辫[5]骗{欺～}便{方～}遍{～地}片[6]便{～宜  }
m         [2]绵眠[3]棉免勉娩缅渑[6]面{～孔}面{～条}
t          [2]连联[3]点典腆{腼～}脸[5]殓掂店颠{～簸}殿奠[6]电恋 
dʰ         [1]添舔簟{～子}天[6]甜田填垫
l          [2]廉镰帘怜莲[3]敛[6]练链
tɕ         [1]渐[3]舰检俭柬拣剪茧[5]鉴监{国子～}尖歼剑兼间{～断}谏涧煎箭 溅建笺荐肩坚见艰{～难 }[6]饯{～行}腱
tɕʰ        [1]嵌签{～名}谦歉迁浅践遣件千牵[5]键{关～ }[6]潜钳欠钱贱乾虔 键{关～}健前
ȵ         [2]黏{～液}严鲶年[3]染{～色}碾辇撚{用手指～碎}撵研[5]拈{～起来}苶{发～ }[6]验 念
ɕ         [2]衔贤{～人}弦[3]险限鲜{～少}癣{皮～}显[5]仙鲜{新～}线掀宪献先贤{进~}[6]陷嫌涎 {2 }羡现县馅{～饼}
Ǿ         [2]炎盐{～巴}阎檐延筵言沿[3]掩魇俨演[5]阉{～割}淹厌腌{～菜}谚焉堰 烟燕{～京；～子}咽宴[6]艳焰砚

on
p         [3]伴[5]般搬半瓣[6]绊 
bʰ         [1]潘拌[5]判[6]盘叛  
m         [2]瞒馒蛮[3]满
k         [3]感敢橄秆擀{～面 }[5]甘柑泔{～水}干{～湿}肝竿杆 
kʰ         [1]龛{神～}坎刊[5]勘
ŋ         [5]庵{尼姑～}揞{～住}暗安鞍按案[6]岸
h         [1]撼看{～守}汗{～水}旱[3]罕砍[5]憾蚶{～子}憨酣看{～见}鼾{打～}汉[6]含{~ 一口水}函寒韩汗{出～}焊翰

uon
p         [6]傍{～晚}
t          [3]短转{～眼 }[5]端{～午}锻缎转{～圈圈}砖专 {1 }
dʰ         [1]川穿喘[5]断[6]团段传{～下来}
l          [2]南男[3]暖鸾卵阮[6]乱 
ts         [5]钻{～进}纂{编～}钻{电～}撰篆传{～记}专 {2 }
tsʰ        [1]汆{～肉丸 }[5]窜篡串[6]蚕 
s         [2]船[5]酸算蒜闩{门～}栓涮
k         [3]管馆[5]官棺观{～看}冠{衣～}贯灌罐观{寺～}冠{～军}鳏{～寡 }
kʰ         [1]宽[3]款
h         [2]桓环[3]缓[5]欢唤焕[6]幻患宦 
Ǿ         [2]完{结束的意思 }[3]皖碗[6]换

yon
tɕ         [3]卷{～起}圈{猪～ }[5]眷卷{～子}绢倦捐券
tɕʰ        [1]圈{圆～}铅{～笔 }[3]犬[5]劝[6]全泉拳权颧 
ȵ         [2]元原源[3]软[6]愿{～意}
ɕ         [2]旋{～转}玄悬[3]选[5]轩宣喧眩[6]旋{头发~  }
Ǿ         [2]圆员缘袁辕园援[3]远[5]冤怨渊[6]院

un
t          [5]墩沌盾钝遁
dʰ         [1]囤[6]屯豚饨臀
l          [6]润 
ts          [5]遵
tsʰ        [1]忖皴椿[5]寸[6]存唇纯醇 
s         [3]笋 {2 }榫{～头 }[5]顺舜
k         [3]滚[5]棍
kʰ        [1]坤捆[5]昆困[6]睡{训读：～觉}
h         [1]混[2]魂馄浑{～浊 }[5]昏婚荤

aŋ
t          [5]正{白读，～月}整{齐～ ：漂亮的意思}
l          [3]冷
ts         [5]争{白读}睁{～开}
tsʰ         [1]撑[6]橙 {1}
s         [5]生{白读，食物不熟}声牲{白读}甥{白读}
k         [5]耕{白读，～田 }[1]坑{白读}
ŋ         [6]硬

iaŋ
p         [3]饼
bʰ         [1]拼[6]平{白读}病
m         [2]明{白读，～天}名{白读 }[6]命{白读}
t          [5]钉{名，～子}钉{动词}
dʰ        [1]听{～见}
l          [2]零铃[3]领{白读}岭{山~}
tɕ         [3]井{白读}颈[5]镜鲸睛惊{白读}精{白读}
tɕʰ        [1]清{白读，～水}请轻{白读}青[5]净{白读，干～ }[6]晴{白读}
ɕ         [3]醒{白读 }[5]姓星{白读，～星}腥兄 {1}
Ǿ         [2]赢[3]影{白读，～子}


uaŋ
k         [3]梗{菜~ }
Ǿ           [2]横{～竖}

eŋ
ts         [5]郑{姓氏}
tsʰ        [3]逞城 {2～市 }[5]蛏{～子 }[6]呈程成 {2 }诚 {2～实 }
s         [6]圣盛{兴~}
k         [2]供{～养 }[3]汞拱{～手}巩[5]公工蚣功攻贡弓躬宫恭供{～给 }
kʰ         [3]孔恐[5]空{～虚}控[6]共
h         [2]弘宏洪鸿虹逢缝{～衣服 }[3]哄{～骗}讽[5]虹{彩～}亨轰烘{～干}风枫疯丰封 峰蜂锋[6]红凤{丹～眼}俸缝{一条~}

iŋ
p         [3]禀丙秉柄并{～且 }[5]冰兵并{合~}
bʰ         [1]姘凭[6]坪评聘{招～}瓶屏萍平{文读}
m         [2]鸣明{文读，照～}铭名{文读 }[3]皿[6]命{文读}
t          [2]伶{～俐 }[3]拯整{～数}顶鼎[5]蒸证症征{长～}征{～求}正 {1～反}政 {1 }丁订锭
dʰ        [1]称{～呼}听{～闻}厅艇挺[5]秤[6]惩称{相～}乘{～法}成 {1～功}城 {1～市}诚 {1～实}亭 停廷庭蜓定
n         [2]凝宁{安～ }[5]宁{～可}侫
l          [2]陵凌菱灵[3]领{文读}翎[5]拎{～东西 }[6]令另
tɕ         [2]茎[3]境景警靖井{文读 }[5]粳{～米}京荆{～棘}惊{文读}敬竟精{文读}晶劲{有～}经{~ 历}径经{念～}竞净{文读}
tɕʰ        [1]卿清{文读，～楚}蜻{～蜓}倾顷{～刻}轻{文读 }[5]庆[6]擎情晴{文读}静{安~}
ȵ          [5]蝇{苍～ }[6]认{～得}
ɕ         [2]行{～为；～走}盛{～满了}形型刑[3]幸省{反～}醒{文读 }[5]性乘{～凉}星{文读，～期一}[6]杏盛{旺~}
Ǿ         [2]迎盈营莹[3]影{文读，～子； 电～}颖[5]应{～该}鹰应{对～}莺鹦樱英映婴缨

ɔŋ
p         [1]棒{冰～ }[3]榜绑[5]帮谤邦崩浜迸{～裂}
bʰ         [1]滂蚌{河～}烹蚌{～埠：地名 }[5]胖[6]旁螃庞朋彭膨棚
m         [2]忙芒茫盲萌盟[3]莽蟒虻猛网{白读 }[6]孟望{白读}忘{白读 }
f         [2]肪妨{～害}房防[3]仿{模～}纺仿{～佛 }[5]方放芳访
t         [3]党挡长{生～}涨{～价}掌[5]当{～时}当{典～}荡宕张{量词}帐账胀仗杖章樟障瘴 
dʰ         [1]汤倘躺丈昌{南～}厂[5]烫趟唱倡[6]堂棠螳唐糖塘肠场长
l          [2]曩郎廊狼螂瓤{瓜～}荣[3]囊{行～ }朗壤攘嚷[6]浪
ts         [5]脏赃葬庄装壮桩[6]藏{西~}
tsʰ        [1]仓苍闯窗{～户 }[5]畅疮创[6]藏{隐～}长{～短}床状偿撞
s         [1]上{～去 }[2]常尝[3]嗓搡爽赏晌{～午}饷{军～ }[5]桑丧{婚～}磉丧{～失}霜孀 商伤裳{衣～ }尚双
k         [3]冈{山～ }岗讲港[5]刚纲钢{名词}缸杠江豇{～豆}降{下~}
kʰ        [1]康慷[5]扛抗炕糠{糟～之妻 }
ŋ          [5]肮{～脏}
h          [5]糠{米～ }[6]行{～列}航杭 
Ǿ           [3]昂{～首}

iɔŋ
t          [2]良
l          [2]凉量{～尺}粮梁粱[3]两{斤～ }[5]量{数～ }[6]亮谅辆
tɕ         [3]浆蒋奖桨迥[5]将{～来}酱将{大～}匠疆僵姜{生～}缰{～绳}姜{姓氏}强{倔~ }
tɕʰ        [1]枪抢像{很～}羌琼[6]墙强{～大}
ȵ         [2]娘[3]仰[6]酿让{～步}
ɕ         [1]象橡项[2]详祥降{投～ }[3]想享响[5]相互～箱厢湘襄镶相{～貌 }香乡兄 {2 }[6]巷向
Ǿ         [2]羊洋烊{融化}杨阳扬疡[3]养痒永泳咏[5]央秧殃[6]样旺{集市很热 闹}


uɔŋ
k         [3]广旷{～阔 }[5]光{～线}逛
kʰ         [1]匡眶{眼～}筐[3]矿[6]狂
h         [1]晃{～眼 }[2]黄{姓氏}簧皇蝗[3]谎[5]荒慌
Ǿ           [2]黄{～色}亡王[3]网{文读}往[5]汪{一～水}枉[6]忘{文读}妄望{文读}旺{兴~}


oŋ
bʰ         [1]抱{～小孩}捧[3]蓬{～松 }[6]篷 
m         [2]蒙{～眬 }[3]懵[6]梦
t          [3]董种{～子}肿[5]东懂冻栋冬{～至}中{当～}忠中{射～}终钟种{～树}
dʰ         [1]通桶捅动{不要～}统充冲[2]重{～复 }[3]筒[5]痛铳{～子 }[6]同铜桐童瞳动{～作}虫重{轻~}
