				單字	原註	
				東		tʊŋ53
				凍		tʊŋ33
				通		tʰʊŋ53
				桐		tʰʊŋ11
				洞		tʊŋ31
				筒		tʰʊŋ11
				銅		tʰʊŋ11
				童		tʰʊŋ11
				同		tʰʊŋ11
				聾		lʊŋ11
				籠		lʊŋ11
				隆		lʊŋ11
				聰		tsʰʊŋ53
				蔥		tsʰʊŋ53
				叢		tsʰʊŋ11
				忠		tsʊŋ53
				中	中間	tsʊŋ53
				中	中獎	tsʊŋ33
				蟲		tsʰʊŋ11
				沖		tsʰʊŋ53
				崇		sʊŋ11
				眾		tsʊŋ33
				終		tsʊŋ53
				充		tsʰʊŋ53
				絨		jʊŋ11
				功		kʊŋ53
				工		kʊŋ53
				公		kʊŋ53
				攻		kʊŋ53
				躬		kʊŋ53
				宮		kʊŋ53
				弓		kʊŋ53
				空		hʊŋ53
				洪		hʊŋ11
				虹		hʊŋ11
				烘		hʊŋ11
				紅	紅色	hʊŋ11
				紅	女紅	kʊŋ53
				翁		jʊŋ53
				雄		hʊŋ11
				熊		hʊŋ11
				融		jʊŋ11
				風		fʊŋ53
				蓬		pʰʊŋ11
				蜂		fʊŋ53
				矇		mʊŋ11
				濛		mʊŋ11
				蒙		mʊŋ11
				夢		mʊŋ31
				豐		fʊŋ53
				窮		kʰʊŋ11
				董		tʊŋ35
				桶		tʰʊŋ35
				動		tʊŋ31
				攏		lʊŋ13
				總		tsʊŋ35
				孔		hʊŋ35
				棟		tʊŋ31
				痛		tʰʊŋ33
				弄		lʊŋ31
				送		sʊŋ33
				貢		kʊŋ33
				哄	哄騙	hʊŋ31
				哄	亂哄哄	hʊŋ31
				諷		fʊŋ33
				鳳		fʊŋ31
				啄		tuɔk3
				禿		tʰʊk5
				獨		tʊk2
				讀	朗讀	tʊk2
				讀	句讀	tɐu31
				鹿		lʊk2
				碌		lʊk5
				角		kuɔk3
				陸		lʊk2
				六		lʊk2
				族		tsʊk2
				速		tsʰʊk5
				肅		sʊk5
				竹		tsʊk5
				築		tsʊk5
				逐		tsʊk2
				筑		tsʊk5
				縮		sʊk5
				熟		sʊk2
				叔		sʊk5
				肉		jʊk2
				穀		kʊk5
				谷	山谷	kʊk5
				谷	吐谷渾	jʊk2
				谷	谷蠡王	lʊk2
				鞠		kʊk5
				菊		kʊk5
				哭		hʊk5
				麴		kʊk5
				蓄		tsʰʊk5
				屋		ʊk5
				粥		tsʊk5
				育		jʊk2
				卜		pʊk5
				腹		fʊk5
				福		fʊk5
				幅		fʊk5
				僕		pʊk2
				服		fʊk2
				木		mʊk2
				目		mʊk2
				牧		mʊk2
				撲		pʰuɔk3
				冬		tʊŋ53
				疼	疼痛	tʰɐŋ11
				疼	疼愛	tʰɐŋ11
				鼕		tʰʊŋ11
				農		lʊŋ11
				宗		tsʊŋ53
				鬆		sʊŋ53
				統		tʰʊŋ35
				宋		sʊŋ33
				督		tʊk5
				毒		tʊk2
				酷		hʊk2
				沃		jʊk5
				濃		lʊŋ11
				龍		lʊŋ11
				縱	放縱	tsʊŋ33
				蹤		tsʊŋ53
				從	跟從	tsʰʊŋ11
				從	從容	sʊŋ53
				從	從兄弟	tsʊŋ31
				松		tsʰʊŋ11
				重	重新	tsʰʊŋ11
				重	重量	tsʰʊŋ13
				重	重要	tsʊŋ31
				鐘		tsʊŋ53
				鍾		tsʊŋ53
