#漢字	音標	解釋
□	niəu5	动
一	i2	
万	uaⁿ5/uæⁿ5	
三	saⁿ1/sæⁿ1	
上	saŋ5	
業	niɛ2	
東	toŋ1	
丢	tiəu1	
兩	niaŋ3	
嚴	niɛⁿ2	
串	tsʰuaⁿ5/tsʰuæⁿ5	
爲	uei5	因~,为了.
烏	u1	
乏	fa2	
樂	io2	音~
九	tɕiəu3	
亂	nuaⁿ5/nuæⁿ5	
二	ɚ5	
云	in2	
五	u3	
人	zən2	
仁	zən2	
介	kai5	
仑	nən2	
他	tʰa3	
仗	tsaŋ5	
代	tai5	
以	i3	
們	mən1	
仰	niaŋ3	
會	xuei5	
倫	nən2	
僞	uei5	
佛	fuᶹ2	
作	tso2	
你	ni3	
借	tɕiɛ5	
偏	pʰiɛⁿ1	
兒	ɚ2	
先	ɕiɛⁿ1	
光	kuaŋ1	
克	kʰɛ2	
全	tɕʰiɛⁿ2	
六	nu2	
兵	pin1	
養	iaŋ3	
内	nuei5	
冒	mao5	
軍	tɕin1	
冲	tsʰoŋ1	
決	tɕiɛ2	
冷	nən3	
凍	toŋ5	
淨	tɕin5	
準	tsuən3	
刀	tao1	
分	fən1	
切	tɕʰiɛ2	
列	niɛ2	
别	piɛ2	
刷	sua2	
刻	kʰiɛ2	
勒	nɛ2	
包	pao1	
北	pɛ2	
匠	tɕiaŋ5	
千	tɕʰiɛⁿ1	
賣	mai5	
卡	kʰa3	
卻	tɕʰio2	
廠	tsʰaŋ3	
厚	xəu5	
又	iəu5	
雙	suaŋ1	
受	səu5	
變	piɛⁿ5	
口	kʰiəu3	
古	ku3	
叫	tɕiao5	
號	xao5	
同	tʰoŋ2	
向	ɕiaŋ5	
吞	tʰən1	
聽	tʰin1	
告	kao5	
周	tsəu1	
命	min5	
和	xo2	
哀	ŋai1	
哄	xoŋ3	
哈	xa1	
哭	kʰu2	
脣	suən2	
喚	xuaⁿ5/xuæⁿ5	
喊	xaⁿ3/xæⁿ3	
喜	ɕi3	
因	in1	
团	tʰuaⁿ2/tʰuæⁿ2	
困	kʰuən5	
