#漢字	音標	解釋
㵺	pʰai2	竹排
漿	tʃɔŋ1	豆~，~糊
潑	pʰuk7b	~水;泼辣
潔	kik8	~白，清~
潘	pʰuŋ1	姓
潛	tʃʰiŋ2	~力
潤	jœn6	利~，~色
潭	tʰaŋ2	深~
潮	tʃʰiu2	~湿，涨~
潰	kʰui	~疡，胃~疡
澀	kik7b	青~
澀	kik7b	柿子~[训]
澄	tʃʰeŋ2	~清[文]
澄	tʃʰeŋ2	~海(地名)[白]
澆	hiu1	~水
澇	lou2	洪~，旱~
澤	tʃak8	毛~东(人名)
澳	ou5	~门
激	kek7a	~动
濁	tʃok8	浑~
濃	loŋ2	~厚[文]
濃	loŋ2	~淡;稠密[白]
濕	ʃɐʋʔ7a	潮~
濟	tʃɐi5	~公，经~
濤	tʰou2	波~
濫	laŋ6	泛~
濺	tʃiŋ6	~一身水
濾	løy6	过~
瀉	ʃɛ5	腹~，一~千里
瀑	pok8	~布
瀝	lek8	坑
灌	kuŋ5	~溉
灑	ʃa	~水
灑	ʃa	潇~，~水
灣	waŋ1	台~，海~
火	fɔ	着~，~车
灰	fui1	石~，~色
灸	kɐu5	针~
災	tʃɔi1	水~
炊	tʃʰøy1	野~
炎	jiŋ2	消~，~热
炒	tʃʰau	~股，~菜
炭	tʰaŋ5	烧~
炮	pʰau5	枪~
炸	tʃa	~药
爲	wɐi6	作~，行~，~人
爲	wɐi2	~什么
烈	lik8	~士，热~
烏	ku1	黑
烘	hoŋ	~干
烙	lɔk7b	~印
烤	hau1	烧~
烹	pʰaŋ1	~调
焗	kok8	盐~鸡
焙	py6	~火
焚	fɐŋ2	~烧
無	mou2	没有，~中生有[文]
無	mou5	没有，~事[白]
焦	tʃiu1	姓
焰	jiŋ6	火~
然	jiŋ2	~后，居~
煎	tʃiŋ5	~药，~鱼
煙	jiŋ1	冒~
煞	ʃak8	凶神恶~
煠	tʃa5	~番薯(水煮地瓜)
煤	mui2	烧~，~矿
煥	wuŋ6	~然一新
照	tʃiu5	~明，~顾
煨	wui1	~番薯
煩	faŋ2	麻~
煮	tʃy	~饭
煲	pou1	煲
熄	ʃek7a	~火
熊	hoŋ2	~猫
熏	fɐŋ1	~陶，烟~人[文]
熏	fɐŋ1	烟~人,~蚊[白]
煕	hei1	康~
熝	lok8	烫，~人
熟	ʃok8	煮~，~悉
熨	tʰɔŋ5	~斗[训]
熬	au2	~汤，~夜
熱	jik8	冷~，~情
燃	jiŋ2	~烧
燈	tɐŋ1	~光
燎	liu2	星星之火，可以~原
燐	lœn2	~肥
燒	ʃiu1	~水，发~
燕	jiŋ5	姓;~京，~山(地名)
燕	jiŋ5	燕子，~窝
燙	tʰɔŋ5	~手
營	jeŋ2	国~，~养[文]
營	jeŋ2	~长[白]
燦	tʃʰaŋ5	~烂
燭	tʃok7a	蜡~
爆	pau5	~炸
爐	lou2	火~
爛	laŋ6	灿~，腐~
爪	tʃau	鸡~
爬	pʰa2	~树
爭	tʃɐŋ1	~取，斗~[文]
爭	tʃɐŋ1	相~，~唔多(差不多)[白]
爵	tʃɔk7b	官~，~位
父	fu6	~亲
爸	pa1	爸爸
爹	tɛ1	~娘
爺	jɛ2	父亲;爷爷[文]
爽	ʃɔŋ	~快，直~
爾	ji6	~虞我诈;保~(人名)
牀	tʃʰɔŋ2	眠~
牆	tʃʰɔŋ2	~壁
片	pʰiŋ5	一~，~面
版	paŋ	出~
牌	pʰai2	~坊，~匾[文]
牌	pʰai2	打~[白，训]
牒	tiʔ8	通~，文~
牙	a2	~齿，刷~
牛	ɐu2	~牯
牡	mau5	~丹
牢	lou2	~房，坐~
牧	mok8	放~，畜~局
物	mɐk8	~件[白]
牯	ku	牛~
牲	ʃɐŋ1	牺~[文]
牲	ʃɐŋ1	头~[白]
特	tɐk8	~别
牽	hiŋ1	~牛花
犀	ʃɐi1	~牛
犁	lɐi2	耕田用具
犒	hou6	~劳，~赏
犧	hei1	~牲
犬	hyŋ	狂~病
犯	faŋ6	~法[文]
犯	faŋ6	触犯[白]
狀	tʃɔŋ6	告~，~元，~态
狂	kʰɔŋ2	发~
狄	tek8	姓，~青
狐	fu2	~狸
狗	kɐu	狗
狡	kau	~猾
狸	lei2	狐~
狹	kɐʋʔ8	~窄[文]
狹	kɐʋʔ8	空间小[白]
狼	lœŋ2	~狈，豺~
猛	maŋ5	~烈，凶~
猜	tʃʰai1	~谜
猝	ʃœk7a	仓~，~死
猩	ʃɛŋ1	大~~
猴	hɐu2	猴子
猶	jɐu2	~豫
猾	wak8	狡~
獃	ɔi2	书~子，发~[文]
獃	ɔi2	发~[白]
獄	jok8	监~
獅	ʃi1	狮子
獎	tʃɔŋ	~金，得~
獨	tok8	单~，~立
獲	wɔk8	收~
獲	wɔk8	~奖
獵	liʔ8	打~，~人
獸	ʃɐu5	野~
獺	tʰak8	水~
獻	hiŋ5	贡~
玄	jiŋ2	~妙
率	lɐk8	效~
率	ʃœk7a	~领
玉	jok8	白~
王	wɔŋ2	姓;大~
玩	waŋ	~具，游~
玫	mui2	~瑰
玻	pɔ1	~璃
珀	pʰak7b	琥~
珊	ʃaŋ1	~瑚
珍	tʃɐŋ1	~珠
珠	tʃy1	珍~
班	paŋ1	上~
現	hiŋ6	~在，出~
球	kʰɐu2	足~
理	lei5	道~，~由
琉	lɐu2	~璃
琢	tɔk7b	~磨，雕~
琴	kʰɐŋ2	弹~
琵	pʰei2	~琶
琶	pʰa2	琵~
瑕	ha2	~疵
瑞	ʃɔi6	~金;董存~
瑣	ʃɔ	~碎，烦~
璃	lei1	玻~
璧	pek7a	美玉，珠联~合
環	waŋ2	~境
璽	ʃai	玉~
瓊	kʰeŋ2	~楼;人名用字
瓜	kua1	西~，~分
瓣	paŋ6	花~
瓤	lɔŋ2	瓜~
瓦	a5	~片
甁	pʰeŋ2	热水~
瓷	tʃʰi2	~砖，陶~
甕	woŋ5	小口大肚陶器
甘	kɐŋ1	甜;~心
甚	ʃɐŋ1	~至
甜	tʰiŋ2	甜
生	ʃɐŋ1	学~，~活[文]
生	ʃɐŋ1	与“死”相对[白]
產	tʃʰaŋ	生~
甥	ʃɐŋ1	外~
用	joŋ6	~处
用	joŋ6	有~
甫	pʰou	杜~
田	tʰiŋ2	种~
由	jɐu2	~于，理~
甲	kɐʋʔ7b	天干，甲乙丙丁
申	ʃɐŋ1	~请;地支，申酉戌亥
男	laŋ2	男女
界	kai5	世~
畏	wɐi5	不喜欢;怕，~热
留	lɐu2	~级，停~
畜	tʃʰok7a	牲~，~牲
畜	tʃʰok7a	~牧局
畝	mɐu5	一~田
畢	pɐk7a	~业
略	lɔk7b	省~
番	faŋ1	三~两次，~薯
番	faŋ1	一~被(一床被子)
番	pʰuŋ1	~禺(地名)
畫	wa	~图，图~
異	ji6	~同
畲	ʃɛ6	~族
當	tɔŋ1	~时，应~，~官
當	tɔŋ5	~铺，恰~;唔~(不如)
疆	kɔŋ1	新~(地名)
疊	tiʔ8	~起来，折~
疏	ʃɔ1	~远;稀疏
疏	ʃɔ1	生~
疏	ʃɔ1	注~
疑	ji2	怀~
疝	ʃaŋ1	~气(小肠气)
疤	pa1	伤~
疥	kai5	~疮
疫	jek8	~苗，防~站
疲	pʰei2	~劳
疵	tʃʰi1	瑕~，吹毛求~
疸	taŋ	黄~
疹	tʃʰɐŋ	麻~
疼	tʰoŋ2	疼痛
疾	tʃɐk8	残~
痂	ka	结~
病	pɛŋ6	~人
症	tʃeŋ5	~状
痔	tʃi6	~疮
痕	hɐŋ2	~迹
痛	tʰoŋ5	~苦
痢	lei6	~疾
痣	tʃi6	乌~
痧	ʃa1	发~，刮~
痰	tʰaŋ2	吐~
痱	fɐi	痱子，热~
痲	ma2	出~(得痳疹)，~风
痹	pei5	麻~
瘋	foŋ1	~狂
瘍	jɔŋ2	溃~
瘟	wɐŋ1	鸡~
瘡	tʃʰɔŋ1	痔~
瘦	ʃɐu5	肥瘦
瘧	jɔk8	~疾
癱	tʰaŋ	~痪
瘴	tʃɔŋ1	~气
瘸	pɐi1	不灵活，~手，~脚
癮	jɐŋ5	喜欢;烟~
療	liu2	治~，~养
癐	kui6	累，疲乏
癡	tʃʰi1	白~，~呆
癢	jɔŋ5	皮肤痒
癩	lai6	~蛤蟆[文]
癲	tiŋ1	~鬼
癬	ʃiŋ	发~(生癣)
登	tœn1	~山，攀~
發	fak7b	~展，~财[文]
發	fak7b	~虫(长虫)[白]
白	pak8	~色
百	pak7b	~姓
皂	tʃou2	肥~
的	tek7a	目~，~确
皆	kai1	~大欢喜
皇	wɔŋ2	~帝
皖	jyŋ	安徽简称，~南事变
皮	pʰɐi2	调~，~肤
皺	tʃɐu5	~纹
皿	meŋ5	器~
盅	tʃoŋ1	酒~，两~酒
盆	pʰuŋ2	面~(脸盆)，~地
盈	jeŋ2	~利，~亏
益	jek7a	得~，有~
盒	hɐʋʔ	铁~
盔	kʰuɐi1	头~，~甲
盛	ʃeŋ6	兴~，茂~
盜	tou6	强~，~窃
盞	tʃaŋ	灯~(灯)
盟	mɐŋ2	同~，~友
盡	tʃœn6	~量，~力，~头
監	kaŋ1	~狱，~视，~督
監	kaŋ5	太~
盤	pʰuŋ2	算~
盧	lou2	姓
盪	tɔŋ6	过水，~嘴，~碗[白]
目	mok8	~的;节~
盲	maŋ2	文~，~目
直	tʃek8	~接
相	ʃɔŋ1	互~，~打(打架)
相	ʃɔŋ5	宰~，看~，~貌
盼	pʰaŋ5	~望
盾	tʰœn5	矛~
省	ʃaŋ	~长，节~[文]
省	ʃaŋ	节省，~钱[白]
省	ʃeŋ	反~
眉	mei2	眉毛，画~
看	hɔŋ1	~守所
看	kɔŋ5	看见
眞	tʃɐŋ1	认~，~假
眠	miŋ2	~床(床)，安~
眶	hɔŋ1	眼眶
眷	kyŋ5	~属
眼	aŋ5	双~皮
眾	tʃoŋ5	群~
着	tʃɔk8	~衫(穿衣服)
着	tʃɔk8	~火
睇	tʰɐi	看
睛	tʃeŋ1	眼~
睜	tʃɐŋ1	~眼
睡	ʃɔi6	睡觉
督	tok7a	~促，监~
睬	tʃʰɔi	理睬
瞎	hɐk8	~目
瞞	muŋ5	隐~
瞪	tɐŋ6	瞪眼，目~口呆[文]
瞪	tɐŋ6	瞪眼[白]
瞭	liu2	~望台
瞳	tʰoŋ2	~孔
矛	mau2	~盾
矢	tʃʰi5	有的放~
知	tʃi1	通~，~道，无~[文]
知	tʃi1	~识[文]
知	tʃi1	知道，唔~[白]
矩	køy	规~，~形
短	tyŋ	长~
矮	ɐi	高矮
矯	kiu	~正
石	ʃɛk8	~头，~榴
砂	ʃa1	朱~，~纸
砌	tʃʰɐi5	~墙
砍	hɐŋ	~伤
砑	aŋ5	碾，~平，~碎
硏	jiŋ2	~究
破	pʰɔ5	~坏
硝	ʃiu1	~烟，~酸
硫	lɐu2	~磺
硬	aŋ6	软~
硯	jiŋ	~台
碎	ʃɔi5	~布，破~
碑	pei1	石~，~文
碗	wuŋ	饭~
碟	tiʔ8	盛具，碟子
碧	pek7a	~玉，~绿
確	kʰɔk7b	~定，的~
碼	ma5	~头，大~
碾	tʃiŋ	~米
磁	tʃʰi2	~铁，~场
磕	kʰɐu5	~头
磚	tʃyŋ1	~头
磨	mɔ2	~刀，水~[动]
磨	mɔ2	~豆浆[动]
磨	mɔ2	石~[名]
礎	tʃʰɔ	基~
礙	ɔi6	妨~
礦	kʰɔŋ5	煤~，~工
礬	faŋ2	明~
示	ʃi6	表~
社	ʃɛ5	~会，公~
祀	tʃi6	祭~
祁	kʰei2	~连山
祈	kʰei2	~祷
祐	jɐu6	保~
祕	pei5	~书，~密
祖	tʃou	~宗，~国
祝	tʃok7a	~贺，庆~
神	ʃɐŋ2	~仙，精~
祠	tʃʰi2	~堂
票	pʰiu5	车~
祭	tʃɐi5	~祀
稟	peŋ	~报
禁	kɐŋ5	不~
禁	kɐŋ5	~止
禍	ɔ6	大~临头，~害
福	fok7a	~气，享~
禦	jy6	防~
禪	ʃiŋ2	~宗，~师
禪	ʃiŋ2	~让，封~
禮	lɐi5	~貌
禱	tʰou	祈~，~告
禹	jy5	大~治水
禽	kʰɐŋ2	家~
禾	ɔ2	割~，~苗
禿	tʰok7a	~头
秀	ʃɐu5	清~，~才
私	ʃi1	自~
秉	peŋ	~持，~公办事
秋	tʃʰɐu1	~天;~千
科	fɔ1	~学，文~
秒	miu5	~针
租	tʃou1	~金，出~
秤	tʃʰeŋ5	用以称物，~砣
秦	tʃʰœn2	姓;~国
秧	jɔŋ1	插~，~苗
秩	tik8	~序
移	ji2	~动
稀	hei1	~少
稅	ʃɔi5	交~，~收
稈	kɔŋ1	禾~(稻秆)
程	tʃʰeŋ2	~度，路~[文]
程	tʃʰeŋ2	姓[白]
稗	pɐi6	~草
稚	tʃi6	幼~
稠	tʃʰɐu2	~密
種	tʃoŋ	~类，树~[名，量]
種	tʃoŋ5	~田[动]
稱	tʃʰeŋ1	~心如意，对~
稱	tʃʰeŋ1	~呼
稻	tou6	水~
稼	ka5	庄~，邓~先
稽	kʰɐi1	~查，滑~
稿	kou	草~，~纸
穀	kok7a	五~
穆	mok8	姓，~桂英
積	tʃek7a	~极，累~
穎	weŋ6	新~;邓~超(人名)
穢	wɐi5	淫~，污~
穩	wɐŋ	~定，求~
穴	jyk8	~位
究	kɐu5	~竟，研~
空	hoŋ1	~虚，天~
空	hoŋ1	~缺
穿	tʃʰyŋ1	~堂风，揭~
突	tɐk8	~然
突	tɐk8	~出
窄	tʃak7b	狭~
窖	jiu5	地~，番薯~
窗	tʃʰɔŋ1	门~，~帘
窟	wɐk7a	~窿[文]
窟	wɐk7a	小坑[白]
竇	tɐu6	鸟~
竇	tɐu6	鼻~炎;姓
窩	ɔ1	~囊废，~藏
窮	kʰoŋ2	~人，无~
窯	jiu2	~洞，烧~
窿	loŋ1	穿~(破洞)
竂	liu2	茅~，鸡~
竅	kʰiu5	~门
竈	tʃou5	~头，~神
立	lɐʋʔ8	~足
站	tʃaŋ6	站立
站	tʃaŋ6	车~
竟	keŋ	~然
章	tʃɔŋ1	姓;文~
童	tʰoŋ2	~年，儿~
端	tyŋ1	~正
競	keŋ6	~争，~赛
竹	tʃok7a	~叶
竿	kɔŋ1	竹~
笑	ʃiu5	~话，玩~
笛	tɛk8	笛子
笠	lɐʋʔ7a	~嫲，斗~
笡	tʃʰɛ5	斜，~~(歪斜的样子)
符	fu2	~合，鬼画~
笨	pɐŋ6	~蛋[文]
笨	pɐŋ6	厚[白]
第	tɐi6	~一，门~
筆	pɐk7a	毛~，~记
等	tœn	~人，高~
筋	kɐŋ1	牛~丸
筍	ʃœn	竹~
筏	fɐk8	竹~(竹排)
筐	hɔŋ1	箩~，两~[文]
筐	hɔŋ1	两~[白]
筒	tʰoŋ2	电~，话~
答	tɐʋʔ8	回~
策	tʃʰak7b	~划，政~
筷	fai5	公~
箋	tʃʰiŋ1	便~，信~
箍	kʰu1	紧~咒[文]
箍	kʰu1	围束，~桶[白]
箏	tʃɐŋ1	风~
箕	kei1	畚~
算	ʃyŋ5	计~
管	kuŋ	~理，气~
籮	lɔ2	~筐
箭	tʃiŋ5	射~
箱	ʃœŋ1	皮~
箸	tʃy6	筷子
節	tʃik7b	~约，竹~
範	faŋ6	模~，~围
篇	pʰiŋ1	一~文章
築	tʃok7a	建~
篙	kou1	竹~
篡	ʃaŋ5	~位，~改
篤	tok7a	~信，~定
篦	pei6	篦子(很密的梳子)
篩	ʃɐi1	~选，~米
篩	ʃɐi1	谷~，米~
篷	foŋ2	帐~
簑	ʃɔ1	棕~，~衣
簕	lɐk8	刺
簟	tʃau	竹制品，用以储存粮食
簡	kaŋ	~单
簧	wɔŋ	弹~
簪	tʃaŋ1	绾住发髻的条状物
簫	ʃiu1	吹~
簷	ʃiŋ2	屋~下
簸	tʃʰau1	~箕甲(蛇)，~谷
簸	pʰɔ1	颠~
簽	tʃʰiŋ1	~字，~名
簾	liŋ	窗~
簿	pou6	练习~，帐~
籃	laŋ2	菜~
籌	tʃʰɐu2	~码，~备
籍	tʃek8	祖~，~贯
籠	loŋ2	鸟~，~罩
籤	tʃʰiŋ1	竹~，求~
籬	lei2	~笆
米	mɐi5	大米
粉	fɐŋ	~笔，面~[文]
粉	fɐŋ	~松[白]
粒	lɐʋʔ7a	三~，颗~
粗	tʃʰou1	~心
粘	tʃiŋ1	~贴
粟	ʃok7a	包~，~米，~子粄
粥	tʃok7a	煮~
粱	lœŋ2	高~，黄~美梦
粵	jyk8	~东
粹	ʃɔi5	纯~
精	tʃeŋ1/tʃɛŋ1	~神
糉	tʃoŋ	粽子
糊	fu2	浆~，~涂
糕	kou1	蛋~，糟~
糖	tʰɔŋ2	白~
糙	tʃʰou6	~米，粗~
糜	mui2	~烂;粥
糞	fɐŋ5	粪便
糟	tʃou1	酒~，~糕
糠	hɔŋ1	谷~
糧	lɔŋ2	~食
糯	lɔ6	~米
糰	tʰyŋ2	饭~，面~
糴	tɛk8	~米(买米)
糶	tɐk8	~米(卖米)
系	hɐi6	中文~，~统
糾	tɐu	~缠
糾	tɐu	~正
紀	kei	~律
紂	tʃɐu6	商~王
約	jɔk7b	大~，~会
紅	hoŋ2	~色
紋	mɐŋ2	花~
納	lɐʋʔ8	归~
紐	lɐu	纽扣;~约(地名)
純	ʃœn2	单~，~粹
紗	ʃa1	~布
紙	tʃi	白~
級	kʰɐʋʔ7a	~别，年~
級	kʰɐʋʔ7a	三年~
紛	fɐŋ1	纠~
紝	jɐŋ6	缝~
素	ʃou5	~菜，朴~
紡	fɔŋ	~织
索	ʃɔk7b	绳子，线~
紫	tʃi	~色
紮	tʃak7b	~紧，驻~
累	lɔi6	劳~
累	lɔi6	积~
累	løy6	连~
細	ʃɐi5	粗细，大小
紹	ʃiu6	介~;~兴(地名)
終	tʃoŋ1	~于，始~
組	tʃou	~织，小~
結	kik8	~婚，~疕[文，动]
結	kik8	打~[白]
絕	tʃyk8	~对
絞	kau	~刑，~肉机
絡	lɔk7b	联~
絨	joŋ2	灯芯~，~毛
絮	ʃɔi5	棉~
統	tʰoŋ	~一，总~
絲	ʃi1	~绸
絹	kyŋ1	绢
綁	pɔŋ	捆~
綑	kʰuɐŋ	~绑
經	keŋ1	念~，~济[文]
經	keŋ1	~纬，~线[文]
經	keŋ1	~丝(蜘蛛织网)[白]
經	keŋ1	~开;绊倒[白]
綜	tʃoŋ1	~合;织布机上的综
綠	lok8	~色
綢	tʃʰɐu2	~缎，丝~
維	wɐi2	~生素，~持，纤~
綱	kɔŋ1	~常，大~
網	mɔŋ5	鱼~，~络
綴	tʃy5	点~
綻	tʃaŋ1	破~[文]
綻	tʃaŋ1	长出，~笋，~芽[白]
綽	tʃʰɔk7b	~~有余，~号
綿	miŋ2	海~，~羊
緊	kɐŋ	~张
緖	ʃøy5	情~;光~
線	ʃiŋ5	~索
緝	tʃʰɐʋʔ7a	~私，通~
緞	tyŋ6	绸~
緣	jyŋ2	~分
編	pʰiŋ1	主~，~辑[文]
編	pʰiŋ1	毛~，~毛编[白]
緩	huŋ2	~慢，迟~
緬	miŋ5	~怀;~甸(地名)
緯	wɐi5	经~
練	liŋ6	~习，熟~
縐	tʃɐu5	文~~
縛	pɔk7b	束~
縣	jyŋ	~长
縫	foŋ2	裁~
縫	foŋ6	一条~，裂线~
縮	ʃok7a	压~，~小
縱	tʃoŋ1	~横，放~
縷	lɐu5	千丝万~
總	tʃoŋ	~共，汇~
績	tʃek7a	成~
繁	faŋ2	~华
織	tʃek7a	纺~，~布
繞	jiu	围~，~线
繡	ʃɐu5	~花
繩	ʃeŋ2	~之以法
繪	kʰui	~图，测~
繫	hɐi6	~皮带
繫	hɐi6	联~
繭	kaŋ	蚕~
繮	kɔŋ1	~绳
繳	kiu	~枪，~费
繼	kɐi5	~续，~承
纂	tʃyŋ5	编~
續	tʃok8	连~，继~
續	tʃok8	继~，~集
纏	tʃʰiŋ2	纠~，~线
纓	jeŋ1	红~枪
纔	tʃʰɔi2	刚~
纜	laŋ6	~车
絆	puŋ6	~脚石，~马索
給	kʰɐʋʔ7a	供~，~予
缸	kɔŋ1	水~
缺	kʰyk7b	~点
罅	la5	缝，手指~
罌	wɔŋ1	小口大肚的瓶子
罐	kuŋ5	~头
罕	hɔŋ	稀~，~见
罩	tʃau5	灯~，床~
罪	tʃɔi6	得~，犯~[文]
罪	tʃɔi6	~过(可怜、难受)[白]
置	tʃi5	布~
罰	fɐk8	~款，惩~
署	ʃy	~名
罵	lau6	~人
罷	pa6	~工
羈	kei1	~押，放荡不~
羅	lɔ2	姓
羊	jɔŋ2	羊
美	mei5	~丽，~化
羔	kou1	羊~
羞	ʃɐu1	~愧
羣	kʰuɐŋ2	~众
羨	ʃiŋ6	~慕
義	ji2	情~，~气
羹	kɐŋ1	调~;米糊
羽	jy5	~毛球
翁	joŋ1	白头~;姓
翅	tʃʰi5	鱼~
習	tʃɐʋʔ8	学~，练~
翹	kʰiu2	银~片
翹	kʰiu5	~起来
翠	tʃʰɔi5	翡~
翡	fei	~翠
翰	hɔŋ6	~林院;人名用字
翻	faŋ1	~书[文]
翻	faŋ1	翻转;呕吐[白]
翼	jek8	鸡~，机~
耀	jiu6	~眼，荣~
老	lou5	~爷，~实
考	hau	~试，大~
者	tʃɛ	记~，作~
而	ji2	~且，反~
耐	lɔi6	~力，~心，忍~
耕	kaŋ1	~田
耗	hou5	消~
耙	pʰa2	犁耙
耳	ji5	耳朵，中~炎
耶	jɛ2	~稣
耽	taŋ1	~误
耿	kɐŋ	忠心~~;姓，~精忠
聊	liu2	无~，~天
聖	ʃeŋ5	神~，~水
聘	pʰeŋ5	~请，特~
聚	tʃøy6	~会
聚	tʃøy6	捡~(收拢)[白]
聞	mɐŋ2	新~
聯	lyŋ2	~系;对~
聰	tʃʰoŋ1	~明
聲	ʃeŋ1	~音，笑~
聶	lɐʋʔ8	姓，~耳
職	tʃek7a	~位，称~
聽	tʰɛŋ1	~话
聽	tʰɛŋ1	听任，~佢(随他)
聾	loŋ2	耳~
肅	ʃok7a	严~
肆	ʃi	放~
肉	jok8	猪~
肋	lak8	~骨
肌	kei1	~肉
肖	tʃʰiu5	姓
肖	tʃʰiu5	生~
肘	au5	手~
肚	tʰou5	猪~，鱼~
肚	tʰou	肚子
肝	kɔŋ1	猪~
股	ku	~票
肢	tʃi1	四~，~体
肥	fei2	化~，~肉
肩	kiŋ1	~头
肪	fɔŋ1	脂~
肯	hɐŋ	~定，中~[文]
肯	hɐŋ	愿意，~去[白]
育	jok8	教~
肴	au2	美味佳~
肺	fɐi5	猪~
胃	wɐi6	肠~
背	py5	违~，后~
背	py5	~书
胎	tʰɔi1	双胞~，~盘
胖	poŋ6	~子，肥~
胚	pʰui1	~胎
胛	kɐʋʔ7b	肩~
胞	pau1	同~
胡	fu2	二~ ;姓
胸	hoŋ1	心~
能	lɐŋ2	才~，~够
脂	tʃi1	~肪，胭~
脅	hiʔ7b	威~
脆	tʃʰɔi5	干~[文]
脆	tʃʰɔi5	易断[白]
脈	mɐk8	~搏，把~
脊	tʃɛk7b	~椎，背~
脣	ʃœn2	嘴~[文]
脣	ʃœn2	嘴~[训，舷]
脫	tʰyk8	~鞋，摆~
脯	pʰou	胸~
脯	pʰou	菜~(萝卜干)
脹	tʃɔŋ	~肚，膨~
脾	pʰei2	~胃，~气
腆	tiŋ	腼~
腋	jek8	~下
腍	lɐŋ2	绵软
腎	ʃɐŋ6	~病
腎	ʃɐŋ5	鸡~(鸡肫)[白]
腐	fu6	~败
腐	fu6	豆~
腑	fu	五脏六~
腔	hoŋ1	口~
腕	wuŋ	手~
腡	wɔ1	手指纹
腥	ʃɛŋ1	~味[文]
腥	ʃɛŋ1	菜腥味，臭~[白]
腥	ʃɛŋ1	~味，臭镬~[白]
腦	lou5	猪~，~屎(脑子)
腩	huaŋ5	肚~
腫	tʃoŋ	~起来，水~
腮	ʃɔi1	~腺炎，~红
腰	jiu1	猪~
腱	kiŋ6	肌~
腳	kɔk7b	赤~
腸	tʃʰɔŋ2	猪~，~胃
腹	fok7a	心~，收~
腿	tʰɔi	~部，火~
膏	kou1	牙~;狗皮~药
膚	fu1	皮~
膜	mɔk8	薄~
膝	ʃɐk7a	~头(膝盖)
膠	kau1	~水，橡~
膨	pʰaŋ2	~胀
膩	lei6	油~，细~
膳	ʃiŋ6	~食，用~
膽	taŋ	大~
膿	loŋ2	化~
臂	pei5	手~，~力
臉	liŋ5	红~白~[文]
臊	ʃou1	臭~
臍	tʃʰi2	肚~，~带
臘	lɐʋʔ8	~肉，~肠
臟	tʃɔŋ6	内~
臣	ʃɐŋ2	大~
臥	ɔ2	~室，~铺
臨	lɐŋ2	~时，面~
自	tʃi6	~私
臭	tʃʰɐu5	~味
至	tʃi5	~少
致	tʃi5	导~
臺	tʰɔi2	~湾
臻	tʃœn1	聂荣~
舀	tʰou1	~水
舂	tʃoŋ1	~米
舅	kʰɐu5	~公
與	jy5	参~，给~，~众不同
興	heŋ1	~旺;绍~(地名)
興	heŋ5	高~，~趣[文]
興	heŋ5	高兴[白]
舉	køy	~报，~重
舊	kɐu6	新~
舌	ʃik7b	舌头
舍	ʃɛ5	宿~
舐	leŋ	舔
舒	ʃy1	~服
舜	ʃœn5	尧~
舞	mou5	跳~
舞	mou5	拨弄，摆弄[白，动]
舟	tʃɐu1	~山
航	hɔŋ2	~行，~线
般	puŋ1	~配，一~
舵	tʰɔ2	~手
船	ʃyŋ2	轮~
艇	tʰɛŋ5	快~，潜~
艦	laŋ6	军~
良	lɔŋ2	~好，优~
艱	kaŋ1	~苦
色	ʃek7a	颜~，~彩
艾	ai6	姓;~滋病
艾	ai6	艾草
芋	fu6	芋头
芒	mɔŋ1	~种[节气]
芒	mɔŋ1	~果
芒	mɔŋ1	~花草(可制扫帚)
芙	fu2	~蓉
芝	tʃi1	灵~，~麻
芥	kai5	~菜
芬	fɐŋ1	~芳
芭	pa1	~蕉，~蕾
花	fa1	开~
芳	fɔŋ1	~香
芹	kʰɐŋ2	~菜
芽	a2	豆~
苔	tʰɔi2	青~，舌~
苗	miu2	鱼~，~族
苟	kɐu	~且偷生
若	jɔk7b	~干，~无其事
苦	fu	辛~，食~(吃苦)
苦	fu	~味
苧	tʃʰy5	~麻
英	jeŋ1	~雄;~国(国名)
茂	mɐu6	~盛;~名(地名)
范	faŋ6	姓
茄	ka1	茄子;番~
茄	ka1	雪~
茅	mau2	~庐
茫	mɔŋ2	白~~，~然
茴	wui2	~香
茶	tʃʰa2	~叶
茸	joŋ2	鹿~
草	tʃʰou	青~，~稿
荊	keŋ1	~州(地名)[文]
荊	keŋ1	布~子(中药)[白]
荒	fɔŋ1	开~，~唐
荔	lai6	~枝
荷	hɔ2	~花;薄~
荷	hɔ2	挑，~担，~东西[白]
莊	tʃɔŋ1	~园;姓
莓	mui2	草~
莖	keŋ5	根;莲~
莧	jiŋ6	~菜
莫	mɔk8	不要，~非
莽	mɔŋ5	鲁~
菊	kok7a	~花
菌	kʰuɐŋ	细~
菖	tʃʰɔŋ1	~蒲
菜	tʃʰɔi5	煮~，青~
菠	pɔ1	~菜
菩	pʰɔ2	~萨
華	wa2	中~
華	wa2	~山;姓
菱	leŋ2	~角
萄	tʰou2	葡~
萌	mɐŋ2	~芽
萍	pʰeŋ2	薸[训]
萍	pʰeŋ2	~水相逢;人名用字
萎	wɐi	枯~
萬	maŋ6	~一
落	lɔk8	下落
葉	jiʔ8	树~;姓
著	tʃy5	~名，显~
葛	kɔk7b	诸~亮;生~，~薯
董	toŋ	古~;姓，~存瑞
葦	wɐi5	芦~
葬	tʃɔŋ5	埋~，落~
葵	kʰuɐi2	向日~，~花籽
葷	fɐŋ1	~素
蒂	tɐi5	花~，并~莲
蒐	ʃɐu	~集
