#http://humanum.arts.cuhk.edu.hk/Lexis/lexi-mf/dialectIndex.php?point=G 	聲韻 	聲調 	字元 	字數
1 	i 	陰平33 	伊, 依, 衣, 醫		4
2 	i 	陽平12 	飴, 臺, 夷, 移, 姨		5
3 	i 	上聲42 	椅, 以, 矣, 倚, 已		5
4 	i 	陰去55 	意, 縊, 異, 億, 翼, 憶, 肄		7
5 	i 	陽去21 	易		1
6 	i 	入聲24 	亦, 逸, 抑, 易, 揖, 譯, 一, 日, 益, 液		10
7 	u 	陰平33 	誣, 烏, 汚, 巫		4
8 	u 	陽平12 	吾, 無, 吳, 梧, 蜈		5
9 	u 	上聲42 	侮, 伍, 五, 武, 午, 鵡, 舞		7
10 	u 	陰去55 	務, 悟, 誤		3
11 	u 	陽去21 	戊, 霧		2
12 	u 	入聲24 	物, 勿, 屋		3
13 	y 	陰平33 	盂, 迂, 淤		3
14 	y 	陽平12 	如, 逾, 於, 愚, 愈, 喻, 裕, 魚, 娛, 榆, 于, 愉, 儒, 虞, 餘, 漁, 余		17
15 	y 	上聲42 	羽, 雨, 汝, 禹, 宇, 乳, 與		7
16 	y 	陽去21 	芋		1
17 	y 	入聲24 	疫, 入, 役, 域		4
18 	ɒ 	陰平33 	阿		1
19 	ɒ 	陽去21 	二		1
20 	iɒ 	陰平33 	鴉, 丫		2
21 	iɒ 	陽平12 	涯, 爺		2
22 	iɒ 	上聲42 	野, 也, 雅, 惹		4
23 	iɒ 	陰去55 	亞		1
24 	iɒ 	陽去21 	夜		1
25 	iɒ 	入聲24 	壓, 押		2
26 	uɒ 	陰平33 	挖, 蛙, 窪		3
27 	uɒ 	上聲42 	瓦		1
28 	uɒ 	陰去55 	猾, 軛, 滑		3
29 	uɒ 	陽去21 	話		1
30 	uɒ 	入聲24 	襪		1
31 	o 	陰平33 	窩, 蝸, 阿, 屙		4
32 	o 	陽平12 	禾		1
33 	o 	入聲24 	沃, 惡, 握		3
34 	io 	入聲24 	嶽, 岳, 藥, 樂, 若, 躍, 鑰, 約, 諾		9
35 	e 	陽平12 	兒, 而		2
36 	e 	上聲42 	餌, 爾, 耳		3
37 	e 	陽去21 	二, 貳		2
38 	ie 	陽平12 	爺		1
39 	ie 	入聲24 	葉, 頁, 乙, 熱		4
40 	yæ 	入聲24 	月, 悅, 粤, 曰, 越, 閱		6
41 	uəi 	陰平33 	煨, 威		2
42 	uəi 	陽平12 	圍, 惟, 唯, 微, 葦, 違, 維, 桅, 危, 為		10
43 	uəi 	上聲42 	緯, 尾, 委, 諱, 偉		5
44 	uəi 	陰去55 	魏, 謂, 僞, 慰, 蜎, 胃, 衛, 畏		8
45 	uəi 	陽去21 	位, 味, 未		3
46 	uai 	陰平33 	歪		1
47 	uai 	陽去21 	外		1
48 	iaɯ 	陰平33 	么, 吆, 腰, 要, 遨, 妖		6
49 	iaɯ 	陽平12 	窰, 謠, 饒, 搖, 姚		5
50 	iaɯ 	上聲42 	舀, 擾, 繞		3
51 	iaɯ 	陰去55 	要, 耀		2
52 	iaɯ 	陽去21 	鷂		1
53 	iəɯ 	陰平33 	幽, 悠, 優, 憂		4
54 	iəɯ 	陽平12 	郵, 尤, 由, 游, 猶, 揉, 油, 柔		8
55 	iəɯ 	上聲42 	酉, 友, 有		3
56 	iəɯ 	陰去55 	祐, 幼, 誘, 柚, 釉		5
57 	iəɯ 	陽去21 	右, 又		2
58 	iəɯ 	入聲24 	肉, 育, 獄, 褥, 辱, 郁, 浴, 慾, 欲		9
59 	iẽ 	陰平33 	腌, 閹, 燕, 焉, 煙		5
60 	iẽ 	陽平12 	筵, 炎, 簷, 鹽, 燃, 然, 延		7
61 	iẽ 	上聲42 	演, 染, 冉, 掩		4
62 	iẽ 	陰去55 	厭, 宴, 燕, 焰, 豔		5
63 	yẽ 	陰平33 	冤, 淵		2
64 	yẽ 	陽平12 	源, 鉛, 原, 圓, 完, 緣, 丸, 沿, 袁, 轅, 園, 援, 員, 元		14
65 	yẽ 	上聲42 	阮, 遠		2
66 	yẽ 	陰去55 	怨, 院, 願		3
67 	ian 	陰平33 	央, 殃, 秧		3
68 	ian 	陽平12 	贏, 瓤, 洋, 羊, 楊, 瘍, 陽, 揚		8
69 	ian 	上聲42 	癢, 影, 養		3
70 	ian 	陰去55 	壤, 映		2
71 	ian 	陽去21 	讓, 嚷, 樣		3
72 	uan 	陰平33 	彎, 灣, 豌		3
73 	uan 	陽平12 	完, 玩, 頑		3
74 	uan 	上聲42 	挽, 晚		2
75 	uan 	陽去21 	萬		1
76 	ɔn 	上聲42 	碗, 網, 輞		3
77 	uɔn 	陰平33 	汪		1
78 	uɔn 	陽平12 	亡, 王, 忘		3
79 	uɔn 	上聲42 	腕, 往, 枉		3
80 	uɔn 	陰去55 	妄, 旺		2
81 	uɔn 	陽去21 	望		1
82 	in 	陰平33 	姻, 因, 音, 鶯, 蠅, 殷, 陰, 鸚, 鷹, 蔭, 雍, 纓, 櫻, 英, 嬰		15
83 	in 	陽平12 	人, 寅, 仁, 戎, 仍, 淫, 庸, 蓉, 容, 熔, 盈, 融, 壬, 絨, 茸, 贏		16
84 	in 	上聲42 	飲, 引, 湧, 影, 擁, 勇, 忍, 隱		8
85 	in 	陰去55 	紝, 印, 應, 映, 任		5
86 	in 	陽去21 	用, 認, 刃		3
87 	uən 	陰平33 	翁, 溫, 瘟		3
88 	uən 	陽平12 	聞, 文, 紋, 蚊		4
89 	uən 	上聲42 	吻, 穩, 刎		3
90 	uən 	陰去55 	問, 齆, 甕		3
91 	yn 	陰平33 	暈		1
92 	yn 	陽平12 	營, 榮, 雲, 瑩, 云, 勻, 螢		7
93 	yn 	上聲42 	永, 尹, 允		3
94 	yn 	陰去55 	熨, 運, 韻, 詠, 孕, 泳		6
95 	yn 	陽去21 	潤, 閏		2
96 	m̍ 	上聲42 	姆		1
97 	pi 	陰平33 	逼		1
98 	pi 	上聲42 	彼, 比		2
99 	pi 	陰去55 	陛, 痹, 泌, 祕		4
100 	pi 	入聲24 	必, 筆, 壁, 碧, 臂, 譬, 畢		7
101 	pu 	上聲42 	補		1
102 	pu 	陰去55 	怖, 佈, 布		3
103 	pu 	入聲24 	不		1
104 	pɒ 	陰平33 	爸, 巴, 芭, 疤, 粑		5
105 	pɒ 	上聲42 	吧, 把		2
