"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"4218"	"厢"	"厢"	"siõ阴平"	"白"	""	""	""
"4219"	"鑲"	"镶"	"siaŋ阴平"	"文"	""	""	""
"4220"	"鑲"	"镶"	"siõ阴平"	"白"	""	""	""
"4221"	"箱"	"箱"	"siaŋ阴平"	"文"	""	""	""
"4222"	"箱"	"箱"	"siõ阴平"	"白"	""	""	""
"4223"	"襄"	"襄"	"siaŋ阴平"	""	""	""	""
"4224"	"想"	"想"	"siaŋ阴上"	"文"	""	""	""
"4225"	"想"	"想"	"siõ阳上"	"白"	""	""	""
"4226"	"鯗"	"鲞"	"siaŋ阴上"	""	""	""	""
"4231"	"詳"	"详"	"siaŋ阳平"	""	""	""	""
"4232"	"祥"	"祥"	"siaŋ阳平"	""	""	""	""
"4233"	"像"	"像"	"siaŋ阳上"	"文"	""	""	""
"4234"	"像"	"像"	"tsʰiõ阳上"	"白"	""	""	""
"4235"	"象"	"象"	"siaŋ阳上"	"文"	""	""	""
"4236"	"象"	"象"	"tsʰiõ阳上"	"白"	""	""	""
"4237"	"張"	"张"	"tsiaŋ阴平"	"文"	""	""	""
"4238"	"張"	"张"	"tiõ阴平"	"白"	""	""	""
"4239"	"張"	"张"	"tiõ去声"	"白"	""	""	""
"4240"	"漲"	"涨"	"tsiaŋ去声"	"文"	""	""	""
"4241"	"漲"	"涨"	"tiõ去声"	"白"	""	""	""
"4242"	"長"	"长"	"tsiaŋ阴上"	"文"	""	""	""
"4243"	"長"	"长"	"tsʰiaŋ阳平"	"文"	""	""	""
"4244"	"長"	"长"	"tŋ阳平"	"白"	""	""	""
"4245"	"長"	"长"	"tiõ阴上"	"白"	""	""	""
"4246"	"帳"	"帐"	"tsiaŋ去声"	"文"	""	""	""
"4247"	"帳"	"帐"	"tiõ去声"	"白"	""	""	""
"4248"	"賬"	"账"	"tsiaŋ去声"	"文"	""	""	""
"4249"	"賬"	"账"	"tiõ去声"	"白"	""	""	""
"4250"	"脹"	"胀"	"tsiaŋ去声"	"文"	""	""	""
"4251"	"脹"	"胀"	"tiõ去声"	"白"	""	""	""
"4252"	"暢"	"畅"	"tʰiaŋ去声"	""	""	""	""
"4253"	"悵"	"怅"	"tsiaŋ去声"	""	""	""	""
"4258"	"腸"	"肠"	"̃tsʰiaŋ阳平"	"文"	""	""	""
"4259"	"腸"	"肠"	"tŋ阳平"	"白"	""	""	""
"4260"	"場"	"场"	"tsʰiaŋ阳平"	"文"	""	""	""
"4261"	"場"	"场"	"tiõ阳平"	"白"	""	""	""
"4262"	"丈"	"丈"	"tsiaŋ阳上"	"文"	""	""	""
"4263"	"丈"	"丈"	"tiõ阳上"	"白"	""	""	""
"4264"	"丈"	"丈"	"tŋ阳上"	"白"	""	""	""
"4265"	"杖"	"杖"	"tsiaŋ阳上"	""	""	""	""
"4266"	"仗"	"仗"	"tsiaŋ去声"	""	""	""	""
"4267"	"仗"	"仗"	"tsiaŋ阳上"	""	""	""	""
"4268"	"莊"	"庄"	"tsuaŋ阴平"	"文"	""	""	""
"4269"	"莊"	"庄"	"tsŋ阴平"	"白"	""	""	""
"4270"	"裝"	"装"	"tsuaŋ阴平"	"文"	""	""	""
"4271"	"裝"	"装"	"tsŋ阴平"	"白"	""	""	""
"4272"	"壯"	"壮"	"tsaŋ去声"	""	""	""	""
"4273"	"瘡"	"疮"	"tsʰaŋ阴平"	"文"	""	""	""
"4274"	"瘡"	"疮"	"tsʰŋ阴平"	"白"	""	""	""
"4275"	"創"	"创"	"tsʰaŋ去声"	"文"	""	""	""
"4276"	"創"	"创"	"tsʰŋ阴平"	"白"	""	""	""
"4277"	"牀"	"床"	"tsʰŋ阴平"	""	""	""	""
"4278"	"牀"	"床"	"sŋ阴平"	""	""	""	""
"4279"	"狀"	"状"	"tsuaŋ阳上"	"文"	""	""	""
"4280"	"狀"	"状"	"tsŋ去声"	"白"	""	""	""
"4281"	"狀"	"状"	"tso阳上"	""	""	""	""
"4282"	"霜"	"霜"	"saŋ阴平"	"文"	""	""	""
"4283"	"霜"	"霜"	"sŋ阴平"	"白"	""	""	""
"4284"	"孀"	"孀"	"suaŋ阴平"	"文"	""	""	""
"4285"	"孀"	"孀"	"sŋ阴平"	"白"	""	""	""
"4286"	"爽"	"爽"	"suaŋ阴上"	"文"	""	""	""
"4287"	"爽"	"爽"	"sŋ阴上"	"白"	""	""	""
"4288"	"章"	"章"	"tsiaŋ阴平"	"文"	""	""	""
"4289"	"章"	"章"	"tsiõ阴平"	"白"	""	""	""
"4290"	"樟"	"樟"	"tsiaŋ阴平"	"文"	""	""	""
"4291"	"樟"	"樟"	"tsiõ阴平"	"白"	""	""	""
"4292"	"樟"	"樟"	"tsŋ阴平"	"白"	""	""	""
"4293"	"掌"	"掌"	"tsiaŋ阴上"	"文"	""	""	""
"4294"	"掌"	"掌"	"tsiõ阴上"	"白"	""	""	""
"4295"	"障"	"障"	"tsiaŋ去声"	""	""	""	""
"4296"	"昌"	"昌"	"tsʰiaŋ阴平"	""	""	""	""
"4297"	"倡"	"倡"	"tsʰiaŋ阴平"	""	""	""	""
"4298"	"廠"	"厂"	"tsʰiaŋ阴上"	""	""	""	""
"4299"	"唱"	"唱"	"tsʰiaŋ去声"	"文"	""	""	""
"4300"	"唱"	"唱"	"tsʰio去声"	"白"	""	""	""
"4302"	"商"	"商"	"siaŋ阴平"	""	""	""	""
"4303"	"傷"	"伤"	"siaŋ阴平"	"文"	""	""	""
"4304"	"傷"	"伤"	"siõ阴平"	"白"	""	""	""
"4305"	"賞"	"赏"	"siaŋ阴上"	"文"	""	""	""
"4306"	"賞"	"赏"	"siõ阴上"	"白"	""	""	""
"4307"	"餉"	"饷"	"siaŋ去声"	""	""	""	""
"4308"	"常"	"常"	"siaŋ阳平"	"文"	""	""	""
"4309"	"常"	"常"	"tsʰiaŋ阳平"	"文"	""	""	""
"4310"	"常"	"常"	"siõ阳平"	"白"	""	""	""
"4311"	"嘗"	"尝"	"siaŋ阳平"	"文"	""	""	""
"4312"	"嘗"	"尝"	"siõ阳平"	"白"	""	""	""
"4313"	"償"	"偿"	"siaŋ阳平"	"文"	""	""	""
"4314"	"償"	"偿"	"siõ阳平"	"白"	""	""	""
"4315"	"裳"	"裳"	"siaŋ阳平"	""	""	""	""
"4316"	"上"	"上"	"siaŋ阳上"	"文"	""	""	""
"4317"	"上"	"上"	"tsiõ阳上"	"白"	""	""	""
"4318"	"上"	"上"	"tsiõ去声"	"白"	""	""	""
"4319"	"尚"	"尚"	"siaŋ阳上"	"文"	""	""	""
"4320"	"尚"	"尚"	"siõ去声"	"白"	""	""	""
"4324"	"瓤"	"瓤"	"dziaŋ阳平"	"文"	""	""	""
"4325"	"瓤"	"瓤"	"nŋ阳平"	"白"	""	""	""
"4326"	"壤"	"壤"	"dziaŋ阴上"	""	""	""	""
"4327"	"攘"	"攘"	"dziaŋ阴上"	""	""	""	""
"4328"	"嚷"	"嚷"	"dziaŋ阴上"	""	""	""	""
"4329"	"讓"	"让"	"dziaŋ去声"	"文"	""	""	""
"4330"	"讓"	"让"	"nio去声"	"白"	""	""	""
"4331"	"疆"	"疆"	"kiaŋ阴平"	""	""	""	""
"4332"	"僵"	"僵"	"kiaŋ阴平"	""	""	""	""
"4333"	"姜"	"姜"	"kiaŋ阴平"	"文"	""	""	""
"4334"	"姜"	"姜"	"kiõ阴平"	"白"	""	""	""
"4335"	"薑"	"姜"	"kiaŋ阴平"	"文"	""	""	""
"4336"	"薑"	"姜"	"kiõ阴平"	"白"	""	""	""
"4337"	"羌"	"羌"	"kiaŋ阴平"	""	""	""	""
"4338"	"強"	"强"	"kʰiaŋ阳平"	"文"	""	""	""
"4339"	"強"	"强"	"kʰiaŋ去声"	"文"	""	""	""
"4340"	"強"	"强"	"kiaŋ阴上"	"文"	""	""	""
"4341"	"強"	"强"	"kiaŋ阳上"	"文"	""	""	""
"4342"	"強"	"强"	"kiõ阳平"	"白"	""	""	""
"4348"	"仰"	"仰"	"ŋiaŋ阴上"	"文"	""	""	""
"4349"	"仰"	"仰"	"hõ去声"	"白"	""	""	""
"4350"	"仰"	"仰"	"ŋ去声"	"白"	""	""	""
"4351"	"香"	"香"	"hiaŋ阴平"	"文"	""	""	""
"4352"	"香"	"香"	"hiõ阴平"	"白"	""	""	""
"4353"	"鄉"	"乡"	"hiaŋ阴平"	"文"	""	""	""
"4354"	"鄉"	"乡"	"hiõ阴平"	"白"	""	""	""
"4355"	"享"	"享"	"hiaŋ阴上"	""	""	""	""
"4356"	"響"	"响"	"hiaŋ阴上"	""	""	""	""
"4357"	"向"	"向"	"hiaŋ去声"	"文"	""	""	""
"4358"	"向"	"向"	"hiõ去声"	"白"	""	""	""
"4359"	"央"	"央"	"iaŋ阴平"	"文"	""	""	""
"4360"	"央"	"央"	"ŋ阴平"	"白"	""	""	""
"4361"	"央"	"央"	"ioŋ阴平"	"又"	""	""	""
"4362"	"秧"	"秧"	"iaŋ阴平"	"文"	""	""	""
"4363"	"秧"	"秧"	"ŋ阴平"	"白"	""	""	""
"4364"	"殃"	"殃"	"iaŋ阴平"	""	""	""	""
"4365"	"羊"	"羊"	"iaŋ阳平"	"文"	""	""	""
"4366"	"羊"	"羊"	"iõ阳平"	"白"	""	""	""
"4367"	"洋"	"洋"	"iaŋ阳平"	"文"	""	""	""
"4368"	"洋"	"洋"	"iõ阳平"	"白"	""	""	""
"4369"	"楊"	"杨"	"iaŋ阳平"	"文"	""	""	""
"4370"	"楊"	"杨"	"iõ阳平"	"白"	""	""	""
"4371"	"揚"	"扬"	"iaŋ阳平"	"文"	""	""	""
"4372"	"揚"	"扬"	"tsʰiõ阳平"	"白"	""	""	""
"4373"	"陽"	"阳"	"iaŋ阳平"	"文"	""	""	""
"4374"	"陽"	"阳"	"iõ阳平"	"白"	""	""	""
"4375"	"養"	"养"	"iaŋ阴上"	"文"	""	""	""
"4376"	"養"	"养"	"iõ阴上"	"白"	""	""	""
"4377"	"癢"	"痒"	"iaŋ阳上"	"文"	""	""	""
"4378"	"癢"	"痒"	"tsiõ阳上"	"白"	""	""	""
"4379"	"樣"	"样"	"iaŋ去声"	"文"	""	""	""
"4380"	"樣"	"样"	"iõ去声"	"白"	""	""	""
"4381"	"恙"	"恙"	"iaŋ去声"	""	""	""	""
"4382"	"博"	"博"	"pak阴入"	"文"	""	""	""
"4383"	"博"	"博"	"pʰak阴入"	"文"	""	""	""
"4384"	"博"	"博"	"puaʔ阳入"	"白"	""	""	""
"4385"	"薄"	"薄"	"pak阳入"	"文"	""	""	""
"4386"	"薄"	"薄"	"poʔ阳入"	"白"	""	""	""
"4387"	"泊"	"泊"	"pak阳入"	"文"	""	""	""
"4388"	"泊"	"泊"	"poʔ阳入"	"白"	""	""	""
"4389"	"莫"	"莫"	"mok阳入"	""	""	""	""
"4390"	"膜"	"膜"	"mok阳入"	"文"	""	""	""
"4391"	"膜"	"膜"	"moʔ阳入"	"白"	""	""	""
"4392"	"摸"	"摸"	"mak阴入"	""	""	""	""
"4393"	"摸"	"摸"	"mou阳平"	""	""	""	""
"4394"	"寞"	"寞"	"mok阳入"	""	""	""	""
"4395"	"幕"	"幕"	"mok阳入"	""	""	""	""
"4396"	"幕"	"幕"	"mu阳上"	""	""	""	""
"4397"	"託"	"托"	"tʰak阴入"	"文"	""	""	""
"4398"	"託"	"托"	"tʰoʔ阴入"	"白"	""	""	""
"4399"	"托"	"托"	"tʰak阴入"	"文"	""	""	""
"4400"	"托"	"托"	"tʰoʔ阴入"	"白"	""	""	""
"4401"	"鐸"	"铎"	"tak阳入"	""	""	""	""
"4402"	"踱"	"踱"	"tak阳入"	""	""	""	""
"4405"	"諾"	"诺"	"nap阳入"	""	""	""	""
"4406"	"落"	"落"	"lak阴入"	"文"	""	""	""
"4407"	"落"	"落"	"loʔ阳入"	"白"	""	""	""
"4408"	"落"	"落"	"lau阳平"	"又"	""	""	""
"4409"	"洛"	"洛"	"lok阳入"	""	""	""	""
"4410"	"駱"	"骆"	"lok阳入"	"文"	""	""	""
"4411"	"駱"	"骆"	"loʔ阳入"	"白"	""	""	""
"4412"	"絡"	"络"	"lok阳入"	""	""	""	""
"4413"	"酪"	"酪"	"lok阳入"	""	""	""	""
"4414"	"烙"	"烙"	"lok阳入"	"文"	""	""	""
"4415"	"烙"	"烙"	"luaʔ阴入"	"白"	""	""	""
"4416"	"樂"	"乐"	"ŋak阳入"	"文"	""	""	""
"4417"	"樂"	"乐"	"lok阳入"	"文"	""	""	""
"4418"	"樂"	"乐"	"haũ去声"	"又"	""	""	""
"4419"	"作"	"作"	"tsak阴入"	"文"	""	""	""
"4420"	"作"	"作"	"tsoʔ阴入"	"白"	""	""	""
"4421"	"作"	"作"	"tso去声"	"文"	""	""	""
"4425"	"鑿"	"凿"	"tsʰak阳入"	""	""	""	""
"4426"	"昨"	"昨"	"tsak阳入"	"文"	""	""	""
"4427"	"昨"	"昨"	"tsoʔ阳入"	"白"	""	""	""
"4428"	"昨"	"昨"	"tsa阴平"	"替"	""	""	""
"4429"	"索"	"索"	"sok阴入"	"文"	""	""	""
"4430"	"索"	"索"	"soʔ阴入"	"白"	""	""	""
"4431"	"各"	"各"	"kak阴入"	"文"	""	""	""
"4432"	"各"	"各"	"koʔ阴入"	"白"	""	""	""
"4433"	"閣"	"阁"	"kak阴入"	"文"	""	""	""
"4434"	"閣"	"阁"	"koʔ阴入"	"白"	""	""	""
"4435"	"胳"	"胳"	"kioʔ阴入"	""	""	""	""
"4436"	"胳"	"胳"	"koʔ阴入"	""	""	""	""
"4437"	"鄂"	"鄂"	"ŋak阳入"	""	""	""	""
"4438"	"鱷"	"鳄"	"ŋak阳入"	""	""	""	""
"4439"	"壑"	"壑"	"hak阴入"	""	""	""	""
"4440"	"鶴"	"鹤"	"hak阳入"	"文"	""	""	""
"4441"	"鶴"	"鹤"	"hoʔ阳入"	"白"	""	""	""
"4446"	"掠"	"掠"	"liak阳入"	""	""	""	""
"4447"	"略"	"略"	"liak阳入"	"文"	""	""	""
"4448"	"略"	"略"	"lioʔ阳入"	"白"	""	""	""
"4449"	"爵"	"爵"	"tsiak阴入"	""	""	""	""
"4450"	"雀"	"雀"	"tsʰiak阴入"	"文"	""	""	""
"4451"	"雀"	"雀"	"tsiaʔ阴入"	"白"	""	""	""
"4452"	"鵲"	"鹊"	"tsʰiak阴入"	""	""	""	""
"4453"	"嚼"	"嚼"	"tsiak阳入"	""	""	""	""
"4454"	"削"	"削"	"siak阴入"	"文"	""	""	""
"4455"	"削"	"削"	"siaʔ阴入"	"白"	""	""	""
"4472"	"酌"	"酌"	"tsiak阴入"	""	""	""	""
"4473"	"綽"	"绰"	"tsʰiak阴入"	""	""	""	""
"4474"	"勺"	"勺"	"tsiak阴入"	"文"	""	""	""
"4475"	"勺"	"勺"	"tsʰiaʔ阴入"	"白"	""	""	""
"4476"	"勺"	"勺"	"sioʔ阴入"	"白"	""	""	""
"4477"	"芍"	"芍"	"tsiak阴入"	""	""	""	""
"4478"	"芍"	"芍"	"tsʰiak阴入"	""	""	""	""
"4479"	"芍"	"芍"	"tsiak阳入"	""	""	""	""
"4480"	"若"	"若"	"dziak阳入"	"文"	""	""	""
"4481"	"若"	"若"	"dzioʔ阳入"	"白"	""	""	""
"4482"	"若"	"若"	"na阳上"	"白"	""	""	""
"4483"	"弱"	"弱"	"niak阳入"	""	""	""	""
"4484"	"腳"	"脚"	"kiok阴入"	"文"	""	""	""
"4485"	"腳"	"脚"	"kioʔ阴入"	"白"	""	""	""
"4486"	"腳"	"脚"	"kʰa阴平"	"训"	""	""	""
"4487"	"卻"	"却"	"kʰiak阴入"	""	""	""	""
"4488"	"虐"	"虐"	"ŋiak阳入"	""	""	""	""
"4489"	"瘧"	"疟"	"ŋiak阳入"	""	""	""	""
"4490"	"約"	"约"	"iak阴入"	"文"	""	""	""
"4491"	"約"	"约"	"ioʔ阴入"	"白"	""	""	""
"4492"	"鉻"	"铬"	"kak阴入"	""	""	""	""
"4493"	"鉻"	"铬"	"lok阳入"	""	""	""	""
"4494"	"鑰"	"钥"	"iak阴入"	""	""	""	""
"4495"	"躍"	"跃"	"iak阴入"	""	""	""	""
"4496"	"光"	"光"	"kuaŋ阴平"	"文"	""	""	""
"4497"	"光"	"光"	"kŋ阴平"	"白"	""	""	""
"4498"	"廣"	"广"	"kuaŋ阴上"	"文"	""	""	""
"4499"	"廣"	"广"	"kŋ阴上"	"白"	""	""	""
"4500"	"曠"	"旷"	"kʰuaŋ去声"	""	""	""	""
"4501"	"荒"	"荒"	"huaŋ阴平"	"文"	""	""	""
"4502"	"荒"	"荒"	"hŋ阴平"	"白"	""	""	""
"4503"	"慌"	"慌"	"huaŋ阴平"	""	""	""	""
"4504"	"恍"	"恍"	"huaŋ阴上"	""	""	""	""
"4505"	"謊"	"谎"	"huaŋ阴平"	""	""	""	""
"4506"	"黃"	"黄"	"huaŋ阳平"	"文"	""	""	""
"4507"	"黃"	"黄"	"ŋ阳平"	"白"	"白,姓氏"	""	""
"4509"	"蝗"	"蝗"	"huaŋ阳平"	"文"	""	""	""
"4510"	"蝗"	"蝗"	"uaŋ阳平"	"白"	""	""	""
"4511"	"皇"	"皇"	"huaŋ阳平"	"文"	""	""	""
"4512"	"皇"	"皇"	"uaŋ阳平"	"白"	""	""	""
"4513"	"汪"	"汪"	"uaŋ阴平"	""	""	""	""
"4514"	"方"	"方"	"huaŋ阴平"	"文"	""	""	""
"4515"	"方"	"方"	"hŋ阴平"	"白"	""	""	""
"4516"	"方"	"方"	"paŋ阴平"	"白"	""	""	""
"4517"	"方"	"方"	"pŋ阴平"	"白"	"白,姓氏"	""	""
"4519"	"肪"	"肪"	"huaŋ阴平"	"文"	""	""	""
"4520"	"肪"	"肪"	"paŋ阴平"	"白"	""	""	""
"4521"	"仿"	"仿"	"huaŋ阴上"	""	""	""	""
"4522"	"放"	"放"	"huaŋ去声"	"文"	""	""	""
"4523"	"放"	"放"	"paŋ去声"	"白"	""	""	""
"4524"	"芳"	"芳"	"huaŋ阴平"	"文"	""	""	""
"4525"	"芳"	"芳"	"pʰaŋ阴平"	"白"	""	""	""
"4526"	"妨"	"妨"	"huaŋ阳平"	""	""	""	""
"4527"	"紡"	"纺"	"huaŋ阴上"	"文"	""	""	""
"4528"	"紡"	"纺"	"pʰaŋ阴上"	"白"	""	""	""
"4530"	"彷"	"彷"	"huaŋ阴上"	"文"	""	""	""
"4531"	"彷"	"彷"	"pʰaŋ阳平"	"白"	""	""	""
"4532"	"訪"	"访"	"huaŋ阴上"	""	""	""	""
"4533"	"房"	"房"	"huaŋ阳平"	"文"	""	""	""
"4534"	"房"	"房"	"paŋ阳平"	"白"	""	""	""
"4535"	"防"	"防"	"huaŋ阳平"	""	""	""	""
"4536"	"亡"	"亡"	"buaŋ阳平"	"文"	""	""	""
"4537"	"亡"	"亡"	"maŋ阳平"	"白"	""	""	""
"4538"	"忘"	"忘"	"buaŋ去声"	"文"	""	""	""
"4539"	"忘"	"忘"	"maŋ去声"	"白"	""	""	""
"4540"	"網"	"网"	"maŋ阳上"	""	""	""	""
"4541"	"望"	"望"	"buaŋ去声"	"文"	""	""	""
"4542"	"望"	"望"	"mo去声"	"白"	""	""	""
"4543"	"望"	"望"	"maŋ去声"	"白"	""	""	""
"4546"	"妄"	"妄"	"buaŋ去声"	"文"	""	""	""
"4547"	"妄"	"妄"	"maŋ去声"	"白"	""	""	""
"4548"	"妄"	"妄"	"buaŋ阴上"	"又"	""	""	""
"4549"	"逛"	"逛"	"kuaŋ阳上"	""	""	""	""
"4550"	"匡"	"匡"	"kʰuaŋ阴平"	"文"	""	""	""
"4551"	"匡"	"匡"	"kʰaŋ阴平"	"白"	""	""	""
"4552"	"筐"	"筐"	"kʰuaŋ阴平"	"文"	""	""	""
"4553"	"筐"	"筐"	"kʰeŋ阴平"	"白"	""	""	""
"4554"	"狂"	"狂"	"kʰuaŋ阳平"	""	""	""	""
"4555"	"況"	"况"	"kʰuaŋ去声"	""	""	""	""
"4556"	"枉"	"枉"	"uaŋ阴上"	""	""	""	""
"4557"	"王"	"王"	"uaŋ阳平"	"文"	""	""	""
"4558"	"王"	"王"	"heŋ阳平"	"白"	""	""	""
"4559"	"往"	"往"	"uaŋ阴上"	""	""	""	""
"4560"	"旺"	"旺"	"uaŋ阳上"	""	""	""	""
"4561"	"郭"	"郭"	"kueʔ阴入"	"白"	""	""	""
"4562"	"郭"	"郭"	"kuak阴入"	"文"	""	""	""
"4563"	"擴"	"扩"	"kʰuaŋ去声"	""	""	""	""
"4564"	"擴"	"扩"	"kʰuak阴入"	""	""	""	""
"4565"	"廓"	"廓"	"kuak阴入"	""	""	""	""
"4566"	"霍"	"霍"	"huek阴入"	"文"	""	""	""
"4567"	"霍"	"霍"	"kʰak阴入"	"白"	"白,姓氏"	""	""
"4569"	"藿"	"藿"	"huak阴入"	"文"	""	""	""
"4570"	"藿"	"藿"	"kʰak阴入"	"白"	""	""	""
"4571"	"鑊"	"镬"	"uak阳入"	""	""	""	""
"4572"	"縛"	"缚"	"pak阳入"	""	""	""	""
"4573"	"钁"	"镢"	"kʰiak阴入"	""	""	""	""
"4574"	"邦"	"邦"	"paŋ阴平"	""	""	""	""
"4575"	"綁"	"绑"	"paŋ阴上"	""	""	""	""
"4576"	"胖"	"胖"	"pʰuaŋ去声"	"文"	""	""	""
"4577"	"胖"	"胖"	"pʰoŋ去声"	"文"	""	""	""
"4578"	"龐"	"庞"	"pʰaŋ阳平"	"文"	""	""	""
"4579"	"龐"	"庞"	"poŋ阳平"	"白"	""	""	""
"4580"	"棒"	"棒"	"paŋ阳上"	""	""	""	""
"4581"	"蚌"	"蚌"	"paŋ阳上"	""	""	""	""
"4582"	"樁"	"桩"	"tsuaŋ阴平"	"文"	""	""	""
"4583"	"樁"	"桩"	"tsŋ阴平"	"白"	""	""	""
"4584"	"撞"	"撞"	"tsuaŋ阳上"	""	""	""	""
"4586"	"窗"	"窗"	"tʰeŋ阴平"	""	""	""	""
"4587"	"雙"	"双"	"saŋ阴平"	""	""	""	""
"4588"	"江"	"江"	"kaŋ阴平"	""	""	""	""
"4589"	"江"	"江"	"kioŋ阴平"	"又"	""	""	""
"4590"	"肛"	"肛"	"kaŋ阴平"	""	""	""	""
"4591"	"扛"	"扛"	"kaŋ阴平"	"文"	""	""	""
"4592"	"扛"	"扛"	"kŋ阴平"	"白"	""	""	""
"4593"	"講"	"讲"	"kaŋ阴上"	"文"	""	""	""
"4594"	"講"	"讲"	"koŋ阴上"	"白"	""	""	""
"4595"	"港"	"港"	"kaŋ阴上"	""	""	""	""
"4596"	"耩"	"耩"	"kaŋ阴上"	""	""	""	""
"4597"	"降"	"降"	"kaŋ去声"	""	""	""	""
"4598"	"降"	"降"	"haŋ阳平"	""	""	""	""
"4599"	"虹"	"虹"	"hoŋ阳平"	"文"	""	""	""
"4600"	"虹"	"虹"	"kʰeŋ阳上"	"白"	""	""	""
"4601"	"腔"	"腔"	"kʰiõ阴平"	""	""	""	""
"4604"	"項"	"项"	"haŋ阳上"	"白"	""	""	""
"4605"	"項"	"项"	"hiaŋ去声"	"文"	""	""	""
"4606"	"巷"	"巷"	"haŋ去声"	""	""	""	""
"4607"	"剝"	"剥"	"pak阴入"	"白"	""	""	""
"4608"	"剝"	"剥"	"pok阴入"	"文"	""	""	""
"4609"	"駁"	"驳"	"pak阴入"	"文"	""	""	""
"4610"	"駁"	"驳"	"poʔ阴入"	"白"	""	""	""
"4611"	"璞"	"璞"	"pʰok阴入"	""	""	""	""
"4612"	"雹"	"雹"	"pʰak阳入"	""	""	""	""
"4613"	"卓"	"卓"	"tok阴入"	"文"	""	""	""
"4614"	"卓"	"卓"	"toʔ阴入"	"白"	""	""	""
"4615"	"桌"	"桌"	"tok阴入"	"文"	""	""	""
"4616"	"桌"	"桌"	"toʔ阴入"	"白"	""	""	""
"4617"	"琢"	"琢"	"tok阴入"	""	""	""	""
"4618"	"啄"	"啄"	"tok阴入"	""	""	""	""
"4619"	"戳"	"戳"	"tʰak阴入"	"白"	""	""	""
"4620"	"戳"	"戳"	"tʰok阴入"	"文"	""	""	""
"4621"	"濁"	"浊"	"dzuak阳入"	""	""	""	""
"4622"	"濯"	"濯"	"tok阳入"	""	""	""	""
"4623"	"捉"	"捉"	"tsuak阴入"	""	""	""	""
"4624"	"鐲"	"镯"	"tok阳入"	""	""	""	""
"4625"	"朔"	"朔"	"suak阴入"	""	""	""	""
"4627"	"角"	"角"	"kak阴入"	""	""	""	""
"4628"	"餃"	"饺"	"kiau阴上"	""	""	""	""
"4629"	"確"	"确"	"kʰak阴入"	""	""	""	""
"4630"	"殼"	"壳"	"kʰak阴入"	"白"	""	""	""
"4631"	"殼"	"壳"	"kʰok阴入"	"文"	""	""	""
"4632"	"嶽"	"岳"	"ŋak阳入"	""	""	""	""
"4633"	"岳"	"岳"	"ŋak阳入"	""	""	""	""
"4636"	"學"	"学"	"hak阳入"	"文"	""	""	""
"4637"	"學"	"学"	"oʔ阳入"	"白"	""	""	""
"4638"	"握"	"握"	"ok阴入"	""	""	""	""
"4639"	"崩"	"崩"	"paŋ阴平"	""	""	""	""
"4640"	"朋"	"朋"	"pʰeŋ阳平"	""	""	""	""
"4641"	"登"	"登"	"teŋ阴平"	""	""	""	""
"4642"	"燈"	"灯"	"teŋ阴平"	""	""	""	""
"4643"	"等"	"等"	"teŋ阴上"	"文"	""	""	""
"4644"	"等"	"等"	"taŋ阴上"	""	""	""	""
"4645"	"凳"	"凳"	"teŋ去声"	""	""	""	""
"4646"	"藤"	"藤"	"tʰeŋ阳平"	"文"	""	""	""
"4647"	"藤"	"藤"	"tiŋ阳平"	"白"	""	""	""
"4648"	"騰"	"腾"	"tʰeŋ阳平"	""	""	""	""
"4649"	"疼"	"疼"	"tʰeŋ阳平"	""	""	""	""
"4650"	"謄"	"誊"	"teŋ阳平"	""	""	""	""
"4651"	"鄧"	"邓"	"teŋ去声"	""	""	""	""
"4652"	"能"	"能"	"neŋ阳平"	""	""	""	""
"4653"	"能"	"能"	"leŋ阳平"	"又"	""	""	""
"4654"	"楞"	"楞"	"leŋ阳平"	""	""	""	""
"4655"	"增"	"增"	"tseŋ阴平"	""	""	""	""
"4656"	"增"	"增"	"tseŋ去声"	""	""	""	""
"4657"	"憎"	"憎"	"tseŋ阴平"	""	""	""	""
"4658"	"曾"	"曾"	"tseŋ阴平"	"文"	""	""	""
"4659"	"曾"	"曾"	"tseŋ阳平"	"又"	""	""	""
"4660"	"曾"	"曾"	"tsaŋ阴平"	"白"	"白,姓氏"	""	""
"4666"	"層"	"层"	"tsaŋ阴平"	""	""	""	""
"4667"	"贈"	"赠"	"tseŋ去声"	"文"	""	""	""
"4668"	"贈"	"赠"	"tsaŋ去声"	"白"	""	""	""
"4669"	"僧"	"僧"	"seŋ阴平"	"文"	""	""	""
"4670"	"僧"	"僧"	"tseŋ阴平"	"俗"	""	""	""
"4671"	"亘"	"亘"	"keŋ去声"	""	""	""	""
"4672"	"肯"	"肯"	"kʰeŋ阴上"	"文"	""	""	""
"4673"	"肯"	"肯"	"kʰiaŋ阴上"	"又"	""	""	""
"4674"	"恆"	"恒"	"heŋ阳平"	""	""	""	""
"4675"	"冰"	"冰"	"peŋ阴平"	"文"	""	""	""
"4676"	"冰"	"冰"	"piã阴平"	"白"	""	""	""
"4677"	"冰"	"冰"	"piŋ阴平"	"又"	""	""	""
"4678"	"憑"	"凭"	"peŋ阳平"	"文"	""	""	""
"4679"	"憑"	"凭"	"pʰiŋ阳平"	"白"	""	""	""
"4680"	"凌"	"凌"	"leŋ阳平"	""	""	""	""
"4681"	"菱"	"菱"	"leŋ阳平"	""	""	""	""
