#http://humanum.arts.cuhk.edu.hk/Lexis/lexi-mf/dialectIndex.php?point=E 	聲韻 	聲調 	字元 	字數
1 	iao 	平聲11 	要, 姚, 窰, 腰, 堯, 妖, 遙, 么, 搖		9
2 	iao 	上聲53 	舀		1
3 	iao 	去聲45 	鼬, 耀, 靿, 要		4
4 	i 	平聲11 	宜, 儀, 移, 衣, 依, 姨, 遺, 倚, 夷, 醫, 疑		11
5 	i 	上聲53 	以, 椅, 尾		3
6 	i 	去聲45 	毅, 議, 肄, 異, 義, 藝, 易, 誼, 意		9
7 	y 	平聲11 	魚, 盂, 餘, 愚, 虞, 榆, 余, 于, 於, 吁, 漁, 俞		12
8 	y 	上聲53 	禹, 羽, 雨, 與, 宇, 語		6
9 	y 	去聲45 	舁, 預, 豫, 寓, 峪, 慰, 芋, 玉, 予		9
10 	ər 	平聲11 	而, 兒		2
11 	ər 	上聲53 	爾, 耳		2
12 	ər 	去聲45 	貳, 二		2
13 	ia 	上聲53 	雅, 啞		2
14 	ia 	去聲45 	軋, 壓, 亞, 呀		4
15 	ie 	平聲11 	淹, 閹, 鹽, 煙, 閻, 研, 嚴, 爺, 巖, 胭, 沿, 腌, 簷, 芫, 言, 閆, 蔫, 焉, 延, 緣, 顔, 蜒		22
16 	ie 	上聲53 	演, 也, 眼, 野		4
17 	ie 	去聲45 	堰, 沿, 宴, 嚥, 燕, 魘, 厭, 夜, 諺, 焰, 雁, 豔, 釅, 炎, 硯, 驗, 研		17
18 	ye 	平聲11 	猿, 袁, 員, 圓, 園, 轅, 冤, 源, 元, 原, 媛, 援, 緣		13
19 	ye 	上聲53 	遠		1
20 	ye 	去聲45 	怨, 院, 願		3
21 	iəu 	平聲11 	魷, 游, 尤, 優, 憂, 莜, 郵, 由, 蚰, 悠, 油		11
22 	iəu 	上聲53 	酉, 友, 有		3
23 	iəu 	去聲45 	柚, 幼, 祐, 莠, 釉, 誘, 右, 又		8
24 	iɒ̃ 	平聲11 	陽, 楊, 秧, 揚, 央, 羊, 洋		7
25 	iɒ̃ 	上聲53 	仰, 癢, 養		3
26 	iɒ̃ 	去聲45 	怏, 樣		2
27 	iəŋ 	平聲11 	姻, 迎, 營, 纓, 英, 寅, 鶯, 茵, 瑩, 鷹, 櫻, 應, 銀, 殷, 因, 淫, 贏, 盈, 音, 螢, 陰		21
28 	iəŋ 	上聲53 	尹, 音, 䌥, 穎, 隱, 影, 引, 飲		8
29 	iəŋ 	去聲45 	洇, 映, 印, 蔭, 應		5
30 	yəŋ 	平聲11 	溶, 熔, 庸, 融, 暈, 勻, 擁, 蓉, 榮, 云, 雲, 容		12
31 	yəŋ 	上聲53 	勇, 泳, 蛹, 永, 湧		5
32 	yəŋ 	去聲45 	用, 傭, 熨, 運, 韻		5
