"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"己"	"ki311"	""	"k"	"i"	"311"
"幾"	"ki53"	""	"k"	"i"	"53"
"紀"	"ki53"	""	"k"	"i"	"53"
"記"	"ki53"	""	"k"	"i"	"53"
"饑"	"ki223"	""	"k"	"i"	"223"
"幾"	"ki223"	""	"k"	"i"	"223"
"機"	"ki223"	""	"k"	"i"	"223"
"繼"	"ki21"	""	"k"	"i"	"21"
"喜"	"hi53"	""	"h"	"i"	"53"
"戏"	"hi21"	""	"h"	"i"	"21"
"奚"	"hi223"	""	"h"	"i"	"223"
"兮"	"hi223"	""	"h"	"i"	"223"
"携"	"hi223"	""	"h"	"i"	"223"
"畦"	"hi223"	""	"h"	"i"	"223"
"牺"	"hi223"	""	"h"	"i"	"223"
"稀"	"hi223"	""	"h"	"i"	"223"
"希"	"hi223"	""	"h"	"i"	"223"
"嬉"	"hi223"	""	"h"	"i"	"223"
"嘻"	"hi223"	""	"h"	"i"	"223"
"禧"	"hi223"	""	"h"	"i"	"223"
"熹"	"hi223"	""	"h"	"i"	"223"
"熙"	"hi223"	""	"h"	"i"	"223"
"系"	"hi213"	""	"h"	"i"	"213"
"戲"	"hi21"	""	"h"	"i"	"21"
"攜"	"hi223"	""	"h"	"i"	"223"
"犧"	"hi223"	""	"h"	"i"	"223"
"疑"	"gi44"	""	"g"	"i"	"44"
"儿"	"dzi44"	""	"dz"	"i"	"44"
"耳"	"dzi53"	"又"	"dz"	"i"	"53"
"二"	"dzi213"	""	"dz"	"i"	"213"
"二"	"dzi311"	""	"dz"	"i"	"311"
"字"	"dzi311"	""	"dz"	"i"	"311"
"兒"	"dzi44"	""	"dz"	"i"	"44"
"微"	"bi44"	""	"b"	"i"	"44"
"未"	"bi311"	""	"b"	"i"	"311"
"味"	"bi311"	""	"b"	"i"	"311"
"丸"	"ĩ44"	"训"	""	"ĩ"	"44"
"圆"	"ĩ44"	""	""	"ĩ"	"44"
"椅"	"ĩ53"	""	""	"ĩ"	"53"
"已"	"ĩ53"	""	""	"ĩ"	"53"
"以"	"ĩ53"	""	""	"ĩ"	"53"
"燕"	"ĩ21"	""	""	"ĩ"	"21"
"忆"	"ĩ21"	"记得"	""	"ĩ"	"21"
"圓"	"ĩ44"	""	""	"ĩ"	"44"
"憶"	"ĩ21"	"记得"	""	"ĩ"	"21"
"缠"	"tsʰĩ44"	"训"	"tsʰ"	"ĩ"	"44"
"鲜"	"tsʰĩ223"	""	"tsʰ"	"ĩ"	"223"
"纏"	"tsʰĩ44"	"训"	"tsʰ"	"ĩ"	"44"
"鮮"	"tsʰĩ223"	""	"tsʰ"	"ĩ"	"223"
"钱"	"tsĩ44"	""	"ts"	"ĩ"	"44"
"稚"	"tsĩ53"	""	"ts"	"ĩ"	"53"
"支"	"tsĩ223"	""	"ts"	"ĩ"	"223"
"肢"	"tsĩ223"	""	"ts"	"ĩ"	"223"
"濟"	"tsi21"	""	"ts"	"i"	"21"
"济"	"tsi21"	""	"ts"	"i"	"21"
"挤"	"tsĩ21"	""	"ts"	"ĩ"	"21"
"箭"	"tsĩ21"	""	"ts"	"ĩ"	"21"
"寺"	"tsĩ311"	""	"ts"	"ĩ"	"311"
"錢"	"tsĩ44"	""	"ts"	"ĩ"	"44"
"擠"	"tsĩ21"	""	"ts"	"ĩ"	"21"
"天"	"tʰĩ223"	""	"tʰ"	"ĩ"	"223"
"缠"	"tĩ44"	""	"t"	"ĩ"	"44"
"纏"	"tĩ44"	""	"t"	"ĩ"	"44"
"扇"	"sĩ21"	""	"s"	"ĩ"	"21"
"盐"	"sĩ311"	""	"s"	"ĩ"	"311"
"鹽"	"sĩ311"	""	"s"	"ĩ"	"311"
"片"	"pʰĩ223"	""	"pʰ"	"ĩ"	"223"
"譬"	"pʰĩ21"	""	"pʰ"	"ĩ"	"21"
"片"	"pʰĩ21"	""	"pʰ"	"ĩ"	"21"
"鼻"	"pʰĩ311"	""	"pʰ"	"ĩ"	"311"
"扁"	"pĩ53"	""	"p"	"ĩ"	"53"
"鞭"	"pĩ223"	""	"p"	"ĩ"	"223"
"编"	"pĩ223"	""	"p"	"ĩ"	"223"
"便"	"pĩ223"	""	"p"	"ĩ"	"223"
"边"	"pĩ223"	""	"p"	"ĩ"	"223"
"編"	"pĩ223"	""	"p"	"ĩ"	"223"
"邊"	"pĩ223"	""	"p"	"ĩ"	"223"
"缠"	"kʰĩ44"	"训"	"kʰ"	"ĩ"	"44"
"纏"	"kʰĩ44"	"训"	"kʰ"	"ĩ"	"44"
"舷"	"kĩ44"	""	"k"	"ĩ"	"44"
"栀"	"kĩ223"	""	"k"	"ĩ"	"223"
"碱"	"kĩ223"	"训"	"k"	"ĩ"	"223"
"既"	"kĩ21"	""	"k"	"ĩ"	"21"
"见"	"kĩ21"	""	"k"	"ĩ"	"21"
"梔"	"kĩ223"	""	"k"	"ĩ"	"223"
"堿"	"kĩ223"	"训"	"k"	"ĩ"	"223"
"見"	"kĩ21"	""	"k"	"ĩ"	"21"
"弦"	"hĩ44"	""	"h"	"ĩ"	"44"
"擤"	"hĩ32"	"擤鼻涕的动作"	"h"	"ĩ"	"32"
"轩"	"hĩ223"	""	"h"	"ĩ"	"223"
"耳"	"hĩ213"	""	"h"	"ĩ"	"213"
"軒"	"hĩ223"	""	"h"	"ĩ"	"223"
"牙"	"ia44"	"文"	""	"ia"	"44"
"蚜"	"ia44"	""	""	"ia"	"44"
"耶"	"ia44"	""	""	"ia"	"44"
"爷"	"ia44"	""	""	"ia"	"44"
"椰"	"ia44"	""	""	"ia"	"44"
"蜈"	"ia44"	""	""	"ia"	"44"
"野"	"ia53"	""	""	"ia"	"53"
"也"	"ia311"	""	""	"ia"	"311"
"亦"	"ia311"	""	""	"ia"	"311"
"爺"	"ia44"	""	""	"ia"	"44"
"车"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"奢"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"赊"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"车"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"車"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"賒"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"車"	"tsʰia223"	""	"tsʰ"	"ia"	"223"
"姐"	"tsia53"	""	"ts"	"ia"	"53"
"笡"	"tsʰia21"	"文"	"tsʰ"	"ia"	"21"
"者"	"tsia53"	""	"ts"	"ia"	"53"
"蔗"	"tsia21"	""	"ts"	"ia"	"21"
"嗟"	"tsa223"	"又"	"ts"	"a"	"223"
"嗟"	"tsia223"	""	"ts"	"ia"	"223"
"借"	"tsia213"	""	"ts"	"ia"	"213"
"藉"	"tsia213"	""	"ts"	"ia"	"213"
"籍"	"tsia213"	""	"ts"	"ia"	"213"
"谢"	"tsia311"	"姓"	"ts"	"ia"	"311"
"謝"	"tsia311"	"姓"	"ts"	"ia"	"311"
"邪"	"sia44"	""	"s"	"ia"	"44"
"斜"	"sia44"	""	"s"	"ia"	"44"
"畲"	"sia44"	""	"s"	"ia"	"44"
"社"	"sia44"	"西~(占陇的一个大乡)"	"s"	"ia"	"44"
"写"	"sia53"	""	"s"	"ia"	"53"
"斜"	"sia223"	"又"	"s"	"ia"	"223"
"泻"	"sia21"	""	"s"	"ia"	"21"
"卸"	"sia21"	""	"s"	"ia"	"21"
"斜"	"sia21"	""	"s"	"ia"	"21"
"舍"	"sia21"	""	"s"	"ia"	"21"
"社"	"sia213"	""	"s"	"ia"	"213"
"谢"	"sia311"	""	"s"	"ia"	"311"
"射"	"sia311"	""	"s"	"ia"	"311"
"佘"	"sia44"	""	"s"	"ia"	"44"
"寫"	"sia53"	""	"s"	"ia"	"53"
"瀉"	"sia21"	""	"s"	"ia"	"21"
"謝"	"sia311"	""	"s"	"ia"	"311"
"雅"	"ŋia53"	""	"ŋ"	"ia"	"53"
"领"	"nia53"	""	"n"	"ia"	"53"
"岭"	"nia53"	""	"n"	"ia"	"53"
"令"	"nia53"	"你的，指对方亲属，语气与nia223不同"	"n"	"ia"	"53"
"令"	"nia223"	"你的，指对方亲属"	"n"	"ia"	"223"
"令"	"nia21"	"你的，脏话用"	"n"	"ia"	"21"
"領"	"nia53"	""	"n"	"ia"	"53"
"嶺"	"nia53"	""	"n"	"ia"	"53"
"名"	"mia44"	""	"m"	"ia"	"44"
"命"	"mia311"	""	"m"	"ia"	"311"
"骑"	"kʰia44"	""	"kʰ"	"ia"	"44"
"持"	"kʰia44"	"训"	"kʰ"	"ia"	"44"
"擎"	"kʰia44"	""	"kʰ"	"ia"	"44"
"騎"	"kʰia44"	""	"kʰ"	"ia"	"44"
"假"	"kia53"	"假如"	"k"	"ia"	"53"
"贾"	"kia53"	""	"k"	"ia"	"53"
"家"	"kia223"	"文"	"k"	"ia"	"223"
"加"	"kia223"	""	"k"	"ia"	"223"
"嘉"	"kia223"	""	"k"	"ia"	"223"
"佳"	"kia223"	""	"k"	"ia"	"223"
"崎"	"kia213"	""	"k"	"ia"	"213"
"賈"	"kia53"	""	"k"	"ia"	"53"
"霞"	"hia44"	""	"h"	"ia"	"44"
"遐"	"hia44"	""	"h"	"ia"	"44"
"瑕"	"hia44"	""	"h"	"ia"	"44"
"蛾"	"hia213"	"白"	"h"	"ia"	"213"
"下"	"hia213"	"文"	"h"	"ia"	"213"
"瓦"	"hia213"	"白"	"h"	"ia"	"213"
"惹"	"dzia53"	""	"dz"	"ia"	"53"
"赢"	"iã44"	""	""	"iã"	"44"
"影"	"iã53"	""	""	"iã"	"53"
"贏"	"iã44"	""	""	"iã"	"44"
"且"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"
"请"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"
"清"	"tsʰiã223"	"福建地名用音"	"tsʰ"	"iã"	"223"
"請"	"tsʰiã53"	""	"tsʰ"	"iã"	"53"
"情"	"tsiã44"	"人~"	"ts"	"iã"	"44"
"成"	"tsʰiã44"	"描"	"tsʰ"	"iã"	"44"
"成"	"tsiã44"	"~千"	"ts"	"iã"	"44"
"整"	"tsiã53"	""	"ts"	"iã"	"53"
"精"	"tsiã223"	"~肉，妖~"	"ts"	"iã"	"223"
"晶"	"tsiã223"	""	"ts"	"iã"	"223"
"正"	"tsiã223"	""	"ts"	"iã"	"223"
"正"	"tsiã21"	""	"ts"	"iã"	"21"
"呈"	"tʰiã44"	""	"tʰ"	"iã"	"44"
"程"	"tʰiã44"	"文"	"tʰ"	"iã"	"44"
"听"	"tʰiã223"	""	"tʰ"	"iã"	"223"
"厅"	"tʰiã223"	""	"tʰ"	"iã"	"223"
"痛"	"tʰiã21"	""	"tʰ"	"iã"	"21"
"聽"	"tʰiã223"	""	"tʰ"	"iã"	"223"
"廳"	"tʰiã223"	""	"tʰ"	"iã"	"223"
"庭"	"tiã44"	""	"t"	"iã"	"44"
"鼎"	"tiã53"	""	"t"	"iã"	"53"
"动"	"tiã223"	"触碰"	"t"	"iã"	"223"
"定"	"tiã311"	""	"t"	"iã"	"311"
"動"	"tiã223"	"触碰"	"t"	"iã"	"223"
"成"	"siã44"	"两~"	"s"	"iã"	"44"
"城"	"siã44"	""	"s"	"iã"	"44"
"声"	"siã223"	""	"s"	"iã"	"223"
"圣"	"siã21"	""	"s"	"iã"	"21"
"聲"	"siã223"	""	"s"	"iã"	"223"
"聖"	"siã21"	""	"s"	"iã"	"21"
"抛"	"pʰiã44"	"训"	"pʰ"	"iã"	"44"
"拋"	"pʰiã44"	"训"	"pʰ"	"iã"	"44"
"丙"	"piã53"	""	"p"	"iã"	"53"
"饼"	"piã53"	""	"p"	"iã"	"53"
"冰"	"piã223"	""	"p"	"iã"	"223"
"兵"	"piã223"	""	"p"	"iã"	"223"
"拚"	"piã21"	""	"p"	"iã"	"21"
"拼"	"piã21"	"拼命"	"p"	"iã"	"21"
"餅"	"piã53"	""	"p"	"iã"	"53"
"行"	"kiã44"	"~走"	"k"	"iã"	"44"
"假"	"kiã53"	"又"	"k"	"iã"	"53"
"囝"	"kiã53"	""	"k"	"iã"	"53"
"经"	"kiã223"	""	"k"	"iã"	"223"
"京"	"kiã223"	""	"k"	"iã"	"223"
"惊"	"kiã223"	"害怕"	"k"	"iã"	"223"
"镜"	"kiã21"	""	"k"	"iã"	"21"
"件"	"kiã213"	""	"k"	"iã"	"213"
"健"	"kiã311"	""	"k"	"iã"	"311"
"驚"	"kiã223"	"害怕"	"k"	"iã"	"223"
"鏡"	"kiã21"	""	"k"	"iã"	"21"
"颜"	"hiã44"	"姓"	"h"	"iã"	"44"
"连"	"hiã44"	"姓"	"h"	"iã"	"44"
"兄"	"hiã223"	""	"h"	"iã"	"223"
"艾"	"hiã311"	""	"h"	"iã"	"311"
"顏"	"hiã44"	"姓"	"h"	"iã"	"44"
"連"	"hiã44"	"姓"	"h"	"iã"	"44"
"跃"	"iak54"	""	""	"iak"	"54"
"约"	"iak32"	""	""	"iak"	"32"
"曰"	"iak54"	"又"	""	"iak"	"54"
"躍"	"iak54"	""	""	"iak"	"54"
"約"	"iak32"	""	""	"iak"	"32"
"切"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"
"雀"	"tsʰiak32"	"~斑"	"tsʰ"	"iak"	"32"
"鹊"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"
"鵲"	"tsʰiak32"	""	"tsʰ"	"iak"	"32"
"浙"	"tsiak32"	""	"ts"	"iak"	"32"
"嚼"	"tsiak32"	""	"ts"	"iak"	"32"
"酌"	"tsiak32"	""	"ts"	"iak"	"32"
"即"	"tsiak32"	""	"ts"	"iak"	"32"
"彻"	"tʰiak32"	""	"tʰ"	"iak"	"32"
"撤"	"tʰiak32"	""	"tʰ"	"iak"	"32"
"徹"	"tʰiak32"	""	"tʰ"	"iak"	"32"
"打"	"tiak32"	"用手指弹"	"t"	"iak"	"32"
"哲"	"tiak32"	""	"t"	"iak"	"32"
"蜇"	"tiak32"	""	"t"	"iak"	"32"
"侄"	"tiak32"	""	"t"	"iak"	"32"
"跌"	"tiak54"	""	"t"	"iak"	"54"
"跌"	"tiak32"	""	"t"	"iak"	"32"
"秩"	"tiak32"	""	"t"	"iak"	"32"
"芍"	"siak54"	""	"s"	"iak"	"54"
"屑"	"siak32"	""	"s"	"iak"	"32"
"设"	"siak32"	""	"s"	"iak"	"32"
"勺"	"siak32"	""	"s"	"iak"	"32"
"設"	"siak32"	""	"s"	"iak"	"32"
"别"	"piak54"	""	"p"	"iak"	"54"
"別"	"piak54"	""	"p"	"iak"	"54"
"孽"	"ŋiak54"	""	"ŋ"	"iak"	"54"
"虐"	"ŋiak54"	""	"ŋ"	"iak"	"54"
"吃"	"ŋiak32"	""	"ŋ"	"iak"	"32"
"灭"	"miak54"	""	"m"	"iak"	"54"
"蔑"	"miak54"	""	"m"	"iak"	"54"
"滅"	"miak54"	""	"m"	"iak"	"54"
"列"	"liak54"	""	"l"	"iak"	"54"
"栗"	"liak54"	""	"l"	"iak"	"54"
"略"	"liak54"	"楚~(随便)"	"l"	"iak"	"54"
"洁"	"kʰiak54"	"训：刷干净"	"kʰ"	"iak"	"54"
"厥"	"kʰiak32"	""	"kʰ"	"iak"	"32"
"厥"	"kʰiak32"	""	"kʰ"	"iak"	"32"
"却"	"kʰiak32"	""	"kʰ"	"iak"	"32"
"潔"	"kʰiak54"	"训：刷干净"	"kʰ"	"iak"	"54"
"卻"	"kʰiak32"	""	"kʰ"	"iak"	"32"
"杰"	"kiak54"	""	"k"	"iak"	"54"
"结"	"kiak32"	""	"k"	"iak"	"32"
"洁"	"kiak32"	""	"k"	"iak"	"32"
"吉"	"kiak32"	""	"k"	"iak"	"32"
"傑"	"kiak54"	""	"k"	"iak"	"54"
"結"	"kiak32"	""	"k"	"iak"	"32"
"潔"	"kiak32"	""	"k"	"iak"	"32"
"热"	"dziak54"	""	"dz"	"iak"	"54"
"若"	"dziak54"	""	"dz"	"iak"	"54"
"弱"	"dziak54"	""	"dz"	"iak"	"54"
"熱"	"dziak54"	""	"dz"	"iak"	"54"
"盐"	"iam44"	""	""	"iam"	"44"
"阎"	"iam44"	""	""	"iam"	"44"
"掩"	"iam53"	""	""	"iam"	"53"
"淹"	"iam223"	""	""	"iam"	"223"
"阉"	"iam223"	""	""	"iam"	"223"
"腌"	"iam223"	""	""	"iam"	"223"
"厌"	"iam21"	""	""	"iam"	"21"
"炎"	"iam311"	""	""	"iam"	"311"
"艳"	"iam311"	""	""	"iam"	"311"
"焰"	"iam311"	""	""	"iam"	"311"
"鹽"	"iam44"	""	""	"iam"	"44"
"閻"	"iam44"	""	""	"iam"	"44"
"閹"	"iam223"	""	""	"iam"	"223"
"醃"	"iam223"	""	""	"iam"	"223"
"厭"	"iam21"	""	""	"iam"	"21"
"豔"	"iam311"	""	""	"iam"	"311"
"潜"	"tsʰiam44"	""	"tsʰ"	"iam"	"44"
"纖"	"tsʰiam44"	""	"tsʰ"	"iam"	"44"
"潜"	"tsʰiam53"	"又"	"tsʰ"	"iam"	"53"
"签"	"tsʰiam223"	""	"tsʰ"	"iam"	"223"
"纤"	"tsʰiam223"	"又"	"tsʰ"	"iam"	"223"
"潛"	"tsʰiam44"	""	"tsʰ"	"iam"	"44"
"潛"	"tsʰiam53"	"又"	"tsʰ"	"iam"	"53"
"簽"	"tsʰiam223"	""	"tsʰ"	"iam"	"223"
"纖"	"tsʰiam223"	"又"	"tsʰ"	"iam"	"223"
"尖"	"tsiam223"	""	"ts"	"iam"	"223"
"占"	"tsiam223"	""	"ts"	"iam"	"223"
"占"	"tsiam21"	""	"ts"	"iam"	"21"
"暂"	"tsiam213"	""	"ts"	"iam"	"213"
"渐"	"tsiam213"	""	"ts"	"iam"	"213"
"暫"	"tsiam213"	""	"ts"	"iam"	"213"
"漸"	"tsiam213"	""	"ts"	"iam"	"213"
"沉"	"tʰiam44"	""	"tʰ"	"iam"	"44"
"舔"	"tʰiam53"	""	"tʰ"	"iam"	"53"
"蹬"	"tʰiam21"	"˭踢"	"tʰ"	"iam"	"21"
"忝"	"tʰiam53"	""	"tʰ"	"iam"	"53"
"添"	"tʰiam223"	""	"tʰ"	"iam"	"223"
"甜"	"tiam44"	""	"t"	"iam"	"44"
"点"	"tiam53"	""	"t"	"iam"	"53"
"沾"	"tiam223"	""	"t"	"iam"	"223"
"砧"	"tiam223"	""	"t"	"iam"	"223"
"店"	"tiam21"	""	"t"	"iam"	"21"
"簟"	"tiam213"	""	"t"	"iam"	"213"
"點"	"tiam53"	""	"t"	"iam"	"53"
"檐"	"siam44"	""	"s"	"iam"	"44"
"蝉"	"siam44"	""	"s"	"iam"	"44"
"禅"	"siam44"	""	"s"	"iam"	"44"
"陕"	"siam53"	""	"s"	"iam"	"53"
"闪"	"siam53"	""	"s"	"iam"	"53"
"寻"	"siam44"	"两臂伸展为一~"	"s"	"iam"	"44"
"渗"	"siam21"	""	"s"	"iam"	"21"
"簷"	"siam44"	""	"s"	"iam"	"44"
"蟬"	"siam44"	""	"s"	"iam"	"44"
"禪"	"siam44"	""	"s"	"iam"	"44"
"陝"	"siam53"	""	"s"	"iam"	"53"
"閃"	"siam53"	""	"s"	"iam"	"53"
"尋"	"siam44"	"两臂伸展为一~"	"s"	"iam"	"44"
"滲"	"siam21"	""	"s"	"iam"	"21"
"岩"	"ŋiam44"	"地名"	"ŋ"	"iam"	"44"
"严"	"ŋiam44"	""	"ŋ"	"iam"	"44"
"酽"	"ŋiam53"	""	"ŋ"	"iam"	"53"
"俨"	"ŋiam53"	""	"ŋ"	"iam"	"53"
"验"	"ŋiam311"	""	"ŋ"	"iam"	"311"
"嚴"	"ŋiam44"	""	"ŋ"	"iam"	"44"
"釅"	"ŋiam53"	""	"ŋ"	"iam"	"53"
"儼"	"ŋiam53"	""	"ŋ"	"iam"	"53"
"驗"	"ŋiam311"	""	"ŋ"	"iam"	"311"
"廉"	"niam44"	""	"n"	"iam"	"44"
"镰"	"niam44"	""	"n"	"iam"	"44"
"帘"	"niam44"	""	"n"	"iam"	"44"
"敛"	"niam53"	""	"n"	"iam"	"53"
"黏"	"niam223"	""	"n"	"iam"	"223"
"沾"	"niam223"	"又"	"n"	"iam"	"223"
"念"	"niam213"	""	"n"	"iam"	"213"
"念"	"niam311"	""	"n"	"iam"	"311"
"鐮"	"niam44"	""	"n"	"iam"	"44"
"簾"	"niam44"	""	"n"	"iam"	"44"
"斂"	"niam53"	""	"n"	"iam"	"53"
"钳"	"kʰiam44"	""	"kʰ"	"iam"	"44"
"歉"	"kʰiam53"	""	"kʰ"	"iam"	"53"
"谦"	"kʰiam223"	""	"kʰ"	"iam"	"223"
"欠"	"kʰiam21"	""	"kʰ"	"iam"	"21"
"俭"	"kʰiam213"	""	"kʰ"	"iam"	"213"
"鉗"	"kʰiam44"	""	"kʰ"	"iam"	"44"
"謙"	"kʰiam223"	""	"kʰ"	"iam"	"223"
"儉"	"kʰiam213"	""	"kʰ"	"iam"	"213"
"咸"	"kiam44"	""	"k"	"iam"	"44"
"减"	"kiam53"	""	"k"	"iam"	"53"
"碱"	"kiam53"	""	"k"	"iam"	"53"
"检"	"kiam53"	""	"k"	"iam"	"53"
"兼"	"kiam223"	""	"k"	"iam"	"223"
"剑"	"kiam21"	""	"k"	"iam"	"21"
"鹹"	"kiam44"	""	"k"	"iam"	"44"
"減"	"kiam53"	""	"k"	"iam"	"53"
"堿"	"kiam53"	""	"k"	"iam"	"53"
"檢"	"kiam53"	""	"k"	"iam"	"53"
"劍"	"kiam21"	""	"k"	"iam"	"21"
"嫌"	"hiam44"	""	"h"	"iam"	"44"
"险"	"hiam53"	""	"h"	"iam"	"53"
"險"	"hiam53"	""	"h"	"iam"	"53"
"染"	"dziam53"	""	"dz"	"iam"	"53"
"冉"	"dziam53"	""	"dz"	"iam"	"53"
"演"	"iaŋ44"	""	""	"iaŋ"	"44"
"筵"	"iaŋ44"	""	""	"iaŋ"	"44"
"衍"	"iaŋ44"	""	""	"iaŋ"	"44"
"沿"	"iaŋ44"	""	""	"iaŋ"	"44"
"铅"	"iaŋ44"	""	""	"iaŋ"	"44"
"寅"	"iaŋ44"	""	""	"iaŋ"	"44"
"阳"	"iaŋ44"	"~光"	""	"iaŋ"	"44"
"疡"	"iaŋ44"	""	""	"iaŋ"	"44"
"遠"	"iaŋ53"	"文"	""	"iaŋ"	"53"
"远"	"iaŋ53"	"文"	""	"iaŋ"	"53"
"氧"	"iaŋ53"	""	""	"iaŋ"	"53"
"养"	"iaŋ53"	""	""	"iaŋ"	"53"
"蔫"	"iaŋ223"	""	""	"iaŋ"	"223"
"焉"	"iaŋ223"	""	""	"iaŋ"	"223"
"烟"	"iaŋ223"	""	""	"iaŋ"	"223"
"渊"	"iaŋ223"	""	""	"iaŋ"	"223"
"央"	"iaŋ223"	""	""	"iaŋ"	"223"
"秧"	"iaŋ223"	""	""	"iaŋ"	"223"
"殃"	"iaŋ223"	""	""	"iaŋ"	"223"
"鸯"	"iaŋ223"	""	""	"iaŋ"	"223"
"堰"	"iaŋ21"	""	""	"iaŋ"	"21"
"燕"	"iaŋ21"	"~窝"	""	"iaŋ"	"21"
"咽"	"iaŋ21"	""	""	"iaŋ"	"21"
"映"	"iaŋ21"	""	""	"iaŋ"	"21"
"羡"	"iaŋ213"	""	""	"iaŋ"	"213"
"延"	"iaŋ213"	""	""	"iaŋ"	"213"
"援"	"iaŋ213"	""	""	"iaŋ"	"213"
"漾"	"iaŋ213"	""	""	"iaŋ"	"213"
"鉛"	"iaŋ44"	""	""	"iaŋ"	"44"
"陽"	"iaŋ44"	"~光"	""	"iaŋ"	"44"
"瘍"	"iaŋ44"	""	""	"iaŋ"	"44"
"養"	"iaŋ53"	""	""	"iaŋ"	"53"
"煙"	"iaŋ223"	""	""	"iaŋ"	"223"
"淵"	"iaŋ223"	""	""	"iaŋ"	"223"
"鴦"	"iaŋ223"	""	""	"iaŋ"	"223"
"羨"	"iaŋ213"	""	""	"iaŋ"	"213"
"长"	"tsʰiaŋ44"	"~方形"	"tsʰ"	"iaŋ"	"44"
"常"	"tsʰiaŋ44"	"~州"	"tsʰ"	"iaŋ"	"44"
"浅"	"tsʰiaŋ53"	""	"tsʰ"	"iaŋ"	"53"
"厂"	"tsʰiaŋ53"	""	"tsʰ"	"iaŋ"	"53"
"敞"	"tsʰiaŋ53"	""	"tsʰ"	"iaŋ"	"53"
"迁"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"跹"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"笺"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"千"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"昌"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"娼"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"猖"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"菖"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"倡"	"tsʰiaŋ21"	""	"tsʰ"	"iaŋ"	"21"
"唱"	"tsʰiaŋ21"	""	"tsʰ"	"iaŋ"	"21"
"長"	"tsʰiaŋ44"	"~方形"	"tsʰ"	"iaŋ"	"44"
"淺"	"tsʰiaŋ53"	""	"tsʰ"	"iaŋ"	"53"
"廠"	"tsʰiaŋ53"	""	"tsʰ"	"iaŋ"	"53"
"遷"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"躚"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"箋"	"tsʰiaŋ223"	""	"tsʰ"	"iaŋ"	"223"
"栈"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"践"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"饯"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"诊"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"长"	"tsiaŋ53"	"兄~"	"ts"	"iaŋ"	"53"
"煎"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"将"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"张"	"tsiaŋ223"	"开~"	"ts"	"iaŋ"	"223"
"章"	"tsiaŋ223"	"印~"	"ts"	"iaŋ"	"223"
"漳"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"彰"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"战"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"颤"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"荐"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"奖"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"将"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"涨"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"障"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"丈"	"tsiaŋ213"	"~夫"	"ts"	"iaŋ"	"213"
"仗"	"tsiaŋ213"	""	"ts"	"iaŋ"	"213"
"杖"	"tsiaŋ213"	""	"ts"	"iaŋ"	"213"
"棧"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"踐"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"餞"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"診"	"tsiaŋ53"	""	"ts"	"iaŋ"	"53"
"長"	"tsiaŋ53"	"兄~"	"ts"	"iaŋ"	"53"
"將"	"tsiaŋ223"	""	"ts"	"iaŋ"	"223"
"張"	"tsiaŋ223"	"开~"	"ts"	"iaŋ"	"223"
"戰"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
"顫"	"tsiaŋ21"	""	"ts"	"iaŋ"	"21"
