"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"慰"	"慰"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"穢"	"秽"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"遺"	"遗"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"讀書音，理論白讀爲vi²¹³"
"位"	"位"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"爲"	"为"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"~嗲"
"魏"	"魏"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"緯"	"纬"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"文，經~"
"蔚"	"蔚"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"韙"	"韪"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"又音"
"胃"	"胃"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"謂"	"谓"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"猬"	"猬"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"文"
"渭"	"渭"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	
"繪"	"绘"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"文"
"迴"	"回"	"ɦue̠ɪ²¹³"	"ɦue̠ɪ"	"wei6"	213	"~避"
"追"	"追"	"tʃye̠ɪ⁴⁴"	"tʃye̠ɪ"	"ciuei1"	44	
"錐"	"锥"	"tʃye̠ɪ⁴⁴"	"tʃye̠ɪ"	"ciuei1"	44	"文"
"隹"	"隹"	"tʃye̠ɪ⁴⁴"	"tʃye̠ɪ"	"ciuei1"	44	
"嘴"	"嘴"	"tʃye̠ɪ⁵¹"	"tʃye̠ɪ"	"ciuei3"	51	"文"
"最"	"最"	"tʃye̠ɪ³³⁴"	"tʃye̠ɪ"	"ciuei5"	334	
"贅"	"赘"	"tʃye̠ɪ³³⁴"	"tʃye̠ɪ"	"ciuei5"	334	
"綴"	"缀"	"tʃye̠ɪ³³⁴"	"tʃye̠ɪ"	"ciuei5"	334	"點~"
"醉"	"醉"	"tʃye̠ɪ³³⁴"	"tʃye̠ɪ"	"ciuei5"	334	
"吹"	"吹"	"tʃʰye̠ɪ⁴⁴"	"tʃʰye̠ɪ"	"chiuei1"	44	"文， ~洋泡泡"
"炊"	"炊"	"tʃʰye̠ɪ⁴⁴"	"tʃʰye̠ɪ"	"chiuei1"	44	
"揣"	"揣"	"tʃʰye̠ɪ⁵¹"	"tʃʰye̠ɪ"	"chiuei3"	51	
"粹"	"粹"	"tʃʰye̠ɪ³³⁴"	"tʃʰye̠ɪ"	"chiuei5"	334	
"悴"	"悴"	"tʃʰye̠ɪ³³⁴"	"tʃʰye̠ɪ"	"chiuei5"	334	
"脆"	"脆"	"tʃʰye̠ɪ³³⁴"	"tʃʰye̠ɪ"	"chiuei5"	334	"文"
"翠"	"翠"	"tʃʰye̠ɪ³³⁴"	"tʃʰye̠ɪ"	"chiuei5"	334	"文"
"萃"	"萃"	"tʃʰye̠ɪ³³⁴"	"tʃʰye̠ɪ"	"chiuei5"	334	"新"
"捶"	"捶"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	"文"
"錘"	"锤"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	
"陲"	"陲"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	
"鎚"	"锤"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	
"槌"	"椎"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	
"椎"	"椎"	"dʒye̠ɪ¹¹³"	"dʒye̠ɪ"	"jiuei2"	113	
"墜"	"坠"	"dʒye̠ɪ²¹³"	"dʒye̠ɪ"	"jiuei6"	213	
"膇"	"膇"	"dʒye̠ɪ²¹³"	"dʒye̠ɪ"	"jiuei6"	213	"腳~气"
"雖"	"虽"	"ʃye̠ɪ⁴⁴"	"ʃye̠ɪ"	"shiuei1"	44	"文"
"綏"	"绥"	"ʃye̠ɪ⁴⁴"	"ʃye̠ɪ"	"shiuei1"	44	"文"
"水"	"水"	"ʃye̠ɪ⁵¹"	"ʃye̠ɪ"	"shiuei3"	51	"文"
"摔"	"摔"	"ʃye̠ɪ⁵¹"	"ʃye̠ɪ"	"shiuei3"	51	
"髓"	"髓"	"ʃye̠ɪ⁵¹"	"ʃye̠ɪ"	"shiuei3"	51	"文"
"稅"	"税"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	
"說"	"说"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	"遊~"
"粹"	"粹"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	
"睡"	"睡"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	"文，官話借音"
"帨"	"帨"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	"~巾"
"祟"	"祟"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	
"邃"	"邃"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	
"銳"	"锐"	"ʃye̠ɪ³³⁴"	"ʃye̠ɪ"	"shiuei5"	334	"又音，尖~"
"隨"	"随"	"ʒye̠ɪ¹¹³"	"ʒye̠ɪ"	"zhiuei2"	113	"文"
"隋"	"隋"	"ʒye̠ɪ¹¹³"	"ʒye̠ɪ"	"zhiuei2"	113	
"垂"	"垂"	"ʒye̠ɪ¹¹³"	"ʒye̠ɪ"	"zhiuei2"	113	"文"
"誰"	"谁"	"ʒye̠ɪ¹¹³"	"ʒye̠ɪ"	"zhiuei2"	113	
"蕊"	"蕊"	"ʒye̠ɪ²³¹"	"ʒye̠ɪ"	"zhiuei4"	231	"花~"
"□"		"ʒye̠ɪ²³¹"	"ʒye̠ɪ"	"zhiuei4"	231	"儲存，積蓄：~點錢建房子"
"瑞"	"瑞"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"萃"	"萃"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"悴"	"悴"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"瘁"	"瘁"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"芮"	"芮"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"枘"	"枘"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"蚋 "	"蚋 "	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"蜹"	"蚋 "	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"睿"	"睿"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"遂"	"遂"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	"文"
"隧"	"隧"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	"文"
"燧"	"燧"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	"文"
"銳"	"锐"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	
"睡"	"睡"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	"~覺"
"穗"	"穗"	"ʒye̠ɪ²¹³"	"ʒye̠ɪ"	"zhiuei6"	213	"文"
"包"	"包"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	
"苞"	"苞"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	
"胞"	"胞"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	"衣~之地"
"孢"	"孢"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	
"褒"	"褒"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	
"襃"	"褒"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	"褒古字"
"煲"	"煲"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	
"勹"	"包"	"pɔ⁴⁴"	"pɔ"	"pau1"	44	"說文載「包」本字，非"
"保"	"保"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"堡"	"堡"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"褓"	"褓"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"葆"	"葆"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"寶"	"宝"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"飽"	"饱"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"鴇"	"鸨"	"pɔ⁵¹"	"pɔ"	"pau3"	51	
"報"	"报"	"pɔ³³⁴"	"pɔ"	"pau5"	334	
"豹"	"豹"	"pɔ³³⁴"	"pɔ"	"pau5"	334	
"爆"	"爆"	"pɔ³³⁴"	"pɔ"	"pau5"	334	"~芽，發芽；~青，返青；~糙米；~炸"
"暴"	"暴"	"pɔ³³⁴"	"pɔ"	"pau5"	334	"~眼"
"曝"	"曝"	"pɔ³³⁴"	"pɔ"	"pau5"	334	"~伏，大暑天把箱子裏的衣服曬曬"
"趵"	"趵"	"pɔ³³⁴"	"pɔ"	"pau5"	334	"~突泉"
"泡"	"泡"	"pʰɔ⁴⁴"	"pʰɔ"	"phau1"	44	"水~"
"拋"	"抛"	"pʰɔ⁴⁴"	"pʰɔ"	"phau1"	44	
"脬"	"脬"	"pʰɔ⁴⁴"	"pʰɔ"	"phau1"	44	"尿~；卵~，陰囊"
"□"		"pʰɔ⁴⁴"	"pʰɔ"	"phau1"	44	"滚：~下來；~軑"
"泡"	"泡"	"pʰɔ³³⁴"	"pʰɔ"	"phau5"	334	"動詞：用水~一~"
"炮"	"炮"	"pʰɔ³³⁴"	"pʰɔ"	"phau5"	334	"砲俗字"
"砲"	"炮"	"pʰɔ³³⁴"	"pʰɔ"	"phau5"	334	
"疱"	"疱"	"pʰɔ³³⁴"	"pʰɔ"	"phau5"	334	"紫血~"
"皰"	"疱"	"pʰɔ³³⁴"	"pʰɔ"	"phau5"	334	
"跑"	"疱"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"袍"	"袍"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"庖"	"庖"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"狍"	"狍"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"咆"	"咆"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"匏"	"匏"	"bɔ¹¹³"	"bɔ"	"bau2"	113	
"刨"	"刨"	"bɔ¹¹³"	"bɔ"	"bau2"	113	"挖：~山芋"
"鉋"	"铇"	"bɔ¹¹³"	"bɔ"	"bau2"	113	"刨本字"
"炮"	"炮"	"bɔ¹¹³"	"bɔ"	"bau2"	113	"~製"
"炰"	"炮"	"bɔ¹¹³"	"bɔ"	"bau2"	113	"炮又作此"
"抱"	"抱"	"bɔ²³¹"	"bɔ"	"bau4"	231	"本音"
"抱"	"抱"	"bɔ²¹³"	"bɔ"	"bau6"	213	"又音"
"暴"	"暴"	"bɔ²¹³"	"bɔ"	"bau6"	213	"~冷，~醃"
"鮑"	"鲍"	"bɔ²¹³"	"bɔ"	"bau6"	213	
"刨"	"刨"	"bɔ²¹³"	"bɔ"	"bau6"	213	"~木頭；~平"
"鉋"	"刨"	"bɔ²¹³"	"bɔ"	"bau6"	213	"刨本字"
"雹"	"雹"	"bɔ²¹³"	"bɔ"	"bau6"	213	
"爆"	"爆"	"bɔ²¹³"	"bɔ"	"bau6"	213	"誤讀音，~炸"
"袌"	"袌"	"bɔ²¹³"	"bɔ"	"bau6"	213	"~裠"
"卯"	"卯"	"ʔmɔ⁵¹"	"ʔmɔ"	"mau3"	51	
"昴"	"昴"	"ʔmɔ⁵¹"	"ʔmɔ"	"mau3"	51	
"峁"	"峁"	"ʔmɔ⁵¹"	"ʔmɔ"	"mau3"	51	
"茆"	"茆"	"ʔmɔ⁵¹"	"ʔmɔ"	"mau3"	51	
"鉚"	"铆"	"ʔmɔ⁵¹"	"ʔmɔ"	"mau3"	51	"又音"
"毛"	"毛"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"茅"	"茅"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"矛"	"矛"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"文"
"貓"	"猫"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"~兒"
"錨"	"锚"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"拋~"
"蟊"	"蟊"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"正字應爲蝥"
"蝥"	"蝥"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"髦"	"髦"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"時~"
"旄"	"旄"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"犛"	"犛"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"牦"	"牦"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"犛異體"
"氂"	"氂"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	
"鉚"	"铆"	"ʔmɔ³³⁴"	"ʔmɔ"	"mau5"	334	"~釘"
"冒"	"冒"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"帽"	"帽"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"瑁"	"瑁"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"貌"	"貌"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"皃"	"貌"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"耄"	"耄"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"眊"	"眊"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"毷"	"毷"	"mɔ²¹³"	"mɔ"	"mau6"	213	
"冃"	"冒"	"mɔ²¹³"	"mɔ"	"mau6"	213	"帽本字"
"麼"	"么"	"mo"	"mo"	"mo0"	"輕聲"	"語气詞"
"刀"	"刀"	"tɔ⁴⁴"	"tɔ"	"tau1"	44	
"氘"	"氘"	"tɔ⁴⁴"	"tɔ"	"tau1"	44	
"魛"	"鱽"	"tɔ⁴⁴"	"tɔ"	"tau1"	44	"~魚"
"叨"	"叨"	"tɔ⁴⁴"	"tɔ"	"tau1"	44	"嘮~"
"島"	"岛"	"tɔ⁵¹"	"tɔ"	"tau3"	51	
"搗"	"捣"	"tɔ⁵¹"	"tɔ"	"tau3"	51	
"禱"	"祷"	"tɔ⁵¹"	"tɔ"	"tau3"	51	
"禂"	"祷"	"tɔ⁵¹"	"tɔ"	"tau3"	51	
"倒"	"倒"	"tɔ⁵¹"	"tɔ"	"tau3"	51	"打~"
"到"	"到"	"tɔ³³⁴"	"tɔ"	"tau5"	334	
"倒"	"倒"	"tɔ³³⁴"	"tɔ"	"tau5"	334	"~水；副詞"
"滔"	"滔"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"掏"	"掏"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"搯"	"掏"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"韜"	"韬"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"弢"	"弢"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"夲"	"夲"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"叨"	"叨"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	"~光"
"慆"	"慆"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	"~~叫"
"饕"	"饕"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	"~餮"
"絛"	"绦"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"縚"	"绦"	"tʰɔ⁴⁴"	"tʰɔ"	"thau1"	44	
"討"	"讨"	"tʰɔ⁵¹"	"tʰɔ"	"thau3"	51	
"套"	"套"	"tʰɔ³³⁴"	"tʰɔ"	"thau5"	334	
"桃"	"桃"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"逃"	"逃"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"淘"	"淘"	"dɔ¹¹³"	"dɔ"	"dau2"	113	"~伴"
"掏"	"掏"	"dɔ¹¹³"	"dɔ"	"dau2"	113	"~井"
"滔"	"滔"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"陶"	"陶"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"濤"	"涛"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"燾"	"焘"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"咷"	"咷"	"dɔ¹¹³"	"dɔ"	"dau2"	113	"作嚎~，起鬨"
"啕"	"啕"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"䛬"	"䛬"	"dɔ¹¹³"	"dɔ"	"dau2"	113	
"蜪"	"蜪"	"dɔ¹¹³"	"dɔ"	"dau2"	113	"蜅~，四角文蛤"
"萄"	"萄"	"dɔ¹¹³"	"dɔ"	"dau2"	113	"水葡~，即葡萄"
"稻"	"稻"	"dɔ²³¹"	"dɔ"	"dau4"	231	"單字音"
"道"	"道"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"稻"	"稻"	"dɔ²¹³"	"dɔ"	"dau6"	213	"~草"
"盜"	"盗"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"導"	"导"	"dɔ²¹³"	"dɔ"	"dau6"	213	"~遊"
"悼"	"悼"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"蹈"	"蹈"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"燾"	"焘"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"纛"	"纛"	"dɔ²¹³"	"dɔ"	"dau6"	213	
"孬"	"孬"	"ʔnɔ⁴⁴"	"ʔnɔ"	"nau1"	44	"又音"
"腦"	"脑"	"ʔnɔ⁵¹"	"ʔnɔ"	"nau3"	51	
"匘"	"脑"	"ʔnɔ⁵¹"	"ʔnɔ"	"nau3"	51	"腦古字"
"惱"	"恼"	"ʔnɔ⁵¹"	"ʔnɔ"	"nau3"	51	
"瑙"	"瑙"	"ʔnɔ⁵¹"	"ʔnɔ"	"nau3"	51	
"□"		"ʔnɔ⁵¹"	"ʔnɔ"	"nau3"	51	"表示給予或近指的指示詞：~，拏去|~，在箇那"
"撓"	"挠"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	"不屈不~"
"鐃"	"铙"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	"~鈸"
"蟯"	"蛲"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"橈"	"桡"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"峱"	"峱"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"猱"	"猱"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"孬"	"孬"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"獿"	"獿"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"䛝"	"䛝"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"臑"	"臑"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"嶩"	"嶩"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"巎"	"巎"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"呶"	"呶"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	"表示遠指的指示詞：~，在國那"
"硇"	"硇"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"䃩"	"硇"	"ʔnɔ³³⁴"	"ʔnɔ"	"nau5"	334	
"鬧"	"闹"	"nɔ²¹³"	"nɔ"	"nau6"	213	
"淖"	"淖"	"nɔ²¹³"	"nɔ"	"nau6"	213	
"堖"	"垴"	"nɔ²¹³"	"nɔ"	"nau6"	213	
"撈"	"捞"	"ʔɭɔ⁴⁴"	"ʔɭɔ"	"lau1"	44	"用不正當的手段取得：~錢，~後腳"
"老"	"老"	"ʔɭɔ⁵¹"	"ʔɭɔ"	"lau3"	51	"年~"
"銠"	"铑"	"ʔɭɔ⁵¹"	"ʔɭɔ"	"lau3"	51	
"佬"	"佬"	"ʔɭɔ⁵¹"	"ʔɭɔ"	"lau3"	51	
"姥"	"姥"	"ʔɭɔ⁵¹"	"ʔɭɔ"	"lau3"	51	
"撈"	"捞"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"從水裏或其他液體裏取物：撈麪疙瘩"
"鐒"	"铹"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	
"勞"	"劳"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	
"嘮"	"唠"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"~叨"
"澇"	"涝"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"坐水~"
"𤎤"		"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"肚裏~𡮦"
"憦"	"憦"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"懊~"
"牢"	"牢"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	
"耮"	"耢"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"~墒溝"
"嶗"	"崂"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"~山"
"蘿"	"萝"	"ʔɭɔ³³⁴"	"ʔɭɔ"	"lau5"	334	"又音，~蔔"
"癆"	"痨"	"ɭɔ²¹³"	"ɭɔ"	"lau6"	213	
"澇"	"涝"	"ɭɔ²¹³"	"ɭɔ"	"lau6"	213	
"潦"	"涝"	"ɭɔ²¹³"	"ɭɔ"	"lau6"	213	"澇異體"
"咯"	"咯"	"ɭɔ"	"ɭɔ"	"lau0"	"輕聲"	"相當於「了2」，又音"
"遭"	"遭"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"糟"	"糟"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"朝"	"朝"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	"今~"
"昭"	"昭"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"招"	"招"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"釗"	"钊"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"沼"	"沼"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	"~气"
"抓"	"抓"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	"貓兒~人"
"謿"	"嘲"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"啁"	"啁"	"tsɔ⁴⁴"	"tsɔ"	"tsau1"	44	
"早"	"早"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"棗"	"枣"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"蚤"	"蚤"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"澡"	"澡"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"藻"	"藻"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"爪"	"爪"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	"腳~"
"笊"	"笊"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	"~籬子"
"找"	"找"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	
"沼"	"沼"	"tsɔ⁵¹"	"tsɔ"	"tsau3"	51	"又音"
"竈"	"灶"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	
"灶"	"灶"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	"竈俗字"
"罩"	"罩"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	
"照"	"照"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	
"詔"	"诏"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	
"躁"	"躁"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	"發~，暴~"
"噪"	"噪"	"tsɔ³³⁴"	"tsɔ"	"tsau5"	334	
"着"	"着"	"tso"	"tso"	"tso0"	"輕聲"	"相當與「了2」，又音"
"操"	"操"	"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	"做~"
"幧"	"幧"	"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	
"抄"	"抄"	"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	"~寫，~近路；舀取"
"鈔"	"钞"	"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	
"超"	"超"	"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	
"□"		"tsʰɔ⁴⁴"	"tsʰɔ"	"tshau1"	44	"腿襠下繫布：~尿布"
"草"	"草"	"tsʰɔ⁵¹"	"tsʰɔ"	"tshau3"	51	
"艸"	"艸"	"tsʰɔ⁵¹"	"tsʰɔ"	"tshau3"	51	"草本字"
"炒"	"炒"	"tsʰɔ⁵¹"	"tsʰɔ"	"tshau3"	51	
"吵"	"吵"	"tsʰɔ⁵¹"	"tsʰɔ"	"tshau3"	51	
"鈔"	"钞"	"tsʰɔ⁵¹"	"tsʰɔ"	"tshau3"	51	"~票"
"糙"	"糙"	"tsʰɔ³³⁴"	"tsʰɔ"	"tshau5"	334	"手~"
"慥"	"慥"	"tsʰɔ³³⁴"	"tsʰɔ"	"tshau5"	334	"脾气~"
"造"	"造"	"tsʰɔ³³⁴"	"tsʰɔ"	"tshau5"	334	"~訪"
"操"	"操"	"tsʰɔ³³⁴"	"tsʰɔ"	"tshau5"	334	"~事，~嘴；曹~，人名"
"肏"	"肏"	"tsʰɔ³³⁴"	"tsʰɔ"	"tshau5"	334	"普通話借詞"
"朝"	"朝"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	"~代"
"潮"	"潮"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	"上~"
"嘲"	"嘲"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	"出韻字"
"晁"	"晁"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	
"鼂"	"晁"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	
"𪓙"	"晁"	"dzɔ¹¹³"	"dzɔ"	"dzau2"	113	
"趙"	"赵"	"dzɔ²¹³"	"dzɔ"	"dzau6"	213	
"兆"	"兆"	"dzɔ²¹³"	"dzɔ"	"dzau6"	213	
"肇"	"肇"	"dzɔ²¹³"	"dzɔ"	"dzau6"	213	
"造"	"造"	"dzɔ²¹³"	"dzɔ"	"dzau6"	213	"~七~八，亂猜亂說"
"召"	"召"	"dzɔ²¹³"	"dzɔ"	"dzau6"	213	
"燒"	"烧"	"sɔ⁴⁴"	"sɔ"	"sau1"	44	
"梢"	"梢"	"sɔ⁴⁴"	"sɔ"	"sau1"	44	"長~木頭"
"捎"	"捎"	"sɔ⁴⁴"	"sɔ"	"sau1"	44	
"艄"	"艄"	"sɔ⁴⁴"	"sɔ"	"sau1"	44	"船~  "
"艘"	"艘"	"sɔ⁴⁴"	"sɔ"	"sau1"	44	"白"
