"繁體"	"简体"	"音標"	"注釋"	""	"1：˦˦"	"2：˧˩"	""	""	""	""	""	""	""
"多"	"多"	"toʊ1"	""	""	"3：˧˥"	"4：˩˧"	""	""	""	""	""	""	""
"他"	"他"	"tʰɔ1"	""	""	"5：˥˨"	"6：˨˨"	""	""	""	""	""	""	""
"舵"	"舵"	"doʊ4"	""	""	"7：˧˧"	"8：˧˧"	""	""	""	""	""	""	""
"大"	"大"	"doʊ6"	"大，大個之物"	""	"0:"	""	""	""	""	""	""	""	""
"拖"	"拖"	"tʰoʊ1"	""	""	""	""	""	""	""	""	""	""	""
"駝"	"驼"	"doʊ2"	""	""	""	""	""	""	""	""	""	""	""
"陀"	"陀"	"doʊ2"	""	""	""	""	""	""	""	""	""	""	""
"馱"	"驮"	"doʊ2"	""	""	""	""	""	""	""	""	""	""	""
"挪"	"挪"	"nu6"	""	""	""	""	""	""	""	""	""	""	""
"羅"	"罗"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"鑼"	"锣"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"籮"	"箩"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"左"	"左"	"tsoʊ3"	""	""	""	""	""	""	""	""	""	""	""
"佐"	"佐"	"tsoʊ3"	""	""	""	""	""	""	""	""	""	""	""
"做"	"做"	"tsoʊ5"	""	""	""	""	""	""	""	""	""	""	""
"搓"	"搓"	"tsʰoʊ1"	""	""	""	""	""	""	""	""	""	""	""
"娑"	"娑"	"soʊ1"	""	""	""	""	""	""	""	""	""	""	""
"歌"	"歌"	"kʋ1"	""	""	""	""	""	""	""	""	""	""	""
"哥"	"哥"	"kʋ1"	""	""	""	""	""	""	""	""	""	""	""
"個"	"个"	"ˀi0"	"的、地"	""	""	""	""	""	""	""	""	""	""
"個"	"个"	"kaɪ5"	"個，這"	""	""	""	""	""	""	""	""	""	""
"軻"	"轲"	"kʰu1"	""	""	""	""	""	""	""	""	""	""	""
"可"	"可"	"kʰu3"	""	""	""	""	""	""	""	""	""	""	""
"蛾"	"蛾"	"me2"	""	""	""	""	""	""	""	""	""	""	""
"鵝"	"鹅"	"ŋ2"	""	""	""	""	""	""	""	""	""	""	""
"俄"	"俄"	"ŋ2"	""	""	""	""	""	""	""	""	""	""	""
"我"	"我"	"ŋ4"	""	""	""	""	""	""	""	""	""	""	""
"餓"	"饿"	"ŋaɪ6"	""	""	""	""	""	""	""	""	""	""	""
"何"	"何"	"vʋ2"	""	""	""	""	""	""	""	""	""	""	""
"河"	"河"	"vʋ2"	""	""	""	""	""	""	""	""	""	""	""
"荷"	"荷"	"vʋ6"	""	""	""	""	""	""	""	""	""	""	""
"苛"	"苛"	"kʰʋ1"	""	""	""	""	""	""	""	""	""	""	""
"荷"	"荷"	"vʋ2"	""	""	""	""	""	""	""	""	""	""	""
"賀"	"贺"	"vʋ6"	""	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀa1"	"張嘴"	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀa3"	"疑問"	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀa5"	"驚訝"	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀa7"	"阿綴名詞"	""	""	""	""	""	""	""	""	""	""
"□"	"□"	"ˀa7"	"也"	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀɔ1"	"阿彌陀佛"	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀu5"	""	""	""	""	""	""	""	""	""	""	""
"阿"	"阿"	"ˀʋ1"	"阿膠"	""	""	""	""	""	""	""	""	""	""
"茄"	"茄"	"dʑi2"	"綠茄"	""	""	""	""	""	""	""	""	""	""
"茄"	"茄"	"ga2"	"番茄"	""	""	""	""	""	""	""	""	""	""
"波"	"波"	"pu1"	""	""	""	""	""	""	""	""	""	""	""
"波"	"波"	"pʉ1"	""	""	""	""	""	""	""	""	""	""	""
"跛"	"跛"	"pu3"	""	""	""	""	""	""	""	""	""	""	""
"簸"	"簸"	"pu5"	""	""	""	""	""	""	""	""	""	""	""
"播"	"播"	"pu1"	""	""	""	""	""	""	""	""	""	""	""
"簸"	"簸"	"pu3"	""	""	""	""	""	""	""	""	""	""	""
"頗"	"颇"	"pʰu1"	""	""	""	""	""	""	""	""	""	""	""
"坡"	"坡"	"pʰu1"	""	""	""	""	""	""	""	""	""	""	""
"玻"	"玻"	"bu2"	""	""	""	""	""	""	""	""	""	""	""
"頗"	"颇"	"pʰu1"	""	""	""	""	""	""	""	""	""	""	""
"婆"	"婆"	"bʉ2"	""	""	""	""	""	""	""	""	""	""	""
"魔"	"魔"	"mu2"	""	""	""	""	""	""	""	""	""	""	""
"磨"	"磨"	"mu2"	""	""	""	""	""	""	""	""	""	""	""
"摩"	"摩"	"mu2"	""	""	""	""	""	""	""	""	""	""	""
"磨"	"磨"	"mu6"	""	""	""	""	""	""	""	""	""	""	""
"朵"	"朵"	"tu1"	""	""	""	""	""	""	""	""	""	""	""
"朵"	"朵"	"tu3"	""	""	""	""	""	""	""	""	""	""	""
"躲"	"躲"	"toʊ3"	""	""	""	""	""	""	""	""	""	""	""
"挆"	"挆"	"tu5"	"東西拿著"	""	""	""	""	""	""	""	""	""	""
"剁"	"剁"	"toʊ5"	"剁，剁碎"	""	""	""	""	""	""	""	""	""	""
"妥"	"妥"	"tʰoʊ3"	""	""	""	""	""	""	""	""	""	""	""
"唾"	"唾"	"tʰaɪ5"	""	""	""	""	""	""	""	""	""	""	""
"唾"	"唾"	"tʰoʊ5"	""	""	""	""	""	""	""	""	""	""	""
"惰"	"惰"	"doʊ4"	""	""	""	""	""	""	""	""	""	""	""
"墮"	"堕"	"doʊ4"	""	""	""	""	""	""	""	""	""	""	""
"囉"	"啰"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"糯"	"糯"	"ˀnoŋ5"	"糯米"	""	""	""	""	""	""	""	""	""	""
"騾"	"骡"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"螺"	"螺"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"腡"	"脶"	"loʊ2"	""	""	""	""	""	""	""	""	""	""	""
"摞"	"摞"	"loʊ6"	""	""	""	""	""	""	""	""	""	""	""
"銼"	"锉"	"zu6"	""	""	""	""	""	""	""	""	""	""	""
"銼"	"锉"	"tsʰu5"	""	""	""	""	""	""	""	""	""	""	""
"矬"	"矬"	"zu2"	""	""	""	""	""	""	""	""	""	""	""
"矬"	"矬"	"zu6"	""	""	""	""	""	""	""	""	""	""	""
"坐"	"坐"	"zu4"	""	""	""	""	""	""	""	""	""	""	""
"座"	"座"	"zu6"	""	""	""	""	""	""	""	""	""	""	""
"蓑"	"蓑"	"soʊ1"	""	""	""	""	""	""	""	""	""	""	""
"梭"	"梭"	"soʊ1"	""	""	""	""	""	""	""	""	""	""	""
"唆"	"唆"	"soʊ1"	""	""	""	""	""	""	""	""	""	""	""
"鎖"	"锁"	"soʊ3"	""	""	""	""	""	""	""	""	""	""	""
"瑣"	"琐"	"saɪ3"	"小個的"	""	""	""	""	""	""	""	""	""	""
"瑣"	"琐"	"saɪ5"	"小個的"	""	""	""	""	""	""	""	""	""	""
"鍋"	"锅"	"kʋ1"	""	""	""	""	""	""	""	""	""	""	""
"過"	"过"	"kʋ5"	""	""	""	""	""	""	""	""	""	""	""
"戈"	"戈"	"kʋ1"	""	""	""	""	""	""	""	""	""	""	""
"果"	"果"	"kʋ3"	""	""	""	""	""	""	""	""	""	""	""
"裹"	"裹"	"kʋ3"	""	""	""	""	""	""	""	""	""	""	""
