"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"1743"	"草"	"草"	"tsʰo阴上"	"白"	""	""	""
"1744"	"曹"	"曹"	"tsʰau阳平"	""	""	""	""
"1745"	"皂"	"皂"	"tsau阳上"	""	""	""	""
"1746"	"騷"	"骚"	"sau阴平"	""	""	""	""
"1747"	"臊"	"臊"	"tsʰo阴平"	"白"	""	""	""
"1748"	"臊"	"臊"	"sau阴平"	"文"	""	""	""
"1749"	"掃"	"扫"	"sau去声"	""	""	""	""
"1750"	"嫂"	"嫂"	"sau阴上"	"文"	""	""	""
"1751"	"嫂"	"嫂"	"so阴上"	"白"	""	""	""
"1752"	"高"	"高"	"kau阴平"	"文"	""	""	""
"1753"	"高"	"高"	"ko阴平"	"白"	""	""	""
"1754"	"膏"	"膏"	"kau阴平"	"文"	""	""	""
"1755"	"膏"	"膏"	"ko阴平"	"白"	""	""	""
"1756"	"羔"	"羔"	"kau阴平"	"文"	""	""	""
"1757"	"羔"	"羔"	"ko阴平"	"白"	""	""	""
"1758"	"糕"	"糕"	"kau阴平"	"文"	""	""	""
"1759"	"糕"	"糕"	"ko阴平"	"白"	""	""	""
"1760"	"稿"	"稿"	"kau阴上"	"文"	""	""	""
"1761"	"稿"	"稿"	"ko阴上"	"白"	""	""	""
"1762"	"告"	"告"	"kau去声"	"文"	""	""	""
"1763"	"告"	"告"	"ko去声"	"白"	""	""	""
"1764"	"考"	"考"	"kʰau阴上"	""	""	""	""
"1765"	"烤"	"烤"	"kʰau阴上"	""	""	""	""
"1766"	"靠"	"靠"	"kʰau去声"	"文"	""	""	""
"1767"	"靠"	"靠"	"kʰo去声"	"白"	""	""	""
"1768"	"犒"	"犒"	"kʰau去声"	"文"	""	""	""
"1769"	"犒"	"犒"	"kʰo去声"	"白"	""	""	""
"1770"	"熬"	"熬"	"ŋau阳平"	"文"	""	""	""
"1771"	"熬"	"熬"	"hau阳平"	"白"	""	""	""
"1772"	"傲"	"傲"	"ŋau阳上"	""	""	""	""
"1773"	"蒿"	"蒿"	"o阴平"	"俗"	""	""	""
"1774"	"蒿"	"蒿"	"hau阴平"	"文"	""	""	""
"1775"	"薅"	"薅"	"kʰau阴平"	"白"	""	""	""
"1776"	"薅"	"薅"	"hau阴平"	"文"	""	""	""
"1777"	"好"	"好"	"hau阴上"	"文"	""	""	""
"1778"	"好"	"好"	"ho阴上"	"白"	""	""	""
"1779"	"耗"	"耗"	"hau去声"	"文"	""	""	""
"1780"	"耗"	"耗"	"ho去声"	"白"	""	""	""
"1781"	"豪"	"豪"	"hau阳平"	""	""	""	""
"1782"	"毫"	"毫"	"hau阳平"	""	""	""	""
"1783"	"號"	"号"	"hau阴平"	"文"	""	""	""
"1784"	"號"	"号"	"ho去声"	"白"	""	""	""
"1785"	"浩"	"浩"	"hau阳上"	""	""	""	""
"1786"	"爊"	"爊"	"ŋau阳平"	""	""	""	""
"1787"	"襖"	"袄"	"au阴上"	"文"	""	""	""
"1788"	"襖"	"袄"	"o阴上"	"白"	""	""	""
"1789"	"懊"	"懊"	"au去声"	"文"	""	""	""
"1790"	"懊"	"懊"	"o去声"	"白"	""	""	""
"1791"	"奥"	"奥"	"au去声"	"文"	""	""	""
"1792"	"奥"	"奥"	"o去声"	"白"	""	""	""
"1793"	"包"	"包"	"pau阴平"	""	""	""	""
"1794"	"胞"	"胞"	"pau阴平"	""	""	""	""
"1795"	"飽"	"饱"	"pau阴上"	"文"	""	""	""
"1796"	"飽"	"饱"	"pa阴上"	"白"	""	""	""
"1797"	"豹"	"豹"	"pau去声"	"文"	""	""	""
"1798"	"豹"	"豹"	"pa去声"	"白"	""	""	""
"1799"	"爆"	"爆"	"pau阳上"	""	""	""	""
"1800"	"爆"	"爆"	"pʰok阴入"	""	""	""	""
"1801"	"泡"	"泡"	"pʰau去声"	"文"	""	""	""
"1802"	"泡"	"泡"	"pʰau阴平"	"文"	""	""	""
"1803"	"泡"	"泡"	"pʰa阳上"	"白"	""	""	""
"1804"	"抛"	"抛"	"pʰau阴平"	"文"	""	""	""
"1805"	"抛"	"抛"	"pʰa阴平"	"白"	""	""	""
"1806"	"炮"	"炮"	"pʰau去声"	""	""	""	""
"1807"	"跑"	"跑"	"pʰau阴上"	""	""	""	""
"1808"	"鮑"	"鲍"	"pau阳上"	""	""	""	""
"1809"	"刨"	"刨"	"pau阴平"	""	""	""	""
"1810"	"茅"	"茅"	"mau阳平"	""	""	""	""
"1811"	"貓"	"猫"	"ŋiau阴平"	"文"	""	""	""
"1812"	"貓"	"猫"	"mau阴平"	"文"	""	""	""
"1813"	"貓"	"猫"	"ba阴平"	"白"	""	""	""
"1814"	"卯"	"卯"	"bau阴上"	""	""	""	""
"1815"	"貌"	"貌"	"mau阳上"	""	""	""	""
"1816"	"鐃"	"铙"	"nau阴平"	""	""	""	""
"1817"	"撓"	"挠"	"ŋiau阴平"	"俗"	""	""	""
"1818"	"撓"	"挠"	"nau阴平"	"文"	""	""	""
"1819"	"撓"	"挠"	"la阳上"	"白"	""	""	""
"1820"	"鬧"	"闹"	"lau去声"	""	""	""	""
"1821"	"鬧"	"闹"	"nau阳上"	""	""	""	""
"1822"	"鬧"	"闹"	"nau去声"	""	""	""	""
"1823"	"罩"	"罩"	"tsau去声"	"文"	""	""	""
"1824"	"罩"	"罩"	"tã去声"	"白"	""	""	""
"1825"	"抓"	"抓"	"tsau阴上"	""	""	""	""
"1826"	"抓"	"抓"	"tsiau阴上"	""	""	""	""
"1827"	"爪"	"爪"	"dziau阴上"	""	""	""	""
"1828"	"找"	"找"	"tsau阳上"	"文"	""	""	""
"1829"	"找"	"找"	"tau阴上"	"俗"	""	""	""
"1830"	"笊"	"笊"	"tsau阴上"	""	""	""	""
"1831"	"抄"	"抄"	"tsʰau阴平"	""	""	""	""
"1832"	"鈔"	"钞"	"tsʰau阴平"	""	""	""	""
"1833"	"炒"	"炒"	"tsʰa阴上"	"白"	""	""	""
"1834"	"炒"	"炒"	"tsʰau阴上"	"文"	""	""	""
"1835"	"吵"	"吵"	"tsʰau阴平"	""	""	""	""
"1836"	"巢"	"巢"	"tsʰau阳平"	""	""	""	""
"1837"	"梢"	"梢"	"sau阴平"	""	""	""	""
"1838"	"梢"	"梢"	"siau阴平"	"又"	""	""	""
"1839"	"捎"	"捎"	"sau阴平"	""	""	""	""
"1840"	"捎"	"捎"	"siau阴平"	"又"	""	""	""
"1841"	"稍"	"稍"	"siau阴上"	""	""	""	""
"1842"	"稍"	"稍"	"siau阴平"	"又"	""	""	""
"1843"	"潲"	"潲"	"sau去声"	""	""	""	""
"1844"	"交"	"交"	"kau阴平"	""	""	""	""
"1845"	"郊"	"郊"	"kau阴平"	""	""	""	""
"1846"	"膠"	"胶"	"ka阴平"	""	""	""	""
"1847"	"教"	"教"	"ka去声"	"白"	""	""	""
"1848"	"教"	"教"	"kau去声"	"文"	""	""	""
"1849"	"絞"	"绞"	"ka阴上"	"白"	""	""	""
"1850"	"絞"	"绞"	"kau阴上"	"文"	""	""	""
"1851"	"狡"	"狡"	"kau阴上"	""	""	""	""
"1852"	"鉸"	"铰"	"ka阴平"	""	""	""	""
"1853"	"搞"	"搞"	"kau阴上"	"文"	""	""	""
"1854"	"搞"	"搞"	"kiau阴上"	"文"	""	""	""
"1855"	"攪"	"搅"	"ka阴上"	"白"	""	""	""
"1856"	"攪"	"搅"	"kiau阴上"	"文"	""	""	""
"1857"	"較"	"较"	"ka去声"	"白"	""	""	""
"1858"	"較"	"较"	"kau去声"	"文"	""	""	""
"1859"	"較"	"较"	"kaʔ阴入"	"文"	""	""	""
"1860"	"較"	"较"	"kʰaʔ阴入"	"文"	""	""	""
"1861"	"酵"	"酵"	"kã去声"	""	""	""	""
"1862"	"窖"	"窖"	"ka去声"	"白"	""	""	""
"1863"	"窖"	"窖"	"kiau去声"	"文"	""	""	""
"1864"	"校"	"校"	"ka去声"	"白"	""	""	""
"1865"	"校"	"校"	"hau阳上"	"文"	""	""	""
"1866"	"覺"	"觉"	"kak阴入"	""	""	""	""
"1867"	"敲"	"敲"	"kʰa去声"	"白"	""	""	""
"1868"	"敲"	"敲"	"kʰiau阴平"	"文"	""	""	""
"1869"	"巧"	"巧"	"kʰa阴上"	"白"	""	""	""
"1870"	"巧"	"巧"	"kʰiau阴上"	"文"	""	""	""
"1871"	"咬"	"咬"	"ka阳上"	""	""	""	""
"1872"	"咬"	"咬"	"ŋauʔ阴入"	"又"	""	""	""
"1873"	"孝"	"孝"	"ha去声"	"白"	""	""	""
"1874"	"孝"	"孝"	"hau去声"	"文"	""	""	""
"1875"	"肴"	"肴"	"iau阳平"	""	""	""	""
"1876"	"淆"	"淆"	"hiau阳平"	""	""	""	""
"1877"	"效"	"效"	"hau去声"	""	""	""	""
"1878"	"坳"	"坳"	"au阴平"	""	""	""	""
"1879"	"拗"	"拗"	"au阴上"	"文"	""	""	""
"1880"	"拗"	"拗"	"a阴上"	"白"	""	""	""
"1881"	"飈"	"飙"	"piau阴平"	""	""	""	""
"1882"	"標"	"标"	"pio阴平"	"白"	""	""	""
"1883"	"標"	"标"	"piau阴平"	"文"	""	""	""
"1884"	"標"	"标"	"pʰiau阴平"	"又"	""	""	""
"1885"	"表"	"表"	"pio阴上"	"白"	""	""	""
"1886"	"表"	"表"	"piau阴上"	"文"	""	""	""
"1887"	"錶"	"表"	"pio阴上"	"白"	""	""	""
"1888"	"錶"	"表"	"piau阴上"	"文"	""	""	""
"1889"	"錶"	"表"	"pio阴平"	"又"	""	""	""
"1890"	"飄"	"飘"	"pʰiau阴平"	""	""	""	""
"1891"	"漂"	"漂"	"pʰiau阴平"	"文"	""	""	""
"1892"	"漂"	"漂"	"pʰiau去声"	"文"	""	""	""
"1893"	"漂"	"漂"	"pʰio去声"	"白"	""	""	""
"1894"	"漂"	"漂"	"pʰiu去声"	"又"	""	""	""
"1895"	"票"	"票"	"pʰio去声"	"白"	""	""	""
"1896"	"票"	"票"	"pʰiau去声"	"文"	""	""	""
"1897"	"嫖"	"嫖"	"pʰiau阳平"	""	""	""	""
"1898"	"瓢"	"瓢"	"pʰiau阳平"	""	""	""	""
"1899"	"鰾"	"鳔"	"pio阳上"	""	""	""	""
"1900"	"鰾"	"鳔"	"piau阳上"	""	""	""	""
"1901"	"描"	"描"	"bio阳平"	"白"	""	""	""
"1902"	"描"	"描"	"miau阳平"	"文"	""	""	""
"1903"	"苗"	"苗"	"bio阳平"	"白"	""	""	""
"1904"	"苗"	"苗"	"miau阳平"	"文"	""	""	""
"1905"	"貓"	"猫"	"ŋiau阳平"	"文"	""	""	""
"1906"	"貓"	"猫"	"ba阳平"	"白"	""	""	""
"1907"	"藐"	"藐"	"mau阳上"	""	""	""	""
"1908"	"渺"	"渺"	"miau阴上"	""	""	""	""
"1909"	"秒"	"秒"	"miau阴上"	""	""	""	""
"1910"	"廟"	"庙"	"bio去声"	"白"	""	""	""
"1911"	"廟"	"庙"	"miau去声"	"文"	""	""	""
"1912"	"妙"	"妙"	"miau阳上"	""	""	""	""
"1913"	"燎"	"燎"	"liau阳平"	""	""	""	""
"1914"	"焦"	"焦"	"tsiau阴平"	""	""	""	""
"1915"	"椒"	"椒"	"tsio阴平"	""	""	""	""
"1916"	"剿"	"剿"	"tsiau阴上"	""	""	""	""
"1917"	"鍬"	"锹"	"tsʰiau阴平"	"文"	""	""	""
"1918"	"鍬"	"锹"	"tsʰiu阴平"	"又"	""	""	""
"1919"	"繰"	"缲"	"sau阴平"	""	""	""	""
"1920"	"悄"	"悄"	"tsʰiau阴上"	""	""	""	""
"1921"	"俏"	"俏"	"tsʰiau去声"	""	""	""	""
"1922"	"樵"	"樵"	"tsiau阴平"	""	""	""	""
"1923"	"瞧"	"瞧"	"tsʰiau阳平"	""	""	""	""
"1924"	"消"	"消"	"siau阴平"	""	""	""	""
"1925"	"宵"	"宵"	"siau阴平"	""	""	""	""
"1926"	"霄"	"霄"	"siau阴平"	"文"	""	""	""
"1927"	"霄"	"霄"	"sio阴平"	"白"	""	""	""
"1928"	"硝"	"硝"	"siau阴平"	""	""	""	""
"1929"	"銷"	"销"	"siau阴平"	""	""	""	""
"1930"	"小"	"小"	"siau阴上"	"文"	""	""	""
"1931"	"小"	"小"	"sio阴上"	"白"	""	""	""
"1932"	"笑"	"笑"	"tsʰio阴平"	"白"	""	""	""
"1933"	"笑"	"笑"	"siau阴平"	"文"	""	""	""
"1934"	"鞘"	"鞘"	"sau阴平"	""	""	""	""
"1935"	"鞘"	"鞘"	"siau阴平"	""	""	""	""
"1936"	"朝"	"朝"	"tsʰiau阳平"	""	""	""	""
"1937"	"朝"	"朝"	"tsiau阴平"	""	""	""	""
"1938"	"超"	"超"	"tʰiau阴平"	""	""	""	""
"1939"	"超"	"超"	"tʰiau阳平"	""	""	""	""
"1940"	"潮"	"潮"	"tio阳平"	"白"	""	""	""
"1941"	"潮"	"潮"	"tiau阳平"	"文"	""	""	""
"1942"	"趙"	"赵"	"tio阳上"	"白"	""	""	""
"1943"	"趙"	"赵"	"tsiau阳上"	"文"	""	""	""
"1944"	"兆"	"兆"	"tiau阳上"	"白"	""	""	""
"1945"	"兆"	"兆"	"tsiau阳上"	"文"	""	""	""
"1946"	"肇"	"肇"	"tiau阳上"	"白"	""	""	""
"1947"	"肇"	"肇"	"tsiau阳上"	"文"	""	""	""
"1948"	"召"	"召"	"tiau去声"	"白"	""	""	""
"1949"	"召"	"召"	"tsiau去声"	"文"	""	""	""
"1950"	"昭"	"昭"	"tsiau阴平"	""	""	""	""
"1951"	"招"	"招"	"tsiau阴平"	"文"	""	""	""
"1952"	"招"	"招"	"tsio阴平"	"白"	""	""	""
"1953"	"沼"	"沼"	"tsiau阴上"	""	""	""	""
"1954"	"照"	"照"	"tsio去声"	"白"	""	""	""
"1955"	"照"	"照"	"tsiau去声"	"文"	""	""	""
"1956"	"詔"	"诏"	"tsiau去声"	""	""	""	""
"1957"	"燒"	"烧"	"sio阴平"	""	""	""	""
"1958"	"少"	"少"	"tsio阴上"	"白"	""	""	""
"1959"	"少"	"少"	"siau阴上"	"文"	""	""	""
"1960"	"少"	"少"	"siau去声"	"文"	""	""	""
"1961"	"韶"	"韶"	"siau去声"	""	""	""	""
"1962"	"韶"	"韶"	"siau阴平"	""	""	""	""
"1963"	"紹"	"绍"	"siau阳上"	""	""	""	""
"1964"	"邵"	"邵"	"siau阳上"	"文"	""	""	""
"1965"	"邵"	"邵"	"sio去声"	"白"	""	""	""
"1966"	"饒"	"饶"	"dziau阳平"	""	""	""	""
"1967"	"擾"	"扰"	"dziau阴上"	""	""	""	""
"1968"	"繞"	"绕"	"dziau去声"	""	""	""	""
"1969"	"驕"	"骄"	"kiau阴平"	""	""	""	""
"1970"	"嬌"	"娇"	"kiau阴平"	""	""	""	""
"1971"	"矯"	"矫"	"kiau阴上"	""	""	""	""
"1972"	"喬"	"乔"	"kʰiau阳平"	""	""	""	""
"1973"	"橋"	"桥"	"kio阳平"	"白"	""	""	""
"1974"	"橋"	"桥"	"kiau阳平"	"文"	""	""	""
"1975"	"轎"	"轿"	"kio去声"	"白"	""	""	""
"1976"	"轎"	"轿"	"kiau去声"	"文"	""	""	""
"1977"	"囂"	"嚣"	"hiau阴平"	""	""	""	""
"1978"	"枵"	"枵"	"iau阴平"	""	""	""	""
"1979"	"妖"	"妖"	"iau阴平"	""	""	""	""
"1980"	"邀"	"邀"	"iau阴平"	""	""	""	""
"1981"	"邀"	"邀"	"kiau阴平"	""	""	""	""
"1982"	"腰"	"腰"	"io阴平"	""	""	""	""
"1983"	"要"	"要"	"iau阴平"	""	""	""	""
"1984"	"要"	"要"	"iau去声"	""	""	""	""
"1985"	"夭"	"夭"	"iau阴平"	""	""	""	""
"1986"	"搖"	"摇"	"iau阳平"	"文"	""	""	""
"1987"	"搖"	"摇"	"io阳平"	"白"	""	""	""
"1988"	"搖"	"摇"	"io去声"	"白"	""	""	""
"1989"	"謠"	"谣"	"iau阳平"	""	""	""	""
"1990"	"窯"	"窑"	"io阳平"	""	""	""	""
"1991"	"姚"	"姚"	"iau阳平"	"文"	""	""	""
"1992"	"姚"	"姚"	"io阳平"	"白"	""	""	""
"1993"	"舀"	"舀"	"io阴上"	""	""	""	""
"1994"	"耀"	"耀"	"iau阳上"	""	""	""	""
"1995"	"刁"	"刁"	"tiau阴平"	""	""	""	""
"1996"	"貂"	"貂"	"tiau阴平"	""	""	""	""
"1997"	"雕"	"雕"	"tiau阴平"	""	""	""	""
"1998"	"鳥"	"鸟"	"tsiau阴上"	""	""	""	""
"1999"	"吊"	"吊"	"tiau去声"	""	""	""	""
"2000"	"釣"	"钓"	"tio去声"	"白"	""	""	""
"2001"	"釣"	"钓"	"tiau去声"	"文"	""	""	""
"2002"	"挑"	"挑"	"tʰiau阴平"	"文"	""	""	""
"2003"	"挑"	"挑"	"tʰio阴平"	"白"	""	""	""
"2004"	"跳"	"跳"	"tʰiau去声"	"文"	""	""	""
"2005"	"跳"	"跳"	"tio阳平"	"白"	""	""	""
"2006"	"跳"	"跳"	"tio去声"	"白"	""	""	""
"2007"	"糶"	"粜"	"tʰio去声"	""	""	""	""
"2008"	"條"	"条"	"tiau阳平"	""	""	""	""
"2009"	"調"	"调"	"tiau去声"	""	""	""	""
"2010"	"調"	"调"	"tʰiau阳平"	""	""	""	""
"2011"	"掉"	"掉"	"tiau去声"	""	""	""	""
"2012"	"尿"	"尿"	"dzio去声"	""	""	""	""
"2013"	"尿"	"尿"	"sui阴平"	"文"	""	""	""
"2014"	"尿"	"尿"	"su阴平"	"白"	""	""	""
"2015"	"聊"	"聊"	"liau阳平"	""	""	""	""
"2016"	"遼"	"辽"	"liau阳平"	""	""	""	""
"2017"	"撩"	"撩"	"liau阳平"	""	""	""	""
"2018"	"寥"	"寥"	"liau阳平"	""	""	""	""
"2019"	"廖"	"廖"	"liau去声"	""	""	""	""
"2020"	"了"	"了"	"liau阴上"	""	""	""	""
"2021"	"了"	"了"	"liau去声"	""	""	""	""
"2022"	"瞭"	"瞭"	"liau阳平"	""	""	""	""
"2023"	"瞭"	"瞭"	"liau阴上"	""	""	""	""
"2024"	"料"	"料"	"liau去声"	""	""	""	""
"2025"	"簫"	"箫"	"siau阴平"	""	""	""	""
"2026"	"蕭"	"萧"	"siau阴平"	""	""	""	""
"2027"	"嘯"	"啸"	"siau去声"	""	""	""	""
"2028"	"澆"	"浇"	"kiau阴平"	""	""	""	""
"2029"	"繳"	"缴"	"kiau阴上"	""	""	""	""
"2030"	"叫"	"叫"	"kio去声"	""	""	""	""
"2031"	"竅"	"窍"	"kʰiau去声"	""	""	""	""
"2032"	"堯"	"尧"	"ŋiau阳平"	""	""	""	""
"2033"	"曉"	"晓"	"hiau阴上"	""	""	""	""
"2034"	"么"	"么"	"iau阴平"	"文"	""	""	""
"2035"	"么"	"么"	"io阴平"	"白"	""	""	""
"2036"	"杳"	"杳"	"iau阴上"	""	""	""	""
"2037"	"剖"	"剖"	"pʰou阴上"	"文"	""	""	""
"2038"	"剖"	"剖"	"pʰau阴上"	"白"	""	""	""
"2039"	"某"	"某"	"mou阴上"	""	""	""	""
"2040"	"畝"	"亩"	"bou阴上"	""	""	""	""
"2041"	"牡"	"牡"	"bou阴上"	""	""	""	""
"2042"	"拇"	"拇"	"m阴上"	""	""	""	""
"2043"	"拇"	"拇"	"bo阴上"	"又"	""	""	""
"2044"	"拇"	"拇"	"mu阴上"	"文"	""	""	""
"2045"	"母"	"母"	"bo阴上"	"白"	""	""	""
"2046"	"母"	"母"	"m阴上"	"白"	""	""	""
"2047"	"母"	"母"	"bou阴上"	"白"	""	""	""
"2048"	"母"	"母"	"mu阴上"	"文"	""	""	""
"2049"	"茂"	"茂"	"mou阳上"	"文"	""	""	""
"2050"	"茂"	"茂"	"mau阳上"	"白"	""	""	""
"2051"	"戊"	"戊"	"bou去声"	""	""	""	""
"2052"	"貿"	"贸"	"mou去声"	"文"	""	""	""
"2053"	"貿"	"贸"	"mau去声"	"白"	""	""	""
"2054"	"兜"	"兜"	"tou阴平"	"文"	""	""	""
"2055"	"兜"	"兜"	"tau阴平"	"白"	""	""	""
"2056"	"斗"	"斗"	"tou去声"	"文"	""	""	""
"2057"	"斗"	"斗"	"tau去声"	"白"	""	""	""
"2058"	"斗"	"斗"	"tau阴上"	"又"	""	""	""
"2059"	"抖"	"抖"	"tou阴上"	"文"	""	""	""
"2060"	"抖"	"抖"	"tau阴上"	"白"	""	""	""
"2061"	"陡"	"陡"	"tou阴上"	"文"	""	""	""
"2062"	"陡"	"陡"	"tau阴上"	"白"	""	""	""
"2063"	"鬥"	"斗"	"tou去声"	"文"	""	""	""
"2064"	"鬥"	"斗"	"tau去声"	"白"	""	""	""
"2065"	"鬥"	"斗"	"tau阴上"	"又"	""	""	""
"2066"	"偷"	"偷"	"tʰau阴平"	""	""	""	""
"2067"	"透"	"透"	"tʰau去声"	""	""	""	""
"2068"	"頭"	"头"	"tʰau阳平"	""	""	""	""
"2069"	"投"	"投"	"tau阳平"	""	""	""	""
"2070"	"投"	"投"	"tʰau阳平"	""	""	""	""
"2071"	"豆"	"豆"	"tau去声"	"白"	""	""	""
"2072"	"豆"	"豆"	"tou阳上"	"文"	""	""	""
"2073"	"逗"	"逗"	"tau去声"	"白"	""	""	""
"2074"	"逗"	"逗"	"tou阳上"	"文"	""	""	""
"2075"	"耨"	"耨"	"nau去声"	""	""	""	""
"2076"	"樓"	"楼"	"lau阳平"	"白"	""	""	""
"2077"	"樓"	"楼"	"liu阳平"	"又"	""	""	""
"2078"	"摟"	"搂"	"lau阴上"	"白"	""	""	""
"2079"	"摟"	"搂"	"lou阴上"	"文"	""	""	""
"2080"	"簍"	"篓"	"lau阴上"	""	""	""	""
"2081"	"漏"	"漏"	"lau去声"	"白"	""	""	""
"2082"	"漏"	"漏"	"lou去声"	"文"	""	""	""
"2083"	"陋"	"陋"	"lau去声"	"白"	""	""	""
"2084"	"陋"	"陋"	"lou阳上"	"文"	""	""	""
"2085"	"走"	"走"	"tsau阴上"	""	""	""	""
"2086"	"奏"	"奏"	"tsau去声"	"白"	""	""	""
"2087"	"奏"	"奏"	"tsou去声"	"文"	""	""	""
"2088"	"凑"	"凑"	"tsʰou去声"	"文"	""	""	""
"2089"	"凑"	"凑"	"tsʰau去声"	"白"	""	""	""
"2090"	"叟"	"叟"	"sau阴上"	"白"	""	""	""
"2091"	"叟"	"叟"	"sou阴上"	"文"	""	""	""
"2092"	"嗽"	"嗽"	"sau去声"	""	""	""	""
"2093"	"勾"	"勾"	"kau阴平"	"白"	""	""	""
"2094"	"勾"	"勾"	"kou阴平"	"文"	""	""	""
"2095"	"鉤"	"钩"	"kau阴平"	"白"	""	""	""
"2096"	"鉤"	"钩"	"kou阴平"	"文"	""	""	""
"2097"	"溝"	"沟"	"kau阴平"	"白"	""	""	""
"2098"	"溝"	"沟"	"kou阴平"	"文"	""	""	""
"2099"	"狗"	"狗"	"kau阴上"	""	""	""	""
"2100"	"苟"	"苟"	"kou阴上"	""	""	""	""
"2101"	"垢"	"垢"	"kau阴上"	"白"	""	""	""
"2102"	"垢"	"垢"	"kou阴上"	"文"	""	""	""
"2103"	"彀"	"彀"	"kou去声"	""	""	""	""
"2104"	"夠"	"够"	"kau去声"	"白"	""	""	""
"2105"	"夠"	"够"	"kou去声"	"文"	""	""	""
"2106"	"構"	"构"	"kau去声"	"白"	""	""	""
"2107"	"構"	"构"	"kou去声"	"文"	""	""	""
"2108"	"購"	"购"	"kou去声"	""	""	""	""
"2109"	"媾"	"媾"	"kou去声"	""	""	""	""
"2110"	"摳"	"抠"	"kʰau阴平"	""	""	""	""
"2111"	"口"	"口"	"kʰau阴上"	"白"	""	""	""
"2112"	"口"	"口"	"kʰou阴上"	"文"	""	""	""
"2113"	"叩"	"叩"	"kʰau去声"	"白"	""	""	""
"2114"	"叩"	"叩"	"kʰo去声"	"又"	""	""	""
"2115"	"扣"	"扣"	"kʰau去声"	"白"	""	""	""
"2116"	"扣"	"扣"	"kʰa去声"	"又"	""	""	""
"2117"	"扣"	"扣"	"kʰou去声"	"文"	""	""	""
"2118"	"寇"	"寇"	"kʰau去声"	"白"	""	""	""
"2119"	"寇"	"寇"	"kʰou去声"	"文"	""	""	""
"2120"	"藕"	"藕"	"nau阴上"	""	""	""	""
"2121"	"藕"	"藕"	"ŋau阴上"	""	""	""	""
"2122"	"偶"	"偶"	"ŋou阴上"	""	""	""	""
"2123"	"吼"	"吼"	"hau阴上"	""	""	""	""
"2124"	"蔻"	"蔻"	"kʰou去声"	""	""	""	""
"2125"	"侯"	"侯"	"kau阳平"	"白"	""	""	""
"2126"	"侯"	"侯"	"hou阳平"	"文"	""	""	""
"2127"	"侯"	"侯"	"hau去声"	"白"	""	""	""
"2128"	"喉"	"喉"	"au阳平"	""	""	""	""
"2129"	"猴"	"猴"	"kau阳平"	""	""	""	""
"2130"	"後"	"后"	"au阳上"	""	""	""	""
"2131"	"後"	"后"	"hau阳上"	""	""	""	""
"2132"	"厚"	"厚"	"kau阳上"	"白"	""	""	""
"2133"	"厚"	"厚"	"hou阳上"	"文"	""	""	""
"2134"	"后"	"后"	"hou阳上"	""	""	""	""
"2135"	"候"	"候"	"hau去声"	"白"	""	""	""
"2136"	"候"	"候"	"hou去声"	"文"	""	""	""
"2137"	"謳"	"讴"	"au阴平"	""	""	""	""
"2138"	"歐"	"欧"	"au阴平"	""	""	""	""
"2139"	"嘔"	"呕"	"au阴上"	""	""	""	""
"2140"	"毆"	"殴"	"au阴上"	""	""	""	""
"2141"	"漚"	"沤"	"au阴平"	""	""	""	""
"2142"	"漚"	"沤"	"au去声"	""	""	""	""
"2143"	"慪"	"怄"	"au去声"	""	""	""	""
"2144"	"否"	"否"	"hoũ阴上"	""	""	""	""
"2145"	"否"	"否"	"pʰi阴上"	""	""	""	""
"2146"	"否"	"否"	"pʰai阴上"	""	""	""	""
"2147"	"富"	"富"	"pu去声"	""	""	""	""
"2148"	"富"	"富"	"pʰou去声"	"地名"	""	""	""
"2149"	"副"	"副"	"hu去声"	""	""	""	""
"2150"	"浮"	"浮"	"pʰu阳平"	"白"	""	""	""
"2151"	"浮"	"浮"	"hu阳平"	"文"	""	""	""
"2152"	"阜"	"阜"	"hu阳上"	""	""	""	""
"2153"	"負"	"负"	"hu阳上"	""	""	""	""
"2154"	"婦"	"妇"	"pu阳上"	"白"	""	""	""
"2155"	"婦"	"妇"	"hu阳上"	"文"	""	""	""
"2156"	"復"	"复"	"hiũ去声"	"文"	""	""	""
"2157"	"復"	"复"	"hok阳入"	"文"	""	""	""
"2158"	"謀"	"谋"	"mou阳平"	""	""	""	""
"2159"	"矛"	"矛"	"mau阳平"	""	""	""	""
"2160"	"眸"	"眸"	"mou阳平"	""	""	""	""
"2161"	"紐"	"纽"	"nau阳上"	"白"	""	""	""
"2162"	"紐"	"纽"	"niu阴上"	"文"	""	""	""
"2163"	"扭"	"扭"	"nau阳上"	"白"	""	""	""
"2164"	"扭"	"扭"	"niu阴上"	"文"	""	""	""
"2165"	"留"	"留"	"lau阳平"	"白"	""	""	""
"2166"	"留"	"留"	"liu阳平"	"文"	""	""	""
"2167"	"榴"	"榴"	"liu阳平"	""	""	""	""
"2168"	"劉"	"刘"	"lau阳平"	"白"	""	""	""
"2169"	"劉"	"刘"	"liu阳平"	"文"	""	""	""
"2170"	"流"	"流"	"lau阳平"	"白"	""	""	""
"2171"	"流"	"流"	"liu阳平"	"文"	""	""	""
"2172"	"硫"	"硫"	"liu阳平"	""	""	""	""
"2173"	"琉"	"琉"	"liu阳平"	""	""	""	""
"2174"	"柳"	"柳"	"liu阴上"	""	""	""	""
"2175"	"溜"	"溜"	"liu去声"	"文"	""	""	""
