"繁體"	"简体"	"拼音"	"音標"	"註釋"	"聲"	"韻"	"調"
"□"	"□"	"shian1"	"ɕiaŋ˦˦"	"兇"	"ɕ"	"iaŋ"	"˦˦"
"興"	"兴"	"shian5"	"ɕiaŋ˥˨"		"ɕ"	"iaŋ"	"˥˨"
"應"	"应"	"ian5"	"ʔiaŋ˥˨"		"ʔ"	"iaŋ"	"˥˨"
"鷹"	"鹰"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"應"	"应"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"蠅"	"蝇"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"孕"	"孕"	"yan6"	"jaŋ˨˨"		"j"	"aŋ"	"˨˨"
"北"	"北"	"pe7"	"pe˧˨˨"		"p"	"e"	"˧˨˨"
"墨"	"墨"	"me7"	"me˧˨˨"		"m"	"e"	"˧˨˨"
"默"	"默"	"me7"	"me˧˨˨"		"m"	"e"	"˧˨˨"
"德"	"德"	"te7"	"te˧˨˨"		"t"	"e"	"˧˨˨"
"得"	"得"	"te7"	"te˧˨˨"		"t"	"e"	"˧˨˨"
"忒"	"忒"	"the7"	"tʰe˧˨˨"		"tʰ"	"e"	"˧˨˨"
"特"	"特"	"the7"	"tʰe˧˨˨"		"tʰ"	"e"	"˧˨˨"
"肋"	"肋"	"le7"	"le˧˨˨"		"l"	"e"	"˧˨˨"
"勒"	"勒"	"le7"	"le˧˨˨"		"l"	"e"	"˧˨˨"
"則"	"则"	"tse7"	"tse˧˨˨"		"ts"	"e"	"˧˨˨"
"賊"	"贼"	"ze7"	"ze˧˨˨"		"z"	"e"	"˧˨˨"
"塞"	"塞"	"se7"	"se˧˨˨"		"s"	"e"	"˧˨˨"
"刻"	"刻"	"khe7"	"kʰe˧˨˨"		"kʰ"	"e"	"˧˨˨"
"克"	"克"	"khe7"	"kʰe˧˨˨"		"kʰ"	"e"	"˧˨˨"
"黑"	"黑"	"he7"	"he˧˨˨"		"h"	"e"	"˧˨˨"
"逼"	"逼"	"pei7"	"pei˧˨˨"		"p"	"ei"	"˧˨˨"
"匿"	"匿"	"gni8"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"力"	"力"	"lei8"	"lei˨˩˩"		"l"	"ei"	"˨˩˩"
"即"	"即"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"鯽"	"鲫"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"稷"	"稷"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"息"	"息"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"熄"	"熄"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"媳"	"媳"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"飭"	"饬"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"直"	"直"	"dzei8"	"dzei˨˩˩"		"dz"	"ei"	"˨˩˩"
"值"	"值"	"dzei8"	"dzei˨˩˩"		"dz"	"ei"	"˨˩˩"
"側"	"侧"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"測"	"测"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"惻"	"恻"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"色"	"色"	"se7"	"se˧˨˨"		"s"	"e"	"˧˨˨"
"織"	"织"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"職"	"职"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"食"	"食"	"zei8"	"zei˨˩˩"		"z"	"ei"	"˨˩˩"
"蝕"	"蚀"	"zei8"	"zei˨˩˩"		"z"	"ei"	"˨˩˩"
"識"	"识"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"式"	"式"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"飾"	"饰"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"殖"	"殖"	"dzei8"	"dzei˨˩˩"		"dz"	"ei"	"˨˩˩"
"植"	"植"	"dzei8"	"dzei˨˩˩"		"dz"	"ei"	"˨˩˩"
"棘"	"棘"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"極"	"极"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"憶"	"忆"	"i5"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"億"	"亿"	"i5"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"抑"	"抑"	"i5"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"弋"	"弋"	"i5"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"翼"	"翼"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"弘"	"弘"	"ghon2"	"ɦoŋ˧˩"		"ɦ"	"oŋ"	"˧˩"
"國"	"国"	"ke8"	"ke˨˩˩"		"k"	"e"	"˨˩˩"
"或"	"或"	"va8"	"va˨˩˩"		"v"	"a"	"˨˩˩"
"惑"	"惑"	"va8"	"va˨˩˩"		"v"	"a"	"˨˩˩"
"域"	"域"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"烹"	"烹"	"pha1"	"pʰa˦˦"		"pʰ"	"a"	"˦˦"
"彭"	"彭"	"ba2"	"ba˧˩"		"b"	"a"	"˧˩"
"膨"	"膨"	"ba2"	"ba˧˩"		"b"	"a"	"˧˩"
"盲"	"盲"	"ma2"	"ma˧˩"		"m"	"a"	"˧˩"
"猛"	"猛"	"ma4"	"ma˩˧"		"m"	"a"	"˩˧"
"孟"	"孟"	"ma6"	"ma˨˨"		"m"	"a"	"˨˨"
"打"	"打"	"ta3"	"ta˧˥"		"t"	"a"	"˧˥"
"冷"	"冷"	"la4"	"la˩˧"		"l"	"a"	"˩˧"
"撐"	"撑"	"tsha1"	"tsʰa˦˦"		"tsʰ"	"a"	"˦˦"
"澄"	"澄"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"鐺"	"铛"	"tsha1"	"tsʰa˦˦"		"tsʰ"	"a"	"˦˦"
"鐺"	"铛"	"to1"	"to˦˦"		"t"	"o"	"˦˦"
"生"	"生"	"sa1"	"sa˦˦"		"s"	"a"	"˦˦"
"牲"	"牲"	"sa1"	"sa˦˦"		"s"	"a"	"˦˦"
"笙"	"笙"	"sa1"	"sa˦˦"		"s"	"a"	"˦˦"
"甥"	"甥"	"sa1"	"sa˦˦"		"s"	"a"	"˦˦"
"省"	"省"	"sa3"	"sa˧˥"		"s"	"a"	"˧˥"
"更"	"更"	"ka5"	"ka˥˨"		"k"	"a"	"˥˨"
"庚"	"庚"	"ka1"	"ka˦˦"		"k"	"a"	"˦˦"
"羹"	"羹"	"ka1"	"ka˦˦"		"k"	"a"	"˦˦"
"哽"	"哽"	"ka3"	"ka˧˥"		"k"	"a"	"˧˥"
"更"	"更"	"ka1"	"ka˦˦"		"k"	"a"	"˦˦"
"坑"	"坑"	"kha1"	"kʰa˦˦"		"kʰ"	"a"	"˦˦"
"硬"	"硬"	"nga6"	"ŋa˨˨"		"ŋ"	"a"	"˨˨"
"㧸"	"㧸"	"ha5"	"ha˥˨"	"從高向低處打"	"h"	"a"	"˥˨"
"亨"	"亨"	"ha5"	"ha˥˨"		"h"	"a"	"˥˨"
"行"	"行"	"shian3"	"ɕiaŋ˧˥"		"ɕ"	"iaŋ"	"˧˥"
"行"	"行"	"gha2"	"ɦa˧˩"		"ɦ"	"a"	"˧˩"
"衡"	"衡"	"gha2"	"ɦa˧˩"		"ɦ"	"a"	"˧˩"
"杏"	"杏"	"gha4"	"ɦa˩˧"		"ɦ"	"a"	"˩˧"
"行"	"行"	"gho2"	"ɦo˧˩"		"ɦ"	"o"	"˧˩"
"浜"	"浜"	"pen1"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"迸"	"迸"	"pon5"	"poŋ˥˨"		"p"	"oŋ"	"˥˨"
"棚"	"棚"	"bon2"	"boŋ˧˩"		"b"	"oŋ"	"˧˩"
"萌"	"萌"	"ma2"	"ma˧˩"		"m"	"a"	"˧˩"
"爭"	"争"	"dza6"	"dza˨˨"		"dz"	"a"	"˨˨"
"爭"	"争"	"dza2"	"dza˧˩"		"dz"	"a"	"˧˩"
"爭"	"争"	"tsa1"	"tsa˦˦"		"ts"	"a"	"˦˦"
"箏"	"筝"	"tsan1"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"睜"	"睁"	"tsa1"	"tsa˦˦"		"ts"	"a"	"˦˦"
"耕"	"耕"	"ka1"	"ka˦˦"		"k"	"a"	"˦˦"
"耿"	"耿"	"ka3"	"ka˧˥"		"k"	"a"	"˧˥"
"莖"	"茎"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"幸"	"幸"	"gha4"	"ɦa˩˧"		"ɦ"	"a"	"˩˧"
"鶯"	"莺"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"鸚"	"鹦"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"櫻"	"樱"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"兵"	"兵"	"pen1"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"丙"	"丙"	"pen3"	"pəŋ˧˥"		"p"	"əŋ"	"˧˥"
"秉"	"秉"	"pen3"	"pəŋ˧˥"		"p"	"əŋ"	"˧˥"
"柄"	"柄"	"pen3"	"pəŋ˧˥"		"p"	"əŋ"	"˧˥"
"平"	"平"	"ben2"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"評"	"评"	"ben2"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"病"	"病"	"ben6"	"bəŋ˨˨"		"b"	"əŋ"	"˨˨"
"明"	"明"	"man2"	"maŋ˧˩"		"m"	"aŋ"	"˧˩"
"明"	"明"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"鳴"	"鸣"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"盟"	"盟"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"皿"	"皿"	"men4"	"məŋ˩˧"		"m"	"əŋ"	"˩˧"
"命"	"命"	"men6"	"məŋ˨˨"		"m"	"əŋ"	"˨˨"
"京"	"京"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"荊"	"荆"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"驚"	"惊"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"境"	"境"	"cian3"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"景"	"景"	"cian3"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"警"	"警"	"cian3"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"敬"	"敬"	"cian3"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"竟"	"竟"	"cian5"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"鏡"	"镜"	"cian5"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"卿"	"卿"	"chian1"	"tɕʰiaŋ˦˦"		"tɕʰ"	"iaŋ"	"˦˦"
"慶"	"庆"	"chian5"	"tɕʰiaŋ˥˨"		"tɕʰ"	"iaŋ"	"˥˨"
"擎"	"擎"	"jian2"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"鯨"	"鲸"	"jian2"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"競"	"竞"	"jian6"	"dʑiaŋ˨˨"		"dʑ"	"iaŋ"	"˨˨"
"迎"	"迎"	"gnian2"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"英"	"英"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"影"	"影"	"ian3"	"ʔiaŋ˧˥"		"ʔ"	"iaŋ"	"˧˥"
"映"	"映"	"ian5"	"ʔiaŋ˥˨"		"ʔ"	"iaŋ"	"˥˨"
"餅"	"饼"	"pen3"	"pəŋ˧˥"		"p"	"əŋ"	"˧˥"
"並"	"并"	"pen5"	"pəŋ˥˨"		"p"	"əŋ"	"˥˨"
"聘"	"聘"	"phen5"	"pʰəŋ˥˨"		"pʰ"	"əŋ"	"˥˨"
"名"	"名"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"領"	"领"	"len4"	"ləŋ˩˧"		"l"	"əŋ"	"˩˧"
"嶺"	"岭"	"len4"	"ləŋ˩˧"		"l"	"əŋ"	"˩˧"
"拎"	"拎"	"len1"	"ləŋ˦˦"		"ʔl"	"əŋ"	"˦˦"
"令"	"令"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"令"	"令"	"len6"	"ləŋ˨˨"		"l"	"əŋ"	"˨˨"
"精"	"精"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"晶"	"晶"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"旌"	"旌"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"睛"	"睛"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"井"	"井"	"tsen3"	"tsəŋ˧˥"		"ts"	"əŋ"	"˧˥"
"清"	"清"	"tshen1"	"tsʰəŋ˦˦"		"tsʰ"	"əŋ"	"˦˦"
"請"	"请"	"tshen3"	"tsʰəŋ˧˥"		"tsʰ"	"əŋ"	"˧˥"
"情"	"情"	"zen6"	"zəŋ˨˨"		"z"	"əŋ"	"˨˨"
"晴"	"晴"	"zen6"	"zəŋ˨˨"		"z"	"əŋ"	"˨˨"
"靜"	"静"	"zen6"	"zəŋ˨˨"		"z"	"əŋ"	"˨˨"
"淨"	"净"	"dzen6"	"dzəŋ˨˨"		"dz"	"əŋ"	"˨˨"
"省"	"省"	"sen3"	"səŋ˧˥"		"s"	"əŋ"	"˧˥"
"性"	"性"	"sen5"	"səŋ˥˨"		"s"	"əŋ"	"˥˨"
"姓"	"姓"	"sen5"	"səŋ˥˨"		"s"	"əŋ"	"˥˨"
"貞"	"贞"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"蟶"	"蛏"	"tshen1"	"tsʰəŋ˦˦"		"tsʰ"	"əŋ"	"˦˦"
"偵"	"侦"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"逞"	"逞"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"呈"	"呈"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"程"	"程"	"dzen2"	"dzəŋ˧˩"		"dz"	"əŋ"	"˧˩"
"鄭"	"郑"	"dzen6"	"dzəŋ˨˨"		"dz"	"əŋ"	"˨˨"
"正"	"正"	"tsen5"	"tsəŋ˥˨"		"ts"	"əŋ"	"˥˨"
"征"	"征"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"整"	"整"	"tsen3"	"tsəŋ˧˥"		"ts"	"əŋ"	"˧˥"
"政"	"政"	"tsen5"	"tsəŋ˥˨"		"ts"	"əŋ"	"˥˨"
"正"	"正"	"tsen1"	"tsəŋ˦˦"		"ts"	"əŋ"	"˦˦"
"聲"	"声"	"sen1"	"səŋ˦˦"		"s"	"əŋ"	"˦˦"
"聖"	"圣"	"sen5"	"səŋ˥˨"		"s"	"əŋ"	"˥˨"
"城"	"城"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"成"	"成"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"誠"	"诚"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"盛"	"盛"	"zen2"	"zəŋ˧˩"		"z"	"əŋ"	"˧˩"
"盛"	"盛"	"zen6"	"zəŋ˨˨"		"z"	"əŋ"	"˨˨"
"頸"	"颈"	"cian3"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"勁"	"劲"	"jian6"	"dʑiaŋ˨˨"		"dʑ"	"iaŋ"	"˨˨"
"勁"	"劲"	"cian5"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"輕"	"轻"	"chian1"	"tɕʰiaŋ˦˦"		"tɕʰ"	"iaŋ"	"˦˦"
"嬰"	"婴"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"纓"	"缨"	"ian1"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"盈"	"盈"	"yan2"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"贏"	"赢"	"yan2"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"姘"	"姘"	"phen1"	"pʰəŋ˦˦"		"pʰ"	"əŋ"	"˦˦"
"拼"	"拼"	"phen1"	"pʰəŋ˦˦"		"pʰ"	"əŋ"	"˦˦"
"瓶"	"瓶"	"ben2"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"屏"	"屏"	"pen5"	"pəŋ˥˨"		"p"	"əŋ"	"˥˨"
"屏"	"屏"	"ben2"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"並"	"并"	"ben4"	"bəŋ˩˧"		"b"	"əŋ"	"˩˧"
"銘"	"铭"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"冥"	"冥"	"men2"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"丁"	"丁"	"ten1"	"təŋ˦˦"		"t"	"əŋ"	"˦˦"
"釘"	"钉"	"ten1"	"təŋ˦˦"		"t"	"əŋ"	"˦˦"
"頂"	"顶"	"ten3"	"təŋ˧˥"		"t"	"əŋ"	"˧˥"
"鼎"	"鼎"	"ten3"	"təŋ˧˥"		"t"	"əŋ"	"˧˥"
"釘"	"钉"	"ten5"	"təŋ˥˨"		"t"	"əŋ"	"˥˨"
"訂"	"订"	"ten5"	"təŋ˥˨"		"t"	"əŋ"	"˥˨"
"聽"	"听"	"then1"	"tʰəŋ˦˦"		"tʰ"	"əŋ"	"˦˦"
"汀"	"汀"	"then1"	"tʰəŋ˦˦"		"tʰ"	"əŋ"	"˦˦"
"廳"	"厅"	"then1"	"tʰəŋ˦˦"		"tʰ"	"əŋ"	"˦˦"
"聽"	"听"	"then1"	"tʰəŋ˦˦"		"tʰ"	"əŋ"	"˦˦"
"廷"	"廷"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"停"	"停"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"亭"	"亭"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"庭"	"庭"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"蜓"	"蜓"	"den2"	"dəŋ˧˩"		"d"	"əŋ"	"˧˩"
"挺"	"挺"	"then3"	"tʰəŋ˧˥"		"tʰ"	"əŋ"	"˧˥"
"艇"	"艇"	"then3"	"tʰəŋ˧˥"		"tʰ"	"əŋ"	"˧˥"
"錠"	"锭"	"den6"	"dəŋ˨˨"		"d"	"əŋ"	"˨˨"
"定"	"定"	"den6"	"dəŋ˨˨"		"d"	"əŋ"	"˨˨"
"寧"	"宁"	"gnian2"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"寧"	"宁"	"gnian6"	"ȵiaŋ˨˨"		"ȵ"	"iaŋ"	"˨˨"
"佞"	"佞"	"gnian6"	"ȵiaŋ˨˨"		"ȵ"	"iaŋ"	"˨˨"
"靈"	"灵"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"零"	"零"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"鈴"	"铃"	"len1"	"ləŋ˦˦"		"ʔl"	"əŋ"	"˦˦"
"鈴"	"铃"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"伶"	"伶"	"len2"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"另"	"另"	"len6"	"ləŋ˨˨"		"l"	"əŋ"	"˨˨"
"青"	"青"	"tshen1"	"tsʰəŋ˦˦"		"tsʰ"	"əŋ"	"˦˦"
"蜻"	"蜻"	"tshen1"	"tsʰəŋ˦˦"		"tsʰ"	"əŋ"	"˦˦"
"星"	"星"	"sen1"	"səŋ˦˦"		"s"	"əŋ"	"˦˦"
"腥"	"腥"	"sen1"	"səŋ˦˦"		"s"	"əŋ"	"˦˦"
"醒"	"醒"	"sen3"	"səŋ˧˥"		"s"	"əŋ"	"˧˥"
"經"	"经"	"cian1"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"徑"	"径"	"cian5"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"磬"	"磬"	"chian5"	"tɕʰiaŋ˥˨"		"tɕʰ"	"iaŋ"	"˥˨"
"馨"	"馨"	"shian1"	"ɕiaŋ˦˦"		"ɕ"	"iaŋ"	"˦˦"
"刑"	"刑"	"yan2"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"型"	"型"	"yan2"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"形"	"形"	"yan2"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"百"	"百"	"pa7"	"pa˧˨˨"		"p"	"a"	"˧˨˨"
"柏"	"柏"	"pa7"	"pa˧˨˨"		"p"	"a"	"˧˨˨"
"伯"	"伯"	"pa7"	"pa˧˨˨"		"p"	"a"	"˧˨˨"
"迫"	"迫"	"pa7"	"pa˧˨˨"		"p"	"a"	"˧˨˨"
"拍"	"拍"	"pha7"	"pʰa˧˨˨"		"pʰ"	"a"	"˧˨˨"
"珀"	"珀"	"ba7"	"ba˧˨˨"		"b"	"a"	"˧˨˨"
"魄"	"魄"	"pha7"	"pʰa˧˨˨"		"pʰ"	"a"	"˧˨˨"
"白"	"白"	"ba8"	"ba˨˩˩"		"b"	"a"	"˨˩˩"
"帛"	"帛"	"ba8"	"ba˨˩˩"		"b"	"a"	"˨˩˩"
"陌"	"陌"	"mo8"	"mo˨˩˩"		"m"	"o"	"˨˩˩"
"陌"	"陌"	"ma8"	"ma˨˩˩"		"m"	"a"	"˨˩˩"
"拆"	"拆"	"tsha7"	"tsʰa˧˨˨"		"tsʰ"	"a"	"˧˨˨"
"擇"	"择"	"tsa7"	"tsa˧˨˨"		"ts"	"a"	"˧˨˨"
"澤"	"泽"	"tsa7"	"tsa˧˨˨"		"ts"	"a"	"˧˨˨"
"宅"	"宅"	"dza8"	"dza˨˩˩"		"dz"	"a"	"˨˩˩"
"窄"	"窄"	"tsa7"	"tsa˧˨˨"		"ts"	"a"	"˧˨˨"
"格"	"格"	"ka7"	"ka˧˨˨"		"k"	"a"	"˧˨˨"
"客"	"客"	"kha7"	"kʰa˧˨˨"		"kʰ"	"a"	"˧˨˨"
"咳"	"咳"	"khe7"	"kʰe˧˨˨"		"kʰ"	"e"	"˧˨˨"
"額"	"额"	"ngao8"	"ŋɔ˨˩˩"		"ŋ"	"ɔ"	"˨˩˩"
"額"	"额"	"nga8"	"ŋa˨˩˩"		"ŋ"	"a"	"˨˩˩"
"赫"	"赫"	"ha7"	"ha˧˨˨"		"h"	"a"	"˧˨˨"
"嚇"	"吓"	"ha7"	"ha˧˨˨"		"h"	"a"	"˧˨˨"
"麥"	"麦"	"ma7"	"ma˧˨˨"		"m"	"a"	"˧˨˨"
"脈"	"脉"	"ma7"	"ma˧˨˨"		"m"	"a"	"˧˨˨"
"摘"	"摘"	"tsa7"	"tsa˧˨˨"		"ts"	"a"	"˧˨˨"
"責"	"责"	"tsa7"	"tsa˧˨˨"		"ts"	"a"	"˧˨˨"
"策"	"策"	"tsha7"	"tsʰa˧˨˨"		"tsʰ"	"a"	"˧˨˨"
"冊"	"册"	"tsha7"	"tsʰa˧˨˨"		"tsʰ"	"a"	"˧˨˨"
"柵"	"栅"	"tsha7"	"tsʰa˧˨˨"		"tsʰ"	"a"	"˧˨˨"
"革"	"革"	"ka7"	"ka˧˨˨"		"k"	"a"	"˧˨˨"
"隔"	"隔"	"ka7"	"ka˧˨˨"		"k"	"a"	"˧˨˨"
"核"	"核"	"ghe8"	"ɦe˨˩˩"		"ɦ"	"e"	"˨˩˩"
"厄"	"厄"	"a7"	"ʔa˧˨˨"		"ʔ"	"a"	"˧˨˨"
"扼"	"扼"	"a7"	"ʔa˧˨˨"		"ʔ"	"a"	"˧˨˨"
"軛"	"轭"	"a7"	"ʔa˧˨˨"		"ʔ"	"a"	"˧˨˨"
"碧"	"碧"	"pi7"	"pi˧˨˨"		"p"	"i"	"˧˨˨"
"戟"	"戟"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"隙"	"隙"	"chi7"	"tɕʰi˧˨˨"		"tɕʰ"	"i"	"˧˨˨"
"劇"	"剧"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"屐"	"屐"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"逆"	"逆"	"gni8"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"璧"	"璧"	"pei7"	"pei˧˨˨"		"p"	"ei"	"˧˨˨"
"僻"	"僻"	"phei7"	"pʰei˧˨˨"		"pʰ"	"ei"	"˧˨˨"
"闢"	"辟"	"phei7"	"pʰei˧˨˨"		"pʰ"	"ei"	"˧˨˨"
"積"	"积"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"跡"	"迹"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"脊"	"脊"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"籍"	"籍"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"藉"	"藉"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"昔"	"昔"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"惜"	"惜"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"席"	"席"	"zei7"	"zei˧˨˨"		"z"	"ei"	"˧˨˨"
"夕"	"夕"	"zei7"	"zei˧˨˨"		"z"	"ei"	"˧˨˨"
"擲"	"掷"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"隻"	"只"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"炙"	"炙"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"赤"	"赤"	"chi7"	"tɕʰi˧˨˨"	"*赤著卵：裸露全身"	"tɕʰ"	"i"	"˧˨˨"
"赤"	"赤"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"裸"	"裸"	"lai4"	"lai˩˧"	"赤□裸：裸露上身"	"l"	"ai"	"˩˧"
"裸"	"裸"	"lei4"	"lei˩˧"	"赤裸腳：光腳"	"l"	"ei"	"˩˧"
"斥"	"斥"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
"尺"	"尺"	"tshei7"	"tsʰei˧˨˨"		"tsʰ"	"ei"	"˧˨˨"
