"繁體"	"简体"	"聲韻"	"聲調"	"注釋"		"1：˧˧"	"2：˧˩"
"瓤"	"瓤"	"ɕi"	33				
"盱"	"盱"	"ɕy"	33				
"相"	"相"	"ɕi"	33	"互～"			
"硝"	"硝"	"ɕiɛ"	33				
"祆"	"祆"	"ɕi"	33				
"箱"	"箱"	"ɕi"	33				
"簫"	"箫"	"ɕiɛ"	33				
"籲"	"吁"	"ɕy"	33				
"綃"	"绡"	"ɕiɛ"	33				
"緗"	"缃"	"ɕi"	33				
"纖"	"纤"	"ɕi"	33				
"羞"	"羞"	"ɕɤu"	33				
"翬"	"翬"	"ɕy"	33				
"翾"	"翾"	"ɕy"	33				
"胸"	"胸"	"ɕyɔ"	33				
"舂"	"舂"	"ɕoŋ"	33				
"舂"	"舂"	"ɕyɔ"	33				
"興"	"兴"	"ɕaŋ"	33	"～旺"			
"苫"	"苫"	"ɕi"	33				
"荀"	"荀"	"ɕoŋ"	33				
"萱"	"萱"	"ɕy"	33				
"葷"	"荤"	"ɕy"	33				
"蕭"	"萧"	"ɕiɛ"	33				
"薰"	"薰"	"ɕoŋ"	33				
"虛"	"虚"	"ɕy"	33				
"蛸"	"蛸"	"ɕiɛ"	33				
"蟏"	"蟏"	"ɕiɛ"	33				
"褘"	"褘"	"ɕy"	33				
"襄"	"襄"	"ɕi"	33				
"觴"	"觞"	"ɕi"	33				
"詢"	"询"	"ɕoŋ"	33				
"諼"	"谖"	"ɕy"	33				
"讻"	"讻"	"ɕyɔ"	33				
"貅"	"貅"	"ɕau"	33				
"軒"	"轩"	"ɕi"	33				
"輝"	"辉"	"ɕy"	33				
"逍"	"逍"	"ɕiɛ"	33				
"鄉"	"乡"	"ɕi"	33				
"醺"	"醺"	"ɕoŋ"	33				
"銷"	"销"	"ɕiɛ"	33				
"閽"	"阍"	"ɕy"	33				
"雙"	"双"	"ɕyɔ"	33				
"霄"	"霄"	"ɕiɛ"	33				
"霜"	"霜"	"ɕyɔ"	33				
"靴"	"靴"	"ɕy"	33				
"香"	"香"	"ɕi"	33				
"馨"	"馨"	"ɕaŋ"	33				
"驍"	"骁"	"ɕiɛ"	33				
"骦"	"骦"	"ɕyɔ"	33				
"髹"	"髹"	"ɕau"	33				
"魈"	"魈"	"ɕiɛ"	33				
"鮮"	"鲜"	"ɕi"	33				
"鵂"	"鸺"	"ɕau"	33				
"鹴"	"鹴"	"ɕyɔ"	33				
"麾"	"麾"	"ɕy"	33				
"鼾"	"鼾"	"ɕy"	33				
"亨"	"亨"	"hɛ"	33				
"佝"	"佝"	"hau"	33				
"呵"	"呵"	"he"	33				
"呵"	"呵"	"ho"	33				
"咍"	"咍"	"he"	33				
"哈"	"哈"	"ha"	33	"～～大笑"			
"哮"	"哮"	"huɔ"	33	"～咕"			
"哼"	"哼"	"hɛ"	33				
"嘩"	"哗"	"ho"	33				
"坊"	"坊"	"huɔ"	33				
"夯"	"夯"	"haŋ"	33				
"妨"	"妨"	"huɔ"	33				
"封"	"封"	"hoŋ"	33				
"峰"	"峰"	"hoŋ"	33				
"慌"	"慌"	"huɔ"	33				
"憨"	"憨"	"hø"	33				
"方"	"方"	"huɔ"	33				
"楓"	"枫"	"hoŋ"	33				
"烘"	"烘"	"hoŋ"	33				
"烽"	"烽"	"hoŋ"	33				
"犴"	"犴"	"hø"	33				
"瘋"	"疯"	"hoŋ"	33				
"肓"	"肓"	"huɔ"	33				
"肪"	"肪"	"huɔ"	33				
"脝"	"脝"	"hɛ"	33	"膨～"			
"花"	"花"	"ho"	33				
"芳"	"芳"	"huɔ"	33				
"荒"	"荒"	"huɔ"	33				
"蒿"	"蒿"	"hɛ"	33	"～菜"			
"蒿"	"蒿"	"hɜ"	33				
"薅"	"薅"	"hɜ"	33				
"薨"	"薨"	"hoŋ"	33				
"蚶"	"蚶"	"hø"	33				
"蜂"	"蜂"	"hoŋ"	33				
"蝦"	"虾"	"ho"	33				
"訶"	"诃"	"ho"	33				
"豐"	"丰"	"hoŋ"	33				
"轟"	"轰"	"hoŋ"	33				
"酣"	"酣"	"hø"	33				
"鈁"	"钫"	"huɔ"	33	"元素名"			
"鉿"	"铪"	"ha"	33	"元素名"			
"鋒"	"锋"	"hoŋ"	33				
"頇"	"顸"	"hø"	33				
"風"	"风"	"hoŋ"	33				
"鼾"	"鼾"	"hø"	33				
"齁"	"齁"	"hau"	33				
"哦"	"哦"	"ŋ"	33	"呻吟"			
"□"	"□"	"ʔlau"	33	"<婁刂>挖摳"			
"□"	"□"	"ʔlø"	33	"用刀割一圓圈"			
"了"	"了"	"ʔliɛ"	33	"斷～～，全没有"			
"哢"	"咔"	"ʔloŋ"	33	"哢松，慫恿"			
"啦"	"啦"	"ʔla"	33				
"喇"	"喇"	"ʔla"	33	"～叭"			
"囉"	"囉"	"ʔlɤu"	33				
"垃"	"垃"	"ʔla"	33				
"扔"	"扔"	"ʔleŋ"	33				
"拉"	"拉"	"ʔla"	33				
"溜"	"溜"	"ʔlɤu"	33				
"累"	"累"	"ʔlai"	33	"～堆：難對付"			
"裏"	"里"	"ʔlei"	33	"居～，这裏"			
"賴"	"赖"	"ʔla"	33	"賴歪，撒無賴"			
"銇"	"銇"	"ʔlai"	33	"鑽"			
"妹"	"妹"	"ʔmai"	33	"小孩，「妹」的小稱"			
"姥"	"姥"	"ʔmo"	33	"对年长妇女的爱称"			
"媽"	"妈"	"ʔma"	33				
"悶"	"闷"	"ʔmaŋ"	33				
"眯"	"眯"	"ʔmei"	33				
"蒙"	"蒙"	"ʔmoŋ"	33	"濛細"			
"蠻"	"蛮"	"ʔma"	33	"～好"			
"貓"	"猫"	"ʔmuɔ"	33				
"□"	"□"	"ʔnai"	33	"<月[衣@多]>肥胖貌"			
"南"	"南"	"ʔna"	33	"～無阿彌陀佛"			
"奶"	"奶"	"ʔna"	33				
"妳"	"妳"	"ʔna"	33	"母"			
"眼"	"眼"	"ʔŋa"	33	"～～，兒童稱眼睛"			
"妞"	"妞"	"ʔȵau"	33				
"娘"	"娘"	"ʔȵi"	33	"阿～：姑母、姨母的愛稱"			
"忸"	"忸"	"ʔȵau"	33				
"扭"	"扭"	"ʔȵau"	33	"～秧歌；擰"			
"粘"	"粘"	"ʔȵi"	33				
"蟯"	"蛲"	"ʔȵa"	33	"蠕動"			
"丫"	"丫"	"o"	33				
"凹"	"凹"	"uɔ"	33				
"區"	"区"	"au"	33	"姓"			
"哀"	"哀"	"e"	33				
"哀"	"哀"	"ɛ"	33				
"唉"	"唉"	"a"	33				
"啊"	"啊"	"a"	33				
"喔"	"喔"	"o"	33				
"嗡"	"嗡"	"oŋ"	33				
"坳"	"坳"	"uɔ"	33				
"埃"	"埃"	"a"	33				
"娃"	"娃"	"o"	33				
"媧"	"娲"	"o"	33				
"庵"	"庵"	"ø"	33				
"恩"	"恩"	"ø"	33				
"挨"	"挨"	"a"	33				
"椏"	"桠"	"o"	33				
"櫻"	"樱"	"ɛ"	33	"～桃"			
"歐"	"欧"	"au"	33				
"殷"	"殷"	"a"	33	"～紅"			
"汪"	"汪"	"uɔ"	33				
"漚"	"沤"	"au"	33	"浮～"			
"爊"	"爊"	"ɜ"	33	"～菜，煮菜"			
"甖"	"甖"	"ɛ"	33				
"盦"	"盦"	"ø"	33				
"窪"	"洼"	"o"	33				
"罌"	"罂"	"ɛ"	33	"雞屁股"			
"翁"	"翁"	"oŋ"	33				
"肮"	"肮"	"uɔ"	33				
"蒽"	"蒽"	"ø"	33				
"蛙"	"蛙"	"o"	33				
"諳"	"谙"	"ø"	33				
"謳"	"讴"	"au"	33				
"鎄"	"锿"	"e"	33	"元素名"			
"鏖"	"鏖"	"ɜ"	33				
"阿"	"阿"	"o"	33	"～彌陀佛"			
"鞥"	"鞥"	"aŋ"	33	"器口内斂"			
"鴉"	"鸦"	"o"	33				
"鵪"	"鹌"	"ø"	33				
"鶯"	"莺"	"ɛ"	33	"黄～"			
"鷗"	"鸥"	"au"	33				
"鸚"	"鹦"	"ɛ"	33	"～哥"			
"並"	"并"	"peŋ"	42				
"半"	"半"	"pø"	42				
"報"	"报"	"pɜ"	42				
"壩"	"坝"	"po"	42				
"嬖"	"嬖"	"pei"	42				
"屏"	"屏"	"peŋ"	42	"～牆：牆壁"			
"布"	"布"	"pøy"	42				
"庇"	"庇"	"pei"	42				
"怖"	"怖"	"pøy"	42				
"扮"	"扮"	"pa"	42				
"把"	"把"	"po"	42	"～柄"			
"拜"	"拜"	"pa"	42				
"播"	"播"	"pu"	42				
"播"	"播"	"pøy"	42				
"擯"	"摈"	"peŋ"	42				
"柄"	"柄"	"peŋ"	42				
"欛"	"欛"	"pa"	42	"籃兒～"			
"殯"	"殡"	"peŋ"	42				
"毖"	"毖"	"pei"	42				
"泵"	"泵"	"puɔ"	42				
"湃"	"湃"	"pa"	42				
"灞"	"灞"	"po"	42				
"爆"	"爆"	"puɔ"	42	"火星～出"			
"爸"	"爸"	"pa"	42				
"狽"	"狈"	"pai"	42				
"畀"	"畀"	"pei"	42				
"痹"	"痹"	"pei"	42				
"箅"	"箅"	"pei"	42				
"簸"	"簸"	"pai"	42				
"簸"	"簸"	"pu"	42				
"糞"	"粪"	"paŋ"	42	"糞斗，畚箕"			
"絆"	"绊"	"pa"	42				
"繃"	"绷"	"piɛ"	42	"張緊"			
"背"	"背"	"pai"	42	"脊～"			
"蔽"	"蔽"	"pei"	42				
"褙"	"褙"	"pai"	42	"裱～"			
"謗"	"谤"	"puɔ"	42				
"變"	"变"	"pi"	42				
"豹"	"豹"	"puɔ"	42				
"貝"	"贝"	"pai"	42				
"賁"	"贲"	"pei"	42				
"趵"	"趵"	"puɔ"	42				
"蹦"	"蹦"	"poŋ"	42				
"輩"	"辈"	"pai"	42				
"轡"	"辔"	"pei"	42				
"迸"	"迸"	"piɛ"	42				
"迸"	"迸"	"poŋ"	42				
"遍"	"遍"	"pi"	42				
"鄙"	"鄙"	"pei"	42				
"鋇"	"钡"	"pai"	42	"元素名"			
"閉"	"闭"	"pei"	42				
"霸"	"霸"	"po"	42				
"鬢"	"鬓"	"peŋ"	42				
"判"	"判"	"pʰø"	42				
"嘌"	"嘌"	"pʰiɛ"	42				
"噴"	"喷"	"pʰaŋ"	42	"噴香"			
"屁"	"屁"	"pʰei"	42				
"怕"	"怕"	"pʰo"	42				
"拌"	"拌"	"pʰa"	42	"丢；摔"			
"拼"	"拼"	"pʰeŋ"	42	"～命"			
"旆"	"旆"	"pʰai"	42				
"沛"	"沛"	"pʰai"	42				
"泡"	"泡"	"pʰuɔ"	42				
"泮"	"泮"	"pʰø"	42	"～宮"			
"派"	"派"	"pʰa"	42				
"湃"	"湃"	"pʰa"	42				
"炮"	"炮"	"pʰuɔ"	42				
"片"	"片"	"pʰi"	42				
"瓣"	"瓣"	"pʰa"	42				
"皰"	"疱"	"pʰuɔ"	42				
"盼"	"盼"	"pʰa"	42				
"破"	"破"	"pʰa"	42				
"破"	"破"	"pʰøy"	42				
"碰"	"碰"	"pʰoŋ"	42				
"票"	"票"	"pʰiɛ"	42				
"聘"	"聘"	"pʰeŋ"	42				
"胖"	"胖"	"pʰuɔ"	42				
"袢"	"袢"	"pʰø"	42	"袷～"			
"襻"	"襻"	"pʰa"	42				
"譬"	"譬"	"pʰei"	42				
"配"	"配"	"pʰai"	42				
"鋪"	"铺"	"pʰøy"	42	"店～"			
"霈"	"霈"	"pʰai"	42				
"騙"	"骗"	"pʰi"	42				
"倒"	"倒"	"tɜ"	42	"～退"			
"兌"	"兑"	"tai"	42				
"凍"	"冻"	"toŋ"	42				
"凳"	"凳"	"taŋ"	42				
"到"	"到"	"tɜ"	42				
"剁"	"剁"	"tɤu"	42				
"吊"	"吊"	"tiɛ"	42				
"壋"	"壋"	"tuɔ"	42				
"妒"	"妒"	"tøy"	42				
"妲"	"妲"	"ta"	42				
"對"	"对"	"tai"	42				
"帝"	"帝"	"tei"	42				
"帶"	"带"	"ta"	42				
"店"	"店"	"ti"	42				
"戴"	"戴"	"ta"	42				
"戴"	"戴"	"te"	42				
"擋"	"挡"	"tuɔ"	42	"扶；拿"			
"擔"	"担"	"ta"	42	"名詞"			
"斷"	"断"	"tø"	42	"判～"			
"旦"	"旦"	"ta"	42				
"棟"	"栋"	"toŋ"	42				
"檔"	"档"	"tuɔ"	42				
"渧"	"渧"	"tei"	42				
"煆"	"煅"	"tø"	42				
"燉"	"炖"	"taŋ"	42	"燉"			
"當"	"当"	"tuɔ"	42	"典～"			
"石"	"石"	"ta"	42	"量詞"			
"碓"	"碓"	"tai"	42				
"碫"	"碫"	"tø"	42	"～磨"			
"窎"	"窎"	"tiɛ"	42				
"締"	"缔"	"tei"	42				
"蠹"	"蠹"	"tøy"	42				
"襶"	"襶"	"te"	42				
"訂"	"订"	"teŋ"	42				
"誕"	"诞"	"ta"	42				
"諦"	"谛"	"tei"	42				
"釘"	"钉"	"teŋ"	42	"動詞"			
"釣"	"钓"	"tiɛ"	42				
"銱"	"铞"	"tiɛ"	42				
"鍛"	"锻"	"tø"	42				
"靼"	"靼"	"ta"	42				
"頓"	"顿"	"taŋ"	42				
"鬥"	"斗"	"tau"	42				
"點"	"点"	"ti"	42	"提醒"			
"兔"	"兔"	"tʰøy"	42				
"剃"	"剃"	"tʰei"	42				
"吐"	"吐"	"tʰøy"	42	"嘔～"			
"唾"	"唾"	"tʰai"	42				
"太"	"太"	"tʰa"	42				
"套"	"套"	"tʰɜ"	42				
"彖"	"彖"	"tʰø"	42	"～辭"			
"態"	"态"	"tʰe"	42				
"探"	"探"	"tʰø"	42				
"替"	"替"	"tʰei"	42				
"朓"	"朓"	"tʰiɛ"	42				
"歎"	"叹"	"tʰa"	42				
"汆"	"汆"	"tʰaŋ"	42	"浮在水面"			
"汰"	"汰"	"tʰa"	42				
"泰"	"泰"	"tʰa"	42				
"涕"	"涕"	"tʰei"	42				
"添"	"添"	"tʰi"	42	"添米"			
"炭"	"炭"	"tʰa"	42				
"燙"	"烫"	"tʰuɔ"	42				
"痛"	"痛"	"tʰoŋ"	42				
"瞪"	"瞪"	"tʰaŋ"	42				
"碳"	"碳"	"tʰa"	42				
"糴"	"籴"	"tʰiɛ"	42				
"糶"	"粜"	"tʰiɛ"	42				
"聽"	"听"	"tʰeŋ"	42	"打～"			
"苔"	"苔"	"tʰe"	42	"舌～"			
"蛻"	"蜕"	"tʰai"	42				
"褪"	"褪"	"tʰai"	42				
"褪"	"褪"	"tʰaŋ"	42				
"貸"	"贷"	"tʰe"	42				
"趟"	"趟"	"tʰuɔ"	42				
"跳"	"跳"	"tʰiɛ"	42				
"退"	"退"	"tʰai"	42				
"透"	"透"	"tʰau"	42				
"鈦"	"钛"	"tʰa"	42				
"黛"	"黛"	"tʰe"	42				
"□"	"□"	"kaŋ"	42	"煙嗆人"			
"丐"	"丐"	"ke"	42				
"丱"	"丱"	"ka"	42				
"介"	"介"	"ka"	42				
"個"	"个"	"kai"	42				
"假"	"假"	"ko"	42	"放～"			
"價"	"价"	"ko"	42				
"儈"	"侩"	"kai"	42				
"冓"	"冓"	"kau"	42				
"冠"	"冠"	"ky"	42	"～軍"			
"劊"	"刽"	"kai"	42				
"卦"	"卦"	"ko"	42				
"告"	"告"	"kɜ"	42				
"固"	"固"	"ku"	42				
"堿"	"碱"	"ka"	42				
"夠"	"够"	"kau"	42				
"夬"	"夬"	"ka"	42				
"媾"	"媾"	"kau"	42				
"嫁"	"嫁"	"ko"	42				
"屆"	"届"	"ka"	42				
"崮"	"崮"	"ku"	42				
"幹"	"干"	"ky"	42				
"彀"	"彀"	"kau"	42				
"怪"	"怪"	"ka"	42				
"慣"	"惯"	"ka"	42				
"戒"	"戒"	"ka"	42				
"拐"	"拐"	"ka"	42	"～騙"			
"掛"	"挂"	"ko"	42				
"搆"	"搆"	"kau"	42				
"攪"	"搅"	"kuɔ"	42	"拌和"			
"故"	"故"	"ku"	42				
"教"	"教"	"kuɔ"	42				
"旰"	"旰"	"ky"	42				
"更"	"更"	"kiɛ"	42	"～加"			
"會"	"会"	"kai"	42	"～計"			
"杠"	"杠"	"kuɔ"	42				
"架"	"架"	"ko"	42				
"校"	"校"	"ka"	42	"～場巷"			
"校"	"校"	"kuɔ"	42	"～對"			
"棍"	"棍"	"kaŋ"	42				
"概"	"概"	"ke"	42				
"構"	"构"	"kau"	42				
"檜"	"桧"	"kai"	42				
"汞"	"汞"	"koŋ"	42				
"淦"	"淦"	"ky"	42				
"溉"	"溉"	"ke"	42				
"灌"	"灌"	"ky"	42				
"爟"	"爟"	"ky"	42				
"獪"	"狯"	"kai"	42				
"珓"	"珓"	"kuɔ"	42	"～杯"			
"瑰"	"瑰"	"kai"	42	"玫～"			
"界"	"界"	"ka"	42				
"疥"	"疥"	"ka"	42				
"痼"	"痼"	"ku"	42				
"監"	"监"	"ka"	42	"太～"			
"盥"	"盥"	"ky"	42				
"祼"	"祼"	"ky"	42				
"稼"	"稼"	"ko"	42				
"窖"	"窖"	"kuɔ"	42				
"紺"	"绀"	"ky"	42				
"絳"	"绛"	"kuɔ"	42				
"繪"	"绘"	"kai"	42				
"罐"	"罐"	"ky"	42				
"膾"	"脍"	"kai"	42				
"艮"	"艮"	"ky"	42				
"芥"	"芥"	"ka"	42				
"茛"	"茛"	"ky"	42				
"蓋"	"盖"	"kai"	42	"～頭紗；腦～髓"			
"蓋"	"盖"	"ke"	42				
"蚧"	"蚧"	"ka"	42				
"褂"	"褂"	"ko"	42				
"覯"	"觏"	"kau"	42				
"覺"	"觉"	"kuɔ"	42				
"觀"	"观"	"ky"	42	"道～"			
"解"	"解"	"ka"	42	"起～"			
"詬"	"诟"	"kau"	42				
"詿"	"诖"	"ko"	42				
"誡"	"诫"	"ka"	42				
"誥"	"诰"	"kɜ"	42				
"諫"	"谏"	"ka"	42				
"謴"	"謴"	"kaŋ"	42	"罵"			
"貢"	"贡"	"koŋ"	42				
"貫"	"贯"	"ky"	42				
"購"	"购"	"kau"	42				
"贛"	"赣"	"koŋ"	42				
"較"	"较"	"kuɔ"	42				
"過"	"过"	"ku"	42				
"遘"	"遘"	"kau"	42				
"郜"	"郜"	"kɜ"	42	"姓"			
"酵"	"酵"	"kuɔ"	42				
"鋯"	"锆"	"kɜ"	42	"元素名"			
"鋸"	"锯"	"ku"	42	"～末"			
"鋸"	"锯"	"køy"	42				
"錮"	"锢"	"ku"	42				
"鑒"	"鉴"	"ka"	42				
"間"	"间"	"ka"	42	"～斷"			
"降"	"降"	"kuɔ"	42	"～落"			
"雇"	"雇"	"ku"	42				
"顧"	"顾"	"ku"	42				
"駕"	"驾"	"ko"	42				
"骭"	"骭"	"ky"	42				
"鸛"	"鹳"	"ky"	42				
"亢"	"亢"	"kʰuɔ"	42				
"伉"	"伉"	"kʰuɔ"	42				
"劊"	"刽"	"kʰai"	42				
"勘"	"勘"	"kʰø"	42				
"去"	"去"	"kʰei"	42	"白"			
"去"	"去"	"kʰe"	42	"損失"			
"叩"	"叩"	"kʰau"	42				
"喟"	"喟"	"kʰai"	42				
"噲"	"哙"	"kʰa"	42				
"囥"	"囥"	"kʰuɔ"	42				
"困"	"困"	"kʰaŋ"	42				
"塊"	"块"	"kʰai"	42				
"墈"	"墈"	"kʰø"	42	"～上，地名"			
"壙"	"圹"	"kʰuɔ"	42				
"寇"	"寇"	"kʰau"	42				
"崁"	"崁"	"kʰø"	42	"赤～，地名"			
"嵌"	"嵌"	"kʰa"	42				
"巋"	"岿"	"kʰai"	42				
"庫"	"库"	"kʰu"	42				
"快"	"快"	"kʰa"	42				
"愧"	"愧"	"kʰai"	42				
"愾"	"忾"	"kʰe"	42				
"慨"	"慨"	"kʰe"	42				
"慷"	"慷"	"kʰuɔ"	42				
"扣"	"扣"	"kʰau"	42				
"抗"	"抗"	"kʰuɔ"	42				
"控"	"控"	"kʰoŋ"	42				
"擴"	"扩"	"kʰuɔ"	42				
"曠"	"旷"	"kʰuɔ"	42				
"炕"	"炕"	"kʰuɔ"	42				
"犒"	"犒"	"kʰɜ"	42				
"看"	"看"	"kʰø"	42				
"睏"	"睏"	"kʰy"	42				
"瞰"	"瞰"	"kʰa"	42				
"磡"	"磡"	"kʰø"	42	"田～"			
"礦"	"矿"	"kʰuɔ"	42				
"空"	"空"	"kʰoŋ"	42	"虧～"			
"筘"	"筘"	"kʰau"	42				
"筷"	"筷"	"kʰa"	42				
"纊"	"纩"	"kʰuɔ"	42				
"蒯"	"蒯"	"kʰa"	42				
"蔻"	"蔻"	"kʰau"	42				
"薧"	"薧"	"kʰau"	42	"小魚干"			
"褲"	"裤"	"kʰu"	42				
"課"	"课"	"kʰu"	42				
"鄺"	"邝"	"kʰuɔ"	42				
"鈧"	"钪"	"kʰuɔ"	42	"元素名"			
"銬"	"铐"	"kʰau"	42				
"闞"	"阚"	"kʰa"	42				
"靠"	"靠"	"kʰɜ"	42				
"□"	"□"	"ʔji"	42	"<貝匽>比長短"			
"□"	"□"	"ʔvai"	42	"<疒@畏>疲倦"			
"侑"	"侑"	"ʔjiau"	42				
"億"	"亿"	"ʔji"	42				
"印"	"印"	"ʔjiaŋ"	42				
"厭"	"厌"	"ʔji"	42				
"喂"	"喂"	"ʔvu"	42				
"堰"	"堰"	"ʔji"	42				
"壅"	"壅"	"ʔjyɔ"	42	"施肥；糞肥"			
"宴"	"宴"	"ʔji"	42				
"尉"	"尉"	"ʔvu"	42				
"幼"	"幼"	"ʔjiau"	42				
"廕"	"廕"	"ʔjiaŋ"	42	"墳～"			
"怨"	"怨"	"ʔjy"	42				
"惡"	"恶"	"ʔvu"	42	"可～；糞"			
"意"	"意"	"ʔji"	42				
"慰"	"慰"	"ʔvu"	42				
"憶"	"忆"	"ʔji"	42				
"應"	"应"	"ʔjiaŋ"	42	"反～"			
"按"	"按"	"ʔjy"	42				
"映"	"映"	"ʔjiaŋ"	42	"反～"			
"案"	"案"	"ʔjy"	42				
"樣"	"样"	"ʔji"	42	"～子"			
"熨"	"熨"	"ʔjioŋ"	42				
"燕"	"燕"	"ʔji"	42				
"畏"	"畏"	"ʔvai"	42				
"畏"	"畏"	"ʔvu"	42				
"瞖"	"瞖"	"ʔji"	42				
"穢"	"秽"	"ʔvu"	42				
"窨"	"窨"	"ʔjiaŋ"	42	"水～"			
"翳"	"翳"	"ʔji"	42				
"腰"	"腰"	"ʔjiɛ"	42	"褲～"			
"臆"	"臆"	"ʔji"	42				
"蔚"	"蔚"	"ʔvu"	42				
"蔭"	"荫"	"ʔjiaŋ"	42				
"薏"	"薏"	"ʔji"	42				
"藴"	"藴"	"ʔjioŋ"	42				
"要"	"要"	"ʔjiɛ"	42	"重～"			
"醖"	"醖"	"ʔjioŋ"	42				
"雍"	"雍"	"ʔjioŋ"	42				
"魘"	"魇"	"ʔji"	42				
"□"	"□"	"fa"	42	"～心，惡心"			
"付"	"付"	"føy"	42				
"傅"	"傅"	"føy"	42				
"副"	"副"	"føy"	42				
"咐"	"咐"	"fu"	42	"吩～"			
"喙"	"喙"	"fai"	42				
"奮"	"奋"	"faŋ"	42				
"富"	"富"	"føy"	42				
"廢"	"废"	"fei"	42				
"悔"	"悔"	"fai"	42				
"戽"	"戽"	"fu"	42				
"晦"	"晦"	"fai"	42				
"泛"	"泛"	"fa"	42				
"燴"	"烩"	"fai"	42	"雜～"			
"番"	"番"	"fa"	42	"一～"			
"痱"	"痱"	"fei"	42				
"糞"	"粪"	"faŋ"	42				
"肺"	"肺"	"fei"	42				
"芾"	"芾"	"fei"	42				
"荷"	"荷"	"fu"	42	"薄～"			
"覆"	"覆"	"fɜ"	42				
"訃"	"讣"	"fu"	42				
"誨"	"诲"	"fai"	42				
"貨"	"货"	"fu"	42				
"販"	"贩"	"fa"	42				
"費"	"费"	"fei"	42				
"賦"	"赋"	"føy"	42				
"赴"	"赴"	"fu"	42				
"赴"	"赴"	"føy"	42				
"佐"	"佐"	"tsɤu"	42				
"借"	"借"	"tsei"	42				
"做"	"做"	"tsɤu"	42				
"債"	"债"	"tsa"	42				
"冀"	"冀"	"tsɿ"	42				
"再"	"再"	"tse"	42				
"制"	"制"	"tsei"	42				
"劑"	"剂"	"tsei"	42				
"吒"	"咤"	"tso"	42				
"咋"	"咋"	"tso"	42				
"噪"	"噪"	"tsɜ"	42				
"壯"	"壮"	"tsuɔ"	42				
"奏"	"奏"	"tsau"	42				
"奓"	"奓"	"tso"	42	"張開"			
"奘"	"奘"	"tsuɔ"	42				
"姹"	"姹"	"tso"	42				
"娠"	"娠"	"tsaŋ"	42				
"寄"	"寄"	"tsɿ"	42				
"幟"	"帜"	"tsɿ"	42				
"志"	"志"	"tsɿ"	42				
"拄"	"拄"	"tsɿ"	42				
"振"	"振"	"tsaŋ"	42				
"掙"	"挣"	"tsiɛ"	42	"～轉，挣扎著回轉"			
"揍"	"揍"	"tsau"	42				
"摯"	"挚"	"tsɿ"	42				
"擠"	"挤"	"tsei"	42				
"攢"	"攒"	"tsø"	42				
"政"	"政"	"tseŋ"	42				
"既"	"既"	"tsɿ"	42				
"晉"	"晋"	"tsaŋ"	42				
"智"	"智"	"tsɿ"	42				
"暨"	"暨"	"tsɿ"	42				
"最"	"最"	"tsai"	42				
"最"	"最"	"tse"	42				
"榨"	"榨"	"tso"	42				
"檇"	"檇"	"tsai"	42				
"正"	"正"	"tseŋ"	42				
"注"	"注"	"tsɿ"	42				
"浸"	"浸"	"tsaŋ"	42				
"漈"	"漈"	"tsei"	42				
"濟"	"济"	"tsei"	42				
"灒"	"灒"	"tsa"	42				
"灶"	"灶"	"tsɜ"	42				
"炸"	"炸"	"tsa"	42	"油～"			
"炸"	"炸"	"tso"	42				
"甑"	"甑"	"tseŋ"	42				
"痄"	"痄"	"tso"	42				
"症"	"症"	"tseŋ"	42				
"痣"	"痣"	"tsɿ"	42				
"瘵"	"瘵"	"tsa"	42				
"皺"	"皱"	"tsau"	42				
"祭"	"祭"	"tsei"	42				
"穄"	"穄"	"tsei"	42				
"笊"	"笊"	"tsuɔ"	42				
"粽"	"粽"	"tsoŋ"	42				
"系"	"系"	"tsɿ"	42				
"綜"	"综"	"tsaŋ"	42	"織布機上的綜"			
"綴"	"缀"	"tsɿ"	42				
"縉"	"缙"	"tsaŋ"	42				
"縐"	"绉"	"tsau"	42				
"繼"	"继"	"tsɿ"	42				
"罩"	"罩"	"tsuɔ"	42				
"置"	"置"	"tsɿ"	42				
"罽"	"罽"	"tsɿ"	42				
"至"	"至"	"tsɿ"	42				
"致"	"致"	"tsɿ"	42				
"著"	"着"	"tsei"	42	"盛物"			
"著"	"着"	"tsɿ"	42				
"葬"	"葬"	"tsuɔ"	42				
"蔗"	"蔗"	"tsei"	42				
"薊"	"蓟"	"tsɿ"	42				
"蘸"	"蘸"	"tsa"	42				
"蚱"	"蚱"	"tso"	42				
"蛀"	"蛀"	"tsɿ"	42				
"覬"	"觊"	"tsɿ"	42				
"計"	"计"	"tsɿ"	42				
"記"	"记"	"tsɿ"	42				
"詐"	"诈"	"tso"	42				
"詫"	"诧"	"tso"	42				
"諍"	"诤"	"tsiɛ"	42				
"證"	"证"	"tseŋ"	42				
"識"	"识"	"tsɿ"	42	"標～"			
"賑"	"赈"	"tsaŋ"	42				
"贅"	"赘"	"tsɿ"	42				
"贊"	"赞"	"tsa"	42				
"躁"	"躁"	"tsɜ"	42				
"躋"	"跻"	"tsei"	42				
"躓"	"踬"	"tsɿ"	42				
"載"	"载"	"tse"	42				
"進"	"进"	"tsaŋ"	42				
"酢"	"酢"	"tso"	42				
"醉"	"醉"	"tsai"	42				
"醉"	"醉"	"tsɿ"	42	"白"			
"醡"	"醡"	"tso"	42				
"鎮"	"镇"	"tsaŋ"	42				
"鑄"	"铸"	"tsɿ"	42				
"鑽"	"钻"	"tsø"	42	"打孔；～石"			
"際"	"际"	"tsei"	42				
