"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"使"	"sai˨˩"		"s"	"ai"	"˨˩"
"塞"	"sai˨˩"	"边塞"	"s"	"ai"	"˨˩"
"柿"	"sai˨˩˧"		"s"	"ai"	"˨˩˧"
"先"	"sãi˨˨˧"		"s"	"ãi"	"˨˨˧"
"萨"	"sak˧˨"		"s"	"ak"	"˧˨"
"撒"	"sak˧˨"		"s"	"ak"	"˧˨"
"虱"	"sak˧˨"		"s"	"ak"	"˧˨"
"塞"	"sak˧˨"		"s"	"ak"	"˧˨"
"三"	"sam˨˨˧"		"s"	"am"	"˨˨˧"
"杉"	"sam˨˨˧"		"s"	"am"	"˨˨˧"
"嗓"	"saŋ˥˧"		"s"	"aŋ"	"˥˧"
"锈"	"saŋ˨˨˧"	"训"	"s"	"aŋ"	"˨˨˧"
"珊"	"saŋ˨˨˧"		"s"	"aŋ"	"˨˨˧"
"山"	"saŋ˨˨˧"		"s"	"aŋ"	"˨˨˧"
"删"	"saŋ˨˨˧"		"s"	"aŋ"	"˨˨˧"
"双"	"saŋ˨˨˧"		"s"	"aŋ"	"˨˨˧"
"松"	"saŋ˨˨˧"		"s"	"aŋ"	"˨˨˧"
"丧"	"saŋ˨˩"		"s"	"aŋ"	"˨˩"
"送"	"saŋ˨˩"		"s"	"aŋ"	"˨˩"
"骚"	"sau˨˨˧"		"s"	"au"	"˨˨˧"
"稍"	"sau˨˨˧"	"新"	"s"	"au"	"˨˨˧"
"扫"	"sau˨˩"		"s"	"au"	"˨˩"
"嗽"	"sau˨˩"		"s"	"au"	"˨˩"
"煠"	"saʔ˥˦"		"s"	"aʔ"	"˥˦"
"省"	"sẽ˥˧"		"s"	"ẽ"	"˥˧"
"纱"	"se˨˨˧"		"s"	"e"	"˨˨˧"
"泻"	"se˨˩"	"摔"	"s"	"e"	"˨˩"
"些"	"sẽ˨˨˧"		"s"	"ẽ"	"˨˨˧"
"生"	"sẽ˨˨˧"	"生活"	"s"	"ẽ"	"˨˨˧"
"牲"	"sẽ˨˨˧"		"s"	"ẽ"	"˨˨˧"
"性"	"sẽ˨˩"		"s"	"ẽ"	"˨˩"
"姓"	"sẽ˨˩"		"s"	"ẽ"	"˨˩"
"熟"	"sek˥˦"		"s"	"ek"	"˥˦"
"悉"	"sek˧˨"		"s"	"ek"	"˧˨"
"瑟"	"sek˧˨"		"s"	"ek"	"˧˨"
"稙"	"sek˧˨"		"s"	"ek"	"˧˨"
"色"	"sek˧˨"		"s"	"ek"	"˧˨"
"植"	"sek˧˨"		"s"	"ek"	"˧˨"
"殖"	"sek˧˨"		"s"	"ek"	"˧˨"
"昔"	"sek˧˨"		"s"	"ek"	"˧˨"
"夕"	"sek˧˨"		"s"	"ek"	"˧˨"
"适"	"sek˧˨"		"s"	"ek"	"˧˨"
"释"	"sek˧˨"		"s"	"ek"	"˧˨"
"硕"	"sek˧˨"		"s"	"ek"	"˧˨"
"析"	"sek˧˨"		"s"	"ek"	"˧˨"
"晰"	"sek˧˨"		"s"	"ek"	"˧˨"
"乘"	"seŋ˦˦"		"s"	"eŋ"	"˦˦"
"剩"	"seŋ˦˦"		"s"	"eŋ"	"˦˦"
"成"	"seŋ˦˦"	"成功"	"s"	"eŋ"	"˦˦"
"诚"	"seŋ˦˦"		"s"	"eŋ"	"˦˦"
"省"	"seŋ˥˧"	"反省"	"s"	"eŋ"	"˥˧"
"升"	"seŋ˨˨˧"		"s"	"eŋ"	"˨˨˧"
"生"	"seŋ˨˨˧"	"学生"	"s"	"eŋ"	"˨˨˧"
"笙"	"seŋ˨˨˧"		"s"	"eŋ"	"˨˨˧"
"甥"	"seŋ˨˨˧"		"s"	"eŋ"	"˨˨˧"
"猩"	"seŋ˨˨˧"		"s"	"eŋ"	"˨˨˧"
"胜"	"seŋ˨˩"		"s"	"eŋ"	"˨˩"
"盛"	"seŋ˨˩˧"		"s"	"eŋ"	"˨˩˧"
"匙"	"si˦˦"		"s"	"i"	"˦˦"
"辞"	"si˦˦"		"s"	"i"	"˦˦"
"时"	"si˦˦"		"s"	"i"	"˦˦"
"矢"	"si˥˧"		"s"	"i"	"˥˧"
"始"	"si˥˧"		"s"	"i"	"˥˧"
"扇"	"sĩ˨˩"		"s"	"ĩ"	"˨˩"
"西"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"撕"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"施"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"私"	"si˨˨˧"	"家私"	"s"	"i"	"˨˨˧"
"尸"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"司"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"丝"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"思"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"诗"	"si˨˨˧"		"s"	"i"	"˨˨˧"
"世"	"si˨˩"		"s"	"i"	"˨˩"
"势"	"si˨˩"		"s"	"i"	"˨˩"
"死"	"si˨˩"		"s"	"i"	"˨˩"
"四"	"si˨˩"		"s"	"i"	"˨˩"
"肆"	"si˨˩"		"s"	"i"	"˨˩"
"是"	"si˨˩˧"		"s"	"i"	"˨˩˧"
"视"	"si˨˩˧"		"s"	"i"	"˨˩˧"
"誓"	"si˧˩˩"		"s"	"i"	"˧˩˩"
"逝"	"si˧˩˩"		"s"	"i"	"˧˩˩"
"豉"	"si˧˩˩"		"s"	"i"	"˧˩˩"
"示"	"si˧˩˩"		"s"	"i"	"˧˩˩"
"盐"	"sĩ˧˩˩"		"s"	"ĩ"	"˧˩˩"
"邪"	"sia˦˦"		"s"	"ia"	"˦˦"
"斜"	"sia˦˦"		"s"	"ia"	"˦˦"
"畲"	"sia˦˦"		"s"	"ia"	"˦˦"
"社"	"sia˦˦"	"西社"	"s"	"ia"	"˦˦"
"写"	"sia˥˧"		"s"	"ia"	"˥˧"
"成"	"siã˦˦"	"两成"	"s"	"iã"	"˦˦"
"城"	"siã˦˦"		"s"	"iã"	"˦˦"
"斜"	"sia˨˨˧"	"又"	"s"	"ia"	"˨˨˧"
"泻"	"sia˨˩"		"s"	"ia"	"˨˩"
"卸"	"sia˨˩"		"s"	"ia"	"˨˩"
"斜"	"sia˨˩"		"s"	"ia"	"˨˩"
"舍"	"sia˨˩"		"s"	"ia"	"˨˩"
"社"	"sia˨˩˧"		"s"	"ia"	"˨˩˧"
"谢"	"sia˧˩˩"		"s"	"ia"	"˧˩˩"
"射"	"sia˧˩˩"		"s"	"ia"	"˧˩˩"
"声"	"siã˨˨˧"		"s"	"iã"	"˨˨˧"
"圣"	"siã˨˩"		"s"	"iã"	"˨˩"
"芍"	"siak˥˦"		"s"	"iak"	"˥˦"
"设"	"siak˧˨"		"s"	"iak"	"˧˨"
"勺"	"siak˧˨"		"s"	"iak"	"˧˨"
"檐"	"siam˦˦"		"s"	"iam"	"˦˦"
"蝉"	"siam˦˦"		"s"	"iam"	"˦˦"
"禅"	"siam˦˦"		"s"	"iam"	"˦˦"
"陕"	"siam˥˧"		"s"	"iam"	"˥˧"
"闪"	"siam˥˧"		"s"	"iam"	"˥˧"
"寻"	"siam˦˦"	"两臂伸展为一寻"	"s"	"iam"	"˦˦"
"渗"	"siam˨˩"		"s"	"iam"	"˨˩"
"详"	"siaŋ˦˦"		"s"	"iaŋ"	"˦˦"
"祥"	"siaŋ˦˦"		"s"	"iaŋ"	"˦˦"
"翔"	"siaŋ˦˦"		"s"	"iaŋ"	"˦˦"
"尝"	"siaŋ˦˦"	"尝试"	"s"	"iaŋ"	"˦˦"
"裳"	"siaŋ˦˦"		"s"	"iaŋ"	"˦˦"
"鲜"	"siaŋ˥˧"		"s"	"iaŋ"	"˥˧"
"想"	"siaŋ˥˧"	"理想"	"s"	"iaŋ"	"˥˧"
"仙"	"siaŋ˨˨˧"		"s"	"iaŋ"	"˨˨˧"
"相"	"siaŋ˨˨˧"	"互相"	"s"	"iaŋ"	"˨˨˧"
"厢"	"siaŋ˨˨˧"		"s"	"iaŋ"	"˨˨˧"
"湘"	"siaŋ˨˨˧"		"s"	"iaŋ"	"˨˨˧"
"商"	"siaŋ˨˨˧"		"s"	"iaŋ"	"˨˨˧"
"相"	"siaŋ˨˩"	"丞相"	"s"	"iaŋ"	"˨˩"
"善"	"siaŋ˨˩˧"		"s"	"iaŋ"	"˨˩˧"
"单"	"siaŋ˨˩˧"	"姓"	"s"	"iaŋ"	"˨˩˧"
"肾"	"siaŋ˨˩˧"		"s"	"iaŋ"	"˨˩˧"
"想"	"siaŋ˨˩˧"	"想着，觉得的意思"	"s"	"iaŋ"	"˨˩˧"
"象"	"siaŋ˨˩˧"	"印象"	"s"	"iaŋ"	"˨˩˧"
"上"	"siaŋ˨˩˧"	"上海"	"s"	"iaŋ"	"˨˩˧"
"尚"	"siaŋ˨˩˧"		"s"	"iaŋ"	"˨˩˧"
"涉"	"siap˥˦"		"s"	"iap"	"˥˦"
"泄"	"siap˥˦"		"s"	"iap"	"˥˦"
"涩"	"siap˨˩˧"		"s"	"iap"	"˨˩˧"
"小"	"siau˥˧"		"s"	"iau"	"˥˧"
"筱"	"siau˥˧"		"s"	"iau"	"˥˧"
"消"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"宵"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"霄"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"硝"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"销"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"嚣"	"siau˨˨˧"	"新"	"s"	"iau"	"˨˨˧"
"萧"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"潇"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"箫"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"搜"	"siau˨˨˧"		"s"	"iau"	"˨˨˧"
"数"	"siau˨˩"		"s"	"iau"	"˨˩"
"少"	"siau˨˩"		"s"	"iau"	"˨˩"
"肖"	"siau˨˩˧"		"s"	"iau"	"˨˩˧"
"韶"	"siau˨˩˧"		"s"	"iau"	"˨˩˧"
"绍"	"siau˨˩˧"		"s"	"iau"	"˨˩˧"
"邵"	"siau˨˩˧"		"s"	"iau"	"˨˩˧"
"削"	"siaʔ˧˨"		"s"	"iaʔ"	"˧˨"
"锡"	"siaʔ˧˨"		"s"	"iaʔ"	"˧˨"
"实"	"sik˥˦"		"s"	"ik"	"˥˦"
"食"	"sik˥˦"	"开伙食"	"s"	"ik"	"˥˦"
"翼"	"sik˥˦"	"鸡翼"	"s"	"ik"	"˥˦"
"失"	"sik˧˨"		"s"	"ik"	"˧˨"
"室"	"sik˧˨"		"s"	"ik"	"˧˨"
"沈"	"sim˥˧"		"s"	"im"	"˥˧"
"审"	"sim˥˧"		"s"	"im"	"˥˧"
"婶"	"sim˥˧"		"s"	"im"	"˥˧"
"甚"	"sim˥˧"		"s"	"im"	"˥˧"
"参"	"sim˨˨˧"		"s"	"im"	"˨˨˧"
"心"	"sim˨˨˧"		"s"	"im"	"˨˨˧"
"芯"	"sim˨˨˧"		"s"	"im"	"˨˨˧"
"森"	"sim˨˨˧"		"s"	"im"	"˨˨˧"
"蔘"	"sim˨˨˧"		"s"	"im"	"˨˨˧"
"审"	"sim˧˩˩"		"s"	"im"	"˧˩˩"
"甚"	"sim˧˩˩"		"s"	"im"	"˧˩˩"
"神"	"siŋ˦˦"		"s"	"iŋ"	"˦˦"
"辰"	"siŋ˦˦"		"s"	"iŋ"	"˦˦"
"晨"	"siŋ˦˦"		"s"	"iŋ"	"˦˦"
"绳"	"siŋ˦˦"		"s"	"iŋ"	"˦˦"
"蝇"	"siŋ˦˦"		"s"	"iŋ"	"˦˦"
"盛"	"siŋ˦˦"	"用容器接"	"s"	"iŋ"	"˦˦"
"慎"	"siŋ˥˧"		"s"	"iŋ"	"˥˧"
"先"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"辛"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"新"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"身"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"申"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"伸"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"绅"	"siŋ˨˨˧"		"s"	"iŋ"	"˨˨˧"
"信"	"siŋ˨˩"		"s"	"iŋ"	"˨˩"
"讯"	"siŋ˨˩"		"s"	"iŋ"	"˨˩"
"迅"	"siŋ˨˩"		"s"	"iŋ"	"˨˩"
"小"	"sio˥˧"		"s"	"io"	"˥˧"
"常"	"siõ˦˦"		"s"	"iõ"	"˦˦"
"尝"	"siõ˦˦"		"s"	"iõ"	"˦˦"
"偿"	"siõ˦˦"		"s"	"iõ"	"˦˦"
"恒"	"siõ˦˦"	"训"	"s"	"iõ"	"˦˦"
"肖"	"siõ˥˧"	"生肖"	"s"	"iõ"	"˥˧"
"像"	"siõ˥˧"	"雕像"	"s"	"iõ"	"˥˧"
"赏"	"siõ˥˧"		"s"	"iõ"	"˥˧"
"霄"	"sio˨˨˧"	"云霄，在福建"	"s"	"io"	"˨˨˧"
"烧"	"sio˨˨˧"		"s"	"io"	"˨˨˧"
"相"	"sio˨˨˧"	"相信"	"s"	"io"	"˨˨˧"
"镶"	"siõ˨˨˧"		"s"	"iõ"	"˨˨˧"
"伤"	"siõ˨˨˧"		"s"	"iõ"	"˨˨˧"
"相"	"siõ˨˩"	"照相"	"s"	"iõ"	"˨˩"
"想"	"siõ˨˩˧"		"s"	"iõ"	"˨˩˧"
"尚"	"siõ˧˩˩"	"和尚"	"s"	"iõ"	"˧˩˩"
"俗"	"siok˥˦"	"俗套"	"s"	"iok"	"˥˦"
"液"	"sioʔ˥˦"	"体液的意思"	"s"	"ioʔ"	"˥˦"
"惜"	"sioʔ˧˨"		"s"	"ioʔ"	"˧˨"
"集"	"sip˥˦"	"又"	"s"	"ip"	"˥˦"
"习"	"sip˥˦"		"s"	"ip"	"˥˦"
"袭"	"sip˥˦"		"s"	"ip"	"˥˦"
"湿"	"sip˧˨"		"s"	"ip"	"˧˨"
"泅"	"siu˦˦"		"s"	"iu"	"˦˦"
"游"	"siu˦˦"		"s"	"iu"	"˦˦"
"守"	"siu˥˧"		"s"	"iu"	"˥˧"
"首"	"siu˥˧"		"s"	"iu"	"˥˧"
"梳"	"siu˨˨˧"		"s"	"iu"	"˨˨˧"
"修"	"siu˨˨˧"		"s"	"iu"	"˨˨˧"
"羞"	"siu˨˨˧"		"s"	"iu"	"˨˨˧"
"收"	"siu˨˨˧"		"s"	"iu"	"˨˨˧"
"秀"	"siu˨˩"		"s"	"iu"	"˨˩"
"绣"	"siu˨˩"		"s"	"iu"	"˨˩"
"锈"	"siu˨˩"		"s"	"iu"	"˨˩"
"兽"	"siu˨˩"		"s"	"iu"	"˨˩"
"袖"	"siu˨˩˧"		"s"	"iu"	"˨˩˧"
"受"	"siu˨˩˧"		"s"	"iu"	"˨˩˧"
"授"	"siu˨˩˧"		"s"	"iu"	"˨˩˧"
"寿"	"siu˧˩˩"		"s"	"iu"	"˧˩˩"
"蚀"	"siʔ˥˦"		"s"	"iʔ"	"˥˦"
"薛"	"siʔ˧˨"		"s"	"iʔ"	"˧˨"
"史"	"sɯ˥˧"		"s"	"ɯ"	"˥˧"
"斯"	"sɯ˨˨˧"		"s"	"ɯ"	"˨˨˧"
"私"	"sɯ˨˨˧"	"又"	"s"	"ɯ"	"˨˨˧"
"师"	"sɯ˨˨˧"		"s"	"ɯ"	"˨˨˧"
"思"	"sɯ˨˨˧"	"又"	"s"	"ɯ"	"˨˨˧"
"思"	"sɯ˨˩"	"又"	"s"	"ɯ"	"˨˩"
"爽"	"sɯŋ˥˧"	"玩耍"	"s"	"ɯŋ"	"˥˧"
"酸"	"sɯŋ˨˨˧"		"s"	"ɯŋ"	"˨˨˧"
"孙"	"sɯŋ˨˨˧"		"s"	"ɯŋ"	"˨˨˧"
"丧"	"sɯŋ˨˨˧"		"s"	"ɯŋ"	"˨˨˧"
"霜"	"sɯŋ˨˨˧"		"s"	"ɯŋ"	"˨˨˧"
"算"	"sɯŋ˨˩"		"s"	"ɯŋ"	"˨˩"
"蒜"	"sɯŋ˨˩"		"s"	"ɯŋ"	"˨˩"
"擤"	"sɯŋʔ˧˨"	"擤鼻涕的声音"	"s"	"ɯŋʔ"	"˧˨"
"傻"	"so˦˦"		"s"	"o"	"˦˦"
"锁"	"so˥˧"		"s"	"o"	"˥˧"
"唢"	"so˥˧"		"s"	"o"	"˥˧"
"琐"	"so˥˧"		"s"	"o"	"˥˧"
"所"	"so˥˧"		"s"	"o"	"˥˧"
"嫂"	"so˥˧"		"s"	"o"	"˥˧"
"搓"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"娑"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"蓑"	"so˨˨˧"	"文"	"s"	"o"	"˨˨˧"
"唆"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"梭"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"莎"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"蔬"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"疏"	"so˨˨˧"		"s"	"o"	"˨˨˧"
"素"	"so˨˩"	"白"	"s"	"o"	"˨˩"
"洗"	"soi˥˧"		"s"	"oi"	"˥˧"
"细"	"soi˨˩"		"s"	"oi"	"˨˩"
"俗"	"sok˥˦"		"s"	"ok"	"˥˦"
"续"	"sok˥˦"		"s"	"ok"	"˥˦"
"赎"	"sok˥˦"		"s"	"ok"	"˥˦"
"属"	"sok˥˦"		"s"	"ok"	"˥˦"
"塑"	"sok˧˨"		"s"	"ok"	"˧˨"
"索"	"sok˧˨"		"s"	"ok"	"˧˨"
"寂"	"sok˧˨"		"s"	"ok"	"˧˨"
"速"	"sok˧˨"		"s"	"ok"	"˧˨"
"肃"	"sok˧˨"		"s"	"ok"	"˧˨"
"淑"	"sok˧˨"		"s"	"ok"	"˧˨"
"束"	"sok˧˨"		"s"	"ok"	"˧˨"
"松"	"soŋ˦˦"		"s"	"oŋ"	"˦˦"
"爽"	"soŋ˥˧"	"爽快，舒服的意思"	"s"	"oŋ"	"˥˧"
"怂"	"soŋ˥˧"		"s"	"oŋ"	"˥˧"
"松"	"soŋ˨˨˧"		"s"	"oŋ"	"˨˨˧"
"嵩"	"soŋ˨˨˧"		"s"	"oŋ"	"˨˨˧"
"宋"	"soŋ˨˩"		"s"	"oŋ"	"˨˩"
"诵"	"soŋ˨˩˧"		"s"	"oŋ"	"˨˩˧"
"颂"	"soŋ˨˩˧"		"s"	"oŋ"	"˨˩˧"
"讼"	"soŋ˨˩˧"		"s"	"oŋ"	"˨˩˧"
"叟"	"sou˥˧"		"s"	"ou"	"˥˧"
"瘦"	"sou˥˧"		"s"	"ou"	"˥˧"
"苏"	"sou˨˨˧"		"s"	"ou"	"˨˨˧"
"酥"	"sou˨˨˧"		"s"	"ou"	"˨˨˧"
"雪"	"soʔ˧˨"		"s"	"oʔ"	"˧˨"
"索"	"soʔ˧˨"		"s"	"oʔ"	"˧˨"
"殊"	"su˦˦"		"s"	"u"	"˦˦"
"辞"	"su˦˦"		"s"	"u"	"˦˦"
"祠"	"su˦˦"		"s"	"u"	"˦˦"
"绪"	"su˥˧"		"s"	"u"	"˥˧"
"暑"	"su˥˧"		"s"	"u"	"˥˧"
"黍"	"su˥˧"		"s"	"u"	"˥˧"
"墅"	"su˥˧"		"s"	"u"	"˥˧"
"署"	"su˥˧"		"s"	"u"	"˥˧"
"史"	"su˥˧"		"s"	"u"	"˥˧"
"胥"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"舒"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"需"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"须"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"输"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"斯"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"私"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"师"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"司"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"思"	"su˨˨˧"		"s"	"u"	"˨˨˧"
"素"	"su˨˩"		"s"	"u"	"˨˩"
"诉"	"su˨˩"		"s"	"u"	"˨˩"
"絮"	"su˨˩"		"s"	"u"	"˨˩"
"絮"	"su˨˩"		"s"	"u"	"˨˩"
"恕"	"su˨˩"		"s"	"u"	"˨˩"
"数"	"su˨˩"		"s"	"u"	"˨˩"
"赐"	"su˨˩"		"s"	"u"	"˨˩"
"四"	"su˨˩"		"s"	"u"	"˨˩"
"肆"	"su˨˩"		"s"	"u"	"˨˩"
"思"	"su˨˩"		"s"	"u"	"˨˩"
"序"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"叙"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"屿"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"竖"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"树"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"似"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"伺"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"士"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"仕"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"事"	"su˨˩˧"		"s"	"u"	"˨˩˧"
"事"	"su˧˩˩"		"s"	"u"	"˧˩˩"
"耍"	"sua˥˧"		"s"	"ua"	"˥˧"
"徙"	"sua˥˧"		"s"	"ua"	"˥˧"
"散"	"suã˥˧"		"s"	"uã"	"˥˧"
"散"	"suã˨˩"		"s"	"uã"	"˨˩"
"伞"	"suã˨˩"		"s"	"uã"	"˨˩"
"汕"	"suã˨˩"	"汕尾"	"s"	"uã"	"˨˩"
"线"	"suã˨˩"		"s"	"uã"	"˨˩"
"沙"	"sua˨˨˧"		"s"	"ua"	"˨˨˧"
"砂"	"sua˨˨˧"		"s"	"ua"	"˨˨˧"
"鲨"	"sua˨˨˧"		"s"	"ua"	"˨˨˧"
"世"	"sua˨˩"		"s"	"ua"	"˨˩"
"山"	"suã˨˨˧"		"s"	"uã"	"˨˨˧"
"汕"	"suã˨˨˧"	"汕头"	"s"	"uã"	"˨˨˧"
"塑"	"suak˧˨"		"s"	"uak"	"˧˨"
"朔"	"suak˧˨"		"s"	"uak"	"˧˨"
"旋"	"suaŋ˦˦"		"s"	"uaŋ"	"˦˦"
"选"	"suaŋ˥˧"		"s"	"uaŋ"	"˥˧"
"爽"	"suaŋ˥˧"		"s"	"uaŋ"	"˥˧"
"宣"	"suaŋ˨˨˧"		"s"	"uaŋ"	"˨˨˧"
"喧"	"suaŋ˨˨˧"		"s"	"uaŋ"	"˨˨˧"
"算"	"suaŋ˨˩"		"s"	"uaŋ"	"˨˩"
"杀"	"suaʔ˧˨"		"s"	"uaʔ"	"˧˨"
"宿"	"suaʔ˧˨"		"s"	"uaʔ"	"˧˨"
"垂"	"sue˦˦"		"s"	"ue"	"˦˦"
"髓"	"sue˥˧"		"s"	"ue"	"˥˧"
"衰"	"sue˨˨˧"		"s"	"ue"	"˨˨˧"
"戍"	"sue˨˩"		"s"	"ue"	"˨˩"
"岁"	"sue˨˩"		"s"	"ue"	"˨˩"
"税"	"sue˨˩"		"s"	"ue"	"˨˩"
"帅"	"sue˨˩"		"s"	"ue"	"˨˩"
"刷"	"sueʔ˧˨"		"s"	"ueʔ"	"˧˨"
"说"	"sueʔ˧˨"		"s"	"ueʔ"	"˧˨"
"随"	"sui˦˦"		"s"	"ui"	"˦˦"
"隋"	"sui˦˦"		"s"	"ui"	"˦˦"
"垂"	"sui˦˦"		"s"	"ui"	"˦˦"
"谁"	"sui˦˦"		"s"	"ui"	"˦˦"
"水"	"sui˥˧"		"s"	"ui"	"˥˧"
"蓑"	"sui˨˨˧"	"白"	"s"	"ui"	"˨˨˧"
"虽"	"sui˨˨˧"		"s"	"ui"	"˨˨˧"
"睡"	"sui˨˩˧"		"s"	"ui"	"˨˩˧"
"瑞"	"sui˨˩˧"		"s"	"ui"	"˨˩˧"
"遂"	"sui˨˩˧"		"s"	"ui"	"˨˩˧"
"隧"	"sui˨˩˧"		"s"	"ui"	"˨˩˧"
"穂"	"sui˨˩˧"		"s"	"ui"	"˨˩˧"
"术"	"suk˥˦"		"s"	"uk"	"˥˦"
"述"	"suk˥˦"		"s"	"uk"	"˥˦"
"帅"	"suk˧˨"		"s"	"uk"	"˧˨"
"戌"	"suk˧˨"		"s"	"uk"	"˧˨"
"恤"	"suk˧˨"		"s"	"uk"	"˧˨"
"寻"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"蝉"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"荀"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"询"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"旬"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"循"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"巡"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"纯"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"醇"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"淳"	"suŋ˦˦"		"s"	"uŋ"	"˦˦"
"损"	"suŋ˥˧"		"s"	"uŋ"	"˥˧"
"笋"	"suŋ˥˧"		"s"	"uŋ"	"˥˧"
"孙"	"suŋ˨˨˧"		"s"	"uŋ"	"˨˨˧"
"甥"	"suŋ˨˨˧"	"侄子"	"s"	"uŋ"	"˨˨˧"
"逊"	"suŋ˨˩"		"s"	"uŋ"	"˨˩"
"瞬"	"suŋ˨˩"		"s"	"uŋ"	"˨˩"
"殉"	"suŋ˨˩˧"		"s"	"uŋ"	"˨˩˧"
"顺"	"suŋ˨˩˧"		"s"	"uŋ"	"˨˩˧"
"输"	"suʔ˧˨"	"假字，水喷射出来"	"s"	"uʔ"	"˧˨"
"输"	"suʔ˧˨"	"假字，水喷射出来"	"s"	"uʔ"	"˧˨"
"禾"	"ta˦˦"		"t"	"a"	"˦˦"
"打"	"ta˥˧"		"t"	"a"	"˥˧"
"胆"	"tã˥˧"		"t"	"ã"	"˥˧"
"打"	"tã˥˧"		"t"	"ã"	"˥˧"
"焦"	"ta˨˨˧"		"t"	"a"	"˨˨˧"
"罩"	"ta˨˩"		"t"	"a"	"˨˩"
"担"	"tã˨˨˧"		"t"	"ã"	"˨˨˧"
"罩"	"tã˨˩"	"又"	"t"	"ã"	"˨˩"
"帐"	"tã˨˩"	"蚊帐"	"t"	"ã"	"˨˩"
"淡"	"tã˨˩˧"		"t"	"ã"	"˨˩˧"
"赚"	"tã˧˩˩"		"t"	"ã"	"˧˩˩"
"埋"	"tai˦˦"	"训"	"t"	"ai"	"˦˦"
"呆"	"tai˨˨˧"		"t"	"ai"	"˨˨˧"
"贷"	"tai˨˩"		"t"	"ai"	"˨˩"
"代"	"tai˨˩"		"t"	"ai"	"˨˩"
"带"	"tai˨˩"	"文"	"t"	"ai"	"˨˩"
"舵"	"tai˨˩˧"	"白"	"t"	"ai"	"˨˩˧"
"大"	"tai˨˩˧"	"大家"	"t"	"ai"	"˨˩˧"
"殿"	"tãi˨˩˧"		"t"	"ãi"	"˨˩˧"
"达"	"tak˥˦"		"t"	"ak"	"˥˦"
"值"	"tak˥˦"		"t"	"ak"	"˥˦"
"毒"	"tak˥˦"		"t"	"ak"	"˥˦"
"胆"	"tam˥˧"		"t"	"am"	"˥˧"
"淫"	"tam˦˦"	"湿"	"t"	"am"	"˦˦"
"耽"	"tam˨˨˧"		"t"	"am"	"˨˨˧"
