"#符号说明："	"( )内是前字的繁体字或异体字；{ }内是前字的注释、说明、例词；汉字后的“-”表示文读；“=”表示读书音，口语中不用；“*”表示前字读音可能存疑，如声母z、dz归属存疑，阳上阳去归属存疑等。"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#说明1："	"in韵分[iən][iɪn]，但分法存疑，《苏州同音字汇》中一般以读[iɪn]为主，只有“人忍㣼认”明确记载读[ȵiən]，其余读[-iən]者以论文《19世纪末的苏州话》中的记载为依据；该时期的苏州话仍有字分[o][uo]，但也在合并阶段；e韵分[-ᴇ]和[-ɛ]，除本表中列出的[-ɛ]外，其他一般都读[-ᴇ]；ie韵同理。并且，[yn]都读[yən]；[øʏ]都读[øʏ]（ø为左上标）；今大部分[əu]读作[ᵊu]，还有少数读[uo]；[iø]有人拟作[yø]；[io]有人拟作[yo]；[ioŋ]有人拟作[yoŋ]；[ioʔ]有人拟作[yoʔ]；[iɑ̃]有人拟作[yɑ̃]（实际可能是[yɒ̃]）。"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#说明2："	"汉字主要选自《乡音字类》、《一百年前的苏州话》及1892年出版的《苏州同音字汇》，发音尽量以其书中记载为准。记音以陆基的拟音为基准（陆基的e韵分[ᴇ][ɛ]，[iɛ]是本人在[ɛ]的基础上推导的记音。其中[ɛ]对应于蔡佞的[æ̃]，[iɛ]对应于蔡佞的[iɛ̃]。陆基不分[ie][iɛ̃]，都记作[iᴇ]），再佐以蔡佞（论文《19世纪末的苏州话》作者）的拟音（蔡佞的拟音方案本“带鼻”韵母仍未脱鼻，而且有的与陆基的拟音差别较大，如现在的oe韵为[œ̃]，[æ]韵为[ɐɵ]；e韵分[e][æ̃]，ie韵分[ie][iɛ̃]，in韵分[iən][iɪn]，[ɑ]韵分[ɔ][ɒ]等等，皆酌情选用，而某些则与陆基的方案取折中值，如本表采用的是[iᴇ][iɛ]对立、[ᴇ][ɛ]对立等）和当今通行的记音符号（如浊[i]浊[u]处理成[ɦi-][ɦu-]等）。此外，《苏州同音字汇》及《乡音字汇》声调不分阴阳，则声母为次浊者本人一般作归入阳调处理。"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#说明3："	"部分元音的演变路径（可能）：元音 ʯ>ʮ ɔ>ɒ>o/ɑ>o/a（新派） uɒ>uɑ>ua（新派） 部分u>ᵊu>əu 部分u>β̩/v̩ 部分u>o 大部分uo>o 少部分uo>o>u>ᵊu>əu i>iⱼ y>yⱼ e>ᴇ ie>iᴇ>iɪ>i ue>uᴇ ɐɵ>ɐə>ɐ>æ iɐɵ>iɐə>iɐ>iæ əʏ>øʏ（ø为左上标）>eɪ（新派） iʏ>y æ̃>ɛ>ᴇ iɛ̃>iɛ>iᴇ>iɪ>i uæ̃>uɛ>uᴇ œ̃>ø iœ̃>iø（有人把这里的介音i拟作y是因为受主元音œ̃、ø影响而变圆唇，其他还有io、ioŋ、ioʔ、iɔŋ亦同） uœ̃>uø iən>iɪn>in iɪn>in yən>yn aŋ>ã iaŋ>iã uaŋ>uã ɔŋ>ɒ̃>ɑ̃>ã（新派） iɔŋ>iɒ̃>iɑ̃>iã（新派） uɔŋ>uɒ̃>uɑ̃>uã（新派） iɔŋ>iɒ̃>iɑ̃>iã（新派） ɒʔ>ɑʔ>aʔ（新派）  iɒʔ>iɑʔ>iaʔ（新派）  uɒʔ>uɑʔ>uaʔ（新派） 部分iɪʔ>iəʔ yɪʔ>yəʔ uoʔ>oʔ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#调值"	"[1]阴平44 [2]阳平223 [3]阴上51 [4]阳上31 [5]阴去523 [6]阳去2312 [7]阴入4 [8]阳入23，为传统意义上老派苏州话的调值。"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#关于调值："	"Edkins于19世纪五六十年代（早于《苏州同音字汇》的成书时间）记载的苏州话单字调分别为：[1]阴平53 [2]阳平13 [3]阴上55 [4]阳上31 [5]阴去35 [6]阳去113 [7]阴入5 [8]阳入1，仅供参考。"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#ɛ"	"[3]晚{可能为“晏”}闇=黯=殷{紫青绿~}"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#ɦɛ"	"[2]闲{~空}(閑、閒{~空})言{空有一句~话}盐衔{燕子~泥做窝}咸{~味} [6]限
"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"#bɛ"	"[6]办爿𨂝{一个虫~得唻}"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
