"繁體"	"简体"	"音標"	"注釋"	"声"	"韵"	"调"
"磚"	"砖"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"川"	"川"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"穿"	"穿"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"□"	"□"	"tsʰoŋ˦˦"	"吳語學堂的溫州作穿，是伸、穿的意思"	"tsʰ"	"oŋ"	"˦˦"
"喘"	"喘"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"舛"	"舛"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"串"	"串"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"串"	"串"	"tsʰoŋ˥˨"		"tsʰ"	"oŋ"	"˥˨"
"船"	"船"	"jy˧˩"		"j"	"y"	"˧˩"
"軟"	"软"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"卷"	"卷"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"眷"	"眷"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"卷"	"卷"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"絹"	"绢"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"圈"	"圈"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"權"	"权"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"拳"	"拳"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"鬈"	"鬈"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"圈"	"圈"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"倦"	"倦"	"dʑy˨˨"		"dʑ"	"y"	"˨˨"
"員"	"员"	"jy˧˩"		"j"	"y"	"˧˩"
"圓"	"圆"	"jy˧˩"		"j"	"y"	"˧˩"
"院"	"院"	"jy˨˨"	"未有婚嫁的女生(也可用來調侃宅男)"	"j"	"y"	"˨˨"
"緣"	"缘"	"jy˧˩"		"j"	"y"	"˧˩"
"沿"	"沿"	"ɕi˦˦"	"吳語學堂有此音，韻書未見"	"ɕ"	"i"	"˦˦"
"沿"	"沿"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"鉛"	"铅"	"kʰa˦˦"	"鉛角：硬幣"	"kʰ"	"a"	"˦˦"
"捐"	"捐"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"兗"	"兖"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"反"	"反"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"翻"	"翻"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"番"	"番"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"販"	"贩"	"fɔ˥˨"		"f"	"ɔ"	"˥˨"
"煩"	"烦"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"礬"	"矾"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"繁"	"繁"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"藩"	"藩"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"藩"	"藩"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"飯"	"饭"	"vɔ˨˨"		"v"	"ɔ"	"˨˨"
"晚"	"晚"	"ɦuɔ˩˧"		"ɦ"	"uɔ"	"˩˧"
"晚"	"晚"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"挽"	"挽"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"挽"	"挽"	"ɦuɔ˩˧"		"ɦ"	"uɔ"	"˩˧"
"萬"	"万"	"mɔ˨˨"		"m"	"ɔ"	"˨˨"
"萬"	"万"	"ɦuɔ˨˨"	"萬一"	"ɦ"	"uɔ"	"˨˨"
"勸"	"劝"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"券"	"券"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"元"	"元"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"原"	"原"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"源"	"源"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"阮"	"阮"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"願"	"愿"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"喧"	"喧"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"楦"	"楦"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"冤"	"冤"	"y˦˦"	"冤深"	"ʔ"	"y"	"˦˦"
"宛"	"宛"	"y˧˥"		"ʔ"	"y"	"˧˥"
"婉"	"婉"	"y˧˥"		"ʔ"	"y"	"˧˥"
"怨"	"怨"	"y˥˨"		"ʔ"	"y"	"˥˨"
"袁"	"袁"	"jy˧˩"		"j"	"y"	"˧˩"
"園"	"园"	"jy˧˩"	"田"	"j"	"y"	"˧˩"
"援"	"援"	"jy˧˩"		"j"	"y"	"˧˩"
"垣"	"垣"	"jy˧˩"		"j"	"y"	"˧˩"
"遠"	"远"	"jy˩˧"		"j"	"y"	"˩˧"
"涓"	"涓"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"犬"	"犬"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"懸"	"悬"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"懸"	"悬"	"jy˧˩"		"j"	"y"	"˧˩"
"玄"	"玄"	"jy˧˩"		"j"	"y"	"˧˩"
"縣"	"县"	"jy˨˨"		"j"	"y"	"˨˨"
"眩"	"眩"	"jy˨˨"		"j"	"y"	"˨˨"
"淵"	"渊"	"y˦˦"		"ʔ"	"y"	"˦˦"
"缽"	"钵"	"pɵ˨˩˩"		"p"	"ɵ"	"˧˨˨"
"撥"	"拨"	"pɵ˨˩˩"		"p"	"ɵ"	"˧˨˨"
"潑"	"泼"	"pɵ˨˩˩"		"p"	"ɵ"	"˧˨˨"
"潑"	"泼"	"pʰɵ˨˩˩"		"pʰ"	"ɵ"	"˧˨˨"
"鈸"	"钹"	"bu˨˩˩"		"b"	"u"	"˨˩˩"
"跋"	"跋"	"bɵ˨˩˩"		"b"	"ɵ"	"˨˩˩"
"末"	"末"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"抹"	"抹"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"沫"	"沫"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"掇"	"掇"	"tɵ˨˩˩"		"t"	"ɵ"	"˧˨˨"
"脫"	"脱"	"tʰɛ˨˩˩"	"脫衣裳"	"tʰ"	"ɛ"	"˧˨˨"
"脫"	"脱"	"tʰɔ˨˩˩"		"tʰ"	"ɔ"	"˧˨˨"
"奪"	"夺"	"dɛ˨˩˩"	"搶"	"d"	"ɛ"	"˨˩˩"
"奪"	"夺"	"dɵ˨˩˩"		"d"	"ɵ"	"˨˩˩"
"捋"	"捋"	"la˨˩˩"	"揉"	"l"	"a"	"˨˩˩"
"撮"	"撮"	"tsu˧˥"	"一撮"	"ts"	"u"	"˧˥"
"撮"	"撮"	"tsʰa˨˩˩"	"摘"	"tsʰ"	"a"	"˧˨˨"
"撮"	"撮"	"tsʰu˨˩˩"	"一撮，少，頭髮一撮厘兒"	"tsʰ"	"u"	"˧˨˨"
"括"	"括"	"kʰuɔ˨˩˩"		"kʰ"	"uɔ"	"˧˨˨"
"闊"	"阔"	"kʰuɔ"		"kʰ"	"uɔ"	"˧˨˨"
"豁"	"豁"	"huɔ˨˩˩"		"h"	"uɔ"	"˧˨˨"
"活"	"活"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"斡"	"斡"	"ʔuɔ˨˩˩"		"ʔ"	"uɔ"	"˧˨˨"
"滑"	"滑"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"猾"	"猾"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"挖"	"挖"	"ʔu˨˩˩"		"ʔ"	"u"	"˧˨˨"
"挖"	"挖"	"ʔuɔ˨˩˩"		"ʔ"	"uɔ"	"˧˨˨"
"刷"	"刷"	"sɵ˨˩˩"		"s"	"ɵ"	"˧˨˨"
"刮"	"刮"	"kuɔ˨˩˩"		"k"	"uɔ"	"˧˨˨"
"劣"	"劣"	"lei˨˩˩"		"l"	"ei"	"˨˩˩"
"絕"	"绝"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"雪"	"雪"	"ɕy˨˩˩"		"ɕ"	"y"	"˧˨˨"
"輟"	"辍"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"拙"	"拙"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"拙"	"拙"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"說"	"说"	"ɕy˨˩˩"		"ɕ"	"y"	"˧˨˨"
"悅"	"悦"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"閱"	"阅"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"發"	"发"	"fɔ˨˩˩"		"f"	"ɔ"	"˧˨˨"
"發"	"发"	"fɔ˨˩˩"		"f"	"ɔ"	"˧˨˨"
"伐"	"伐"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"筏"	"筏"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"罰"	"罚"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"襪"	"袜"	"mɔ˨˩˩"		"m"	"ɔ"	"˨˩˩"
"厥"	"厥"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"孓"	"孓"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"闕"	"阙"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"掘"	"掘"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"橛"	"橛"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"月"	"月"	"ȵy˨˩˩"		"ȵ"	"y"	"˨˩˩"
"噦"	"哕"	"ʔɵ˨˩˩"	"嘔吐"	"ʔ"	"ɵ"	"˧˨˨"
"噦"	"哕"	"ʔyu˨˩˩"		"ʔ"	"yu"	"˧˨˨"
"越"	"越"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"曰"	"曰"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"粵"	"粤"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"決"	"决"	"tɕy˨˨"		"tɕ"	"y"	"˨˨"
"訣"	"诀"	"tɕy˨˩˩"		"tɕ"	"y"	"˧˨˨"
"缺"	"缺"	"tɕʰy˨˩˩"		"tɕʰ"	"y"	"˨˩˩"
"血"	"血"	"ɕy˨˩˩"		"ɕ"	"y"	"˧˨˨"
"穴"	"穴"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"吞"	"吞"	"tʰɵ˦˦"		"tʰ"	"ɵ"	"˦˦"
"吞"	"吞"	"tʰaŋ˦˦"		"tʰ"	"aŋ"	"˦˦"
"根"	"根"	"kɵ˦˦"	"根長：一直幹啥事讓人煩"	"k"	"ɵ"	"˦˦"
"跟"	"跟"	"kaŋ˦˦"		"k"	"aŋ"	"˦˦"
"墾"	"垦"	"kʰaŋ˧˥"		"kʰ"	"aŋ"	"˧˥"
"懇"	"恳"	"kʰaŋ˧˥"		"kʰ"	"aŋ"	"˧˥"
"齦"	"龈"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"痕"	"痕"	"ɦaŋ˧˩"		"ɦ"	"aŋ"	"˧˩"
"痕"	"痕"	"ɦɵ˧˩"		"ɦ"	"ɵ"	"˧˩"
"很"	"很"	"haŋ˧˥"	"又音"	"h"	"aŋ"	"˧˥"
"恨"	"恨"	"haŋ˥˨"	"又音"	"h"	"aŋ"	"˥˨"
"恩"	"恩"	"ʔɵ˦˦"		"ʔ"	"ɵ"	"˦˦"
"彬"	"彬"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"賓"	"宾"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"檳"	"槟"	"pəŋ˦˦"		"p"	"əŋ"	"˦˦"
"殯"	"殡"	"pəŋ˥˨"		"p"	"əŋ"	"˥˨"
"貧"	"贫"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"頻"	"频"	"bəŋ˧˩"		"b"	"əŋ"	"˧˩"
"牝"	"牝"	"bəŋ˩˧"		"b"	"əŋ"	"˩˧"
"閩"	"闽"	"məŋ˩˧"		"m"	"əŋ"	"˩˧"
"民"	"民"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"泯"	"泯"	"məŋ˧˩"		"m"	"əŋ"	"˧˩"
"泯"	"泯"	"məŋ˩˧"		"m"	"əŋ"	"˩˧"
"敏"	"敏"	"məŋ˩˧"		"m"	"əŋ"	"˩˧"
"憫"	"悯"	"məŋ˩˧"		"m"	"əŋ"	"˩˧"
"鄰"	"邻"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"鱗"	"鳞"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"磷"	"磷"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"吝"	"吝"	"ləŋ˨˨"		"l"	"əŋ"	"˨˨"
"津"	"津"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"盡"	"尽"	"zaŋ˨˨"		"z"	"aŋ"	"˨˨"
"進"	"进"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"晉"	"晋"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"親"	"亲"	"tsʰaŋ˦˦"		"tsʰ"	"aŋ"	"˦˦"
"親"	"亲"	"tsʰaŋ˥˨"		"tsʰ"	"aŋ"	"˥˨"
"秦"	"秦"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"秦"	"秦"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"辛"	"辛"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"新"	"新"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"薪"	"薪"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"信"	"信"	"saŋ˥˨"		"s"	"aŋ"	"˥˨"
"訊"	"讯"	"saŋ˥˨"		"s"	"aŋ"	"˥˨"
"珍"	"珍"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"鎮"	"镇"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"趁"	"趁"	"tsʰaŋ˥˨"		"tsʰ"	"aŋ"	"˥˨"
"陳"	"陈"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"塵"	"尘"	"dzaŋ˨˨"		"dz"	"aŋ"	"˨˨"
"陣"	"阵"	"dzaŋ˨˨"		"dz"	"aŋ"	"˨˨"
"榛"	"榛"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"臻"	"臻"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"襯"	"衬"	"tsʰaŋ˥˨"		"tsʰ"	"aŋ"	"˥˨"
"真"	"真"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"診"	"诊"	"tsaŋ˧˥"		"ts"	"aŋ"	"˧˥"
"疹"	"疹"	"tsaŋ˧˥"		"ts"	"aŋ"	"˧˥"
"振"	"振"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"震"	"震"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"娠"	"娠"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"神"	"神"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"身"	"身"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"申"	"申"	"səŋ˦˦"		"s"	"əŋ"	"˦˦"
"申"	"申"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"伸"	"伸"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"娠"	"娠"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"神"	"神"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"辰"	"辰"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"晨"	"晨"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"臣"	"臣"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"腎"	"肾"	"zaŋ˩˧"		"z"	"aŋ"	"˩˧"
"慎"	"慎"	"zaŋ˨˨"		"z"	"aŋ"	"˨˨"
"人"	"人"	"naŋ˧˩"		"n"	"aŋ"	"˧˩"
"仁"	"仁"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"忍"	"忍"	"ȵiaŋ˩˧"		"ȵ"	"iaŋ"	"˩˧"
"認"	"认"	"ȵiaŋ˩˧"		"ȵ"	"iaŋ"	"˩˧"
"刃"	"刃"	"ȵiaŋ˨˨"	"擦傷痕"	"ȵ"	"iaŋ"	"˨˨"
"巾"	"巾"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"緊"	"紧"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"僅"	"仅"	"dʑiaŋ˨˨"		"dʑ"	"iaŋ"	"˨˨"
"銀"	"银"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"釁"	"衅"	"ɕiaŋ˥˨"		"ɕ"	"iaŋ"	"˥˨"
"因"	"因"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"姻"	"姻"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"印"	"印"	"ʔiaŋ˥˨"		"ʔ"	"iaŋ"	"˥˨"
"寅"	"寅"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"引"	"引"	"ʔiaŋ˧˥"		"ʔ"	"iaŋ"	"˧˥"
"斤"	"斤"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"筋"	"筋"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"謹"	"谨"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"勁"	"劲"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"勁"	"劲"	"dʑiaŋ˨˨"		"dʑ"	"iaŋ"	"˨˨"
"勤"	"勤"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"芹"	"芹"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"近"	"近"	"dʑiaŋ˩˧"		"dʑ"	"iaŋ"	"˩˧"
"近"	"近"	"dʑiaŋ˨˨"		"dʑ"	"iaŋ"	"˨˨"
"欣"	"欣"	"ɕiaŋ˦˦"		"ɕ"	"iaŋ"	"˦˦"
"殷"	"殷"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"隱"	"隐"	"ʔiaŋ˧˥"		"ʔ"	"iaŋ"	"˧˥"
"筆"	"笔"	"pei˨˩˩"		"p"	"ei"	"˧˨˨"
"畢"	"毕"	"pei˨˩˩"		"p"	"ei"	"˧˨˨"
"必"	"必"	"pei˨˩˩"		"p"	"ei"	"˧˨˨"
"匹"	"匹"	"pʰi˨˩˩"		"pʰ"	"i"	"˧˨˨"
"弼"	"弼"	"bi˨˩˩"		"b"	"i"	"˨˩˩"
"密"	"密"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"蜜"	"蜜"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"昵"	"昵"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"栗"	"栗"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"七"	"七"	"tsʰa˨˩˩"		"tsʰ"	"a"	"˧˨˨"
"漆"	"漆"	"tsʰa˨˩˩"		"tsʰ"	"a"	"˧˨˨"
"疾"	"疾"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"悉"	"悉"	"sei˨˩˩"		"s"	"ei"	"˧˨˨"
"膝"	"膝"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"窒"	"窒"	"tsa˨˩˩"		"ts"	"a"	"˧˨˨"
"侄"	"侄"	"dza˨˩˩"		"dz"	"a"	"˧˨˨"
"秩"	"秩"	"dza˨˩˩"		"dz"	"a"	"˧˨˨"
"瑟"	"瑟"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"虱"	"虱"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"質"	"质"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"實"	"实"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"失"	"失"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"室"	"室"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"日"	"日"	"za˨˩˩"	"日本人"	"z"	"a"	"˨˩˩"
"日"	"日"	"ȵia˨˩˩"	"生日"	"ȵ"	"ia"	"˨˩˩"
"日"	"日"	"ne˨˩˩"		"n"	"e"	"˨˩˩"
"吉"	"吉"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"詰"	"诘"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"一"	"一"	"ʔi˨˩˩"		"ʔ"	"i"	"˧˨˨"
"一"	"一"	"ʔia˨˩˩"		"ʔ"	"ia"	"˧˨˨"
"乙"	"乙"	"ʔia˨˩˩"		"ʔ"	"ia"	"˧˨˨"
"逸"	"逸"	"ja˨˩˩"		"j"	"a"	"˨˩˩"
"訖"	"讫"	"tɕʰia˨˩˩"		"tɕʰ"	"ia"	"˧˨˨"
"乞"	"乞"	"tɕʰia˨˩˩"		"tɕʰ"	"ia"	"˧˨˨"
"迄"	"迄"	"tɕʰia˨˩˩"		"tɕʰ"	"ia"	"˧˨˨"
"奔"	"奔"	"paŋ˦˦"		"p"	"aŋ"	"˦˦"
"本"	"本"	"paŋ˧˥"		"p"	"aŋ"	"˧˥"
"噴"	"喷"	"pʰaŋ˦˦"	"噴出"	"pʰ"	"aŋ"	"˦˦"
"噴"	"喷"	"pʰaŋ˥˨"	"噴香"	"pʰ"	"aŋ"	"˥˨"
"盆"	"盆"	"bɵ˧˩"		"b"	"ɵ"	"˧˩"
"笨"	"笨"	"baŋ˨˨"		"b"	"aŋ"	"˨˨"
"門"	"门"	"maŋ˧˩"		"m"	"aŋ"	"˧˩"
"悶"	"闷"	"mɵ˧˩"		"m"	"ɵ"	"˧˩"
"敦"	"敦"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"敦"	"敦"	"tɵ˦˦"		"t"	"ɵ"	"˦˦"
"墩"	"墩"	"tɵ˦˦"		"t"	"ɵ"	"˦˦"
"頓"	"顿"	"taŋ˥˨"	"重物什麼的放置於此"	"t"	"aŋ"	"˥˨"
"褪"	"褪"	"tʰai˥˨"		"tʰ"	"ai"	"˥˨"
"屯"	"屯"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"豚"	"豚"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"飩"	"饨"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"臀"	"臀"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"囤"	"囤"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"囤"	"囤"	"dɵ˩˧"		"d"	"ɵ"	"˩˧"
"沌"	"沌"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"沌"	"沌"	"daŋ˩˧"		"d"	"aŋ"	"˩˧"
"盾"	"盾"	"daŋ˩˧"		"d"	"aŋ"	"˩˧"
"鈍"	"钝"	"dɵ˨˨"		"d"	"ɵ"	"˨˨"
"遁"	"遁"	"dɵ˨˨"		"d"	"ɵ"	"˨˨"
"遁"	"遁"	"daŋ˨˨"	"掉落"	"d"	"aŋ"	"˨˨"
"嫩"	"嫩"	"nɵ˨˨"		"n"	"ɵ"	"˨˨"
"論"	"论"	"lɵ˧˩"		"l"	"ɵ"	"˧˩"
"侖"	"仑"	"laŋ˩˧"		"l"	"aŋ"	"˩˧"
"論"	"论"	"lɵ˨˨"		"l"	"ɵ"	"˨˨"
"尊"	"尊"	"tsɵ˦˦"		"ts"	"ɵ"	"˦˦"
"村"	"村"	"tsʰɵ˦˦"		"tsʰ"	"ɵ"	"˦˦"
"忖"	"忖"	"tsʰɵ˧˥"		"tsʰ"	"ɵ"	"˧˥"
"寸"	"寸"	"tsʰɵ˥˨"		"tsʰ"	"ɵ"	"˥˨"
"存"	"存"	"zɵ˧˩"		"z"	"ɵ"	"˧˩"
"蹲"	"蹲"	"taŋ˦˦"		"t"	"aŋ"	"˦˦"
"孫"	"孙"	"sɵ˧˩"		"s"	"ɵ"	"˧˩"
"損"	"损"	"sɵ˧˥"		"s"	"ɵ"	"˧˥"
"遜"	"逊"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"昆"	"昆"	"kaŋ˦˦"		"k"	"aŋ"	"˦˦"
"昆"	"昆"	"kʰaŋ˦˦"		"kʰ"	"aŋ"	"˦˦"
"昆"	"昆"	"kaŋ˦˦"		"k"	"aŋ"	"˦˦"
"昆"	"昆"	"ky˦˦"		"k"	"y"	"˦˦"
"滾"	"滚"	"kaŋ˧˥"		"k"	"aŋ"	"˧˥"
"棍"	"棍"	"kaŋ˥˨"		"k"	"aŋ"	"˥˨"
"坤"	"坤"	"kaŋ˦˦"		"k"	"aŋ"	"˦˦"
"坤"	"坤"	"kʰaŋ˦˦"		"kʰ"	"aŋ"	"˦˦"
"坤"	"坤"	"kʰɵ˦˦"		"kʰ"	"ɵ"	"˦˦"
"捆"	"捆"	"kʰy˧˥"		"kʰ"	"y"	"˧˥"
"困"	"困"	"kʰaŋ˥˨"	"困難"	"kʰ"	"aŋ"	"˥˨"
"困"	"困"	"kʰy˥˨"	"睡覺"	"kʰ"	"y"	"˥˨"
"昏"	"昏"	"faŋ˦˦"	"昏君"	"f"	"aŋ"	"˦˦"
"昏"	"昏"	"ɕy˦˦"	"黃昏"	"ɕ"	"y"	"˦˦"
"婚"	"婚"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"婚"	"婚"	"faŋ˦˦"	"婚姻"	"f"	"aŋ"	"˦˦"
"魂"	"魂"	"jy˧˩"		"j"	"y"	"˧˩"
"餛"	"馄"	"vaŋ˧˩"	"餛飩"	"v"	"aŋ"	"˧˩"
"混"	"混"	"vaŋ˨˨"		"v"	"aŋ"	"˨˨"
"渾"	"浑"	"vaŋ˨˨"		"v"	"aŋ"	"˨˨"
"溫"	"温"	"ʔy˦˦"		"ʔ"	"y"	"˦˦"
"溫"	"温"	"ʔʋaŋ˦˦"	"溫湯"	"ʔʋ"	"aŋ"	"˦˦"
"瘟"	"瘟"	"ʔy˦˦"		"ʔ"	"y"	"˦˦"
"瘟"	"瘟"	"ʔʋaŋ˦˦"		"ʔʋ"	"aŋ"	"˦˦"
"穩"	"稳"	"ʔʋaŋ˧˥"		"ʔʋ"	"aŋ"	"˧˥"
"倫"	"伦"	"laŋ˧˩"		"l"	"aŋ"	"˧˩"
"淪"	"沦"	"laŋ˧˩"		"l"	"aŋ"	"˧˩"
"輪"	"轮"	"laŋ˧˩"	"輪胎"	"l"	"aŋ"	"˧˩"
"輪"	"轮"	"lɵ˧˩"		"l"	"ɵ"	"˧˩"
"遵"	"遵"	"tsɵ˦˦"		"ts"	"ɵ"	"˦˦"
"俊"	"俊"	"tsoŋ˥˨"		"ts"	"oŋ"	"˥˨"
"竣"	"竣"	"tsoŋ˥˨"		"ts"	"oŋ"	"˥˨"
"皴"	"皴"	"tsʰoŋ˦˦"		"tsʰ"	"oŋ"	"˦˦"
"皴"	"皴"	"tsʰɵ˦˦"		"tsʰ"	"ɵ"	"˦˦"
