"繁體"	"簡體"	"拼音"	"音標"
"敨"	"敨"	"thau3"	"tʰau˧˥"
"透"	"透"	"thau5"	"tʰau˥˨"
"投"	"投"	"dau2"	"dau˧˩"
"逗"	"逗"	"dau6"	"dau˨˨"
"竇"	"竇"	"dau6"	"dau˨˨"
"毒"	"毒"	"dau6"	"dau˨˨"
"讀"	"讀"	"dau6"	"dau˨˨"
"婁"	"婁"	"lau2"	"lau˧˩"
"樓"	"樓"	"lau2"	"lau˧˩"
"耬"	"耬"	"lau2"	"lau˧˩"
"摟"	"摟"	"lau4"	"lau˧˥"
"簍"	"簍"	"lau4"	"lau˧˥"
"縷"	"縷"	"lau4"	"lau˧˥"
"陋"	"陋"	"lau6"	"lau˨˨"
"漏"	"漏"	"lau6"	"lau˨˨"
"露"	"露"	"lau6"	"lau˨˨"
"鄒"	"鄒"	"tsau1"	"tsau˧˧"
"走"	"走"	"tsau3"	"tsau˧˥"
"皺"	"皺"	"tsau5"	"tsau˥˨"
"縐"	"縐"	"tsau5"	"tsau˥˨"
"奏"	"奏"	"tsau5"	"tsau˥˨"
"揍"	"揍"	"tsau5"	"tsau˥˨"
"驟"	"驟"	"dzau6"	"dzau˨˨"
"搜"	"搜"	"sau1"	"sau˧˧"
"搜"	"搜"	"sau1"	"sau˧˧"
"艘"	"艘"	"sau1"	"sau˧˧"
"餿"	"餿"	"sau1"	"sau˧˧"
"颼"	"颼"	"sau1"	"sau˧˧"
"瘦"	"瘦"	"sau3"	"sau˧˥"
"叟"	"叟"	"sau3"	"sau˧˥"
"藪"	"藪"	"sau3"	"sau˧˥"
"漱"	"漱"	"sau5"	"sau˥˨"
"嗽"	"嗽"	"sau5"	"sau˥˨"
"愁"	"愁"	"zau2"	"zau˧˩"
"糾"	"糾"	"cau1"	"tɕau˧˧"
"鳩"	"鳩"	"cau1"	"tɕau˧˧"
"鬮"	"鬮"	"cau1"	"tɕau˧˧"
"跔"	"跔"	"cau1"	"tɕau˧˧"
"九"	"九"	"cau3"	"tɕau˧˥"
"久"	"久"	"cau3"	"tɕau˧˥"
"玖"	"玖"	"cau3"	"tɕau˧˥"
"韭"	"韭"	"cau3"	"tɕau˧˥"
"究"	"究"	"cau5"	"tɕau˥˨"
"灸"	"灸"	"cau5"	"tɕau˥˨"
"疚"	"疚"	"cau5"	"tɕau˥˨"
"救"	"救"	"cau5"	"tɕau˥˨"
"丘"	"丘"	"chau1"	"tɕʰau˧˧"
"邱"	"邱"	"chau1"	"tɕʰau˧˧"
"丘"	"丘"	"chau1"	"tɕʰau˧˧"
"蚯"	"蚯"	"chau1"	"tɕʰau˧˧"
"仇"	"仇"	"jau2"	"dʑau˧˩"
"跔"	"跔"	"jau2"	"dʑau˧˩"
"求"	"求"	"jau2"	"dʑau˧˩"
"球"	"球"	"jau2"	"dʑau˧˩"
"臼"	"臼"	"jau4"	"dʑau˧˥"
"咎"	"咎"	"jau4"	"dʑau˧˥"
"柩"	"柩"	"jau4"	"dʑau˧˥"
"舅"	"舅"	"jau4"	"dʑau˧˥"
"舊"	"舊"	"jau6"	"dʑau˨˨"
"扭"	"扭"	"gnau1"	"ȵau˧˧"
"扭"	"扭"	"gnau2"	"ȵau˧˩"
"扭"	"扭"	"gnau4"	"ȵau˧˥"
"紐"	"紐"	"gnau4"	"ȵau˧˥"
"鈕"	"鈕"	"gnau4"	"ȵau˧˥"
"休"	"休"	"shau1"	"ɕau˧˧"
"朽"	"朽"	"shau3"	"ɕau˧˥"
"臭"	"臭"	"chau5"	"tɕʰau˥˨"
"嗅"	"嗅"	"chau5"	"tɕʰau˥˨"
"幽"	"幽"	"yau1"	"ʔjau˧˧"
"悠"	"悠"	"yau1"	"ʔjau˧˧"
"憂"	"憂"	"yau1"	"ʔjau˧˧"
"優"	"優"	"yau1"	"ʔjau˧˧"
"幼"	"幼"	"yau1"	"ʔjau˧˧"
"黝"	"黝"	"yau3"	"ʔjau˧˥"
"幼"	"幼"	"yau5"	"ʔjau˥˨"
"尤"	"尤"	"yau2"	"jau˧˩"
"由"	"由"	"yau2"	"jau˧˩"
"油"	"油"	"yau2"	"jau˧˩"
"郵"	"郵"	"yau2"	"jau˧˩"
"猶"	"猶"	"yau2"	"jau˧˩"
"柚"	"柚"	"yau2"	"jau˧˩"
"友"	"友"	"yau4"	"jau˧˥"
"有"	"有"	"yau4"	"jau˧˥"
"酉"	"酉"	"yau4"	"jau˧˥"
"莠"	"莠"	"yau4"	"jau˧˥"
"油"	"油"	"yau6"	"jau˨˨"
"又"	"又"	"yau6"	"jau˨˨"
"右"	"右"	"yau6"	"jau˨˨"
"佑"	"佑"	"yau6"	"jau˨˨"
"柚"	"柚"	"yau6"	"jau˨˨"
"宥"	"宥"	"yau6"	"jau˨˨"
"釉"	"釉"	"yau6"	"jau˨˨"
"誘"	"誘"	"yau6"	"jau˨˨"
"膏"	"膏"	"kau1"	"kau˧˧"
"鎬"	"鎬"	"kau1"	"kau˧˧"
"勾"	"勾"	"kau1"	"kau˧˧"
"鉤"	"鉤"	"kau1"	"kau˧˧"
"溝"	"溝"	"kau1"	"kau˧˧"
"句"	"句"	"kau1"	"kau˧˧"
"苟"	"苟"	"kau3"	"kau˧˥"
"狗"	"狗"	"kau3"	"kau˧˥"
"垢"	"垢"	"kau3"	"kau˧˥"
"夠"	"夠"	"kau5"	"kau˥˨"
"彀"	"彀"	"kau5"	"kau˥˨"
"彀"	"彀"	"kau5"	"kau˥˨"
"構"	"構"	"kau5"	"kau˥˨"
"購"	"購"	"kau5"	"kau˥˨"
"摳"	"摳"	"khau1"	"kʰau˧˧"
"瞘"	"瞘"	"khau1"	"kʰau˧˧"
"口"	"口"	"khau3"	"kʰau˧˥"
"銬"	"銬"	"khau5"	"kʰau˥˨"
"叩"	"叩"	"khau5"	"kʰau˥˨"
"扣"	"扣"	"khau5"	"kʰau˥˨"
"寇"	"寇"	"khau5"	"kʰau˥˨"
"跔"	"跔"	"gau2"	"gau˧˩"
"摳"	"摳"	"gau2"	"gau˧˩"
"厚"	"厚"	"gau4"	"gau˧˥"
"摳"	"摳"	"gau6"	"gau˨˨"
"牛"	"牛"	"ngau2"	"ŋau˧˩"
"偶"	"偶"	"ngau4"	"ŋau˧˥"
"藕"	"藕"	"ngau4"	"ŋau˧˥"
"吼"	"吼"	"hau5"	"hau˥˨"
"鱟"	"鱟"	"hau5"	"hau˥˨"
"侯"	"侯"	"ghau2"	"ɦau˧˩"
"喉"	"喉"	"ghau2"	"ɦau˧˩"
"猴"	"猴"	"ghau2"	"ɦau˧˩"
"瘊"	"瘊"	"ghau2"	"ɦau˧˩"
"厚"	"厚"	"ghau4"	"ɦau˧˥"
"後"	"後"	"ghau4"	"ɦau˧˥"
"後"	"後"	"ghau4"	"ɦau˧˥"
"候"	"候"	"ghau6"	"ɦau˨˨"
"漚"	"漚"	"au1"	"ʔau˧˧"
"歐"	"歐"	"au1"	"ʔau˧˧"
"謳"	"謳"	"au1"	"ʔau˧˧"
"鷗"	"鷗"	"au1"	"ʔau˧˧"
"區"	"區"	"au1"	"ʔau˧˧"
"毆"	"毆"	"au3"	"ʔau˧˥"
"嘔"	"嘔"	"au3"	"ʔau˧˥"
"漚"	"漚"	"au5"	"ʔau˥˨"
"慪"	"慪"	"au5"	"ʔau˥˨"
"波"	"波"	"peu1"	"pøy˧˧"
"補"	"補"	"peu3"	"pøy˧˥"
"譜"	"譜"	"peu3"	"pøy˧˥"
"播"	"播"	"peu5"	"pøy˥˨"
"布"	"布"	"peu5"	"pøy˥˨"
"布"	"布"	"peu5"	"pøy˥˨"
"怖"	"怖"	"peu5"	"pøy˥˨"
"鋪"	"鋪"	"pheu1"	"pʰøy˧˧"
"浦"	"浦"	"pheu3"	"pʰøy˧˥"
"破"	"破"	"pheu5"	"pʰøy˥˨"
"鋪"	"鋪"	"pheu5"	"pʰøy˥˨"
"婆"	"婆"	"beu2"	"bøy˧˩"
"葡"	"葡"	"beu2"	"bøy˧˩"
"蒲"	"蒲"	"beu2"	"bøy˧˩"
"步"	"步"	"beu6"	"bøy˨˨"
"埠"	"埠"	"beu6"	"bøy˨˨"
"埠"	"埠"	"beu6"	"bøy˨˨"
"縛"	"縛"	"beu6"	"bøy˨˨"
"模"	"模"	"mmeu2"	"mmøy˧˩"
"摩"	"摩"	"mmeu2"	"mmøy˧˩"
"磨"	"磨"	"mmeu2"	"mmøy˧˩"
"魔"	"魔"	"mmeu2"	"mmøy˧˩"
"磨"	"磨"	"meu6"	"møy˨˨"
"夫"	"夫"	"feu1"	"føy˧˧"
"麩"	"麩"	"feu1"	"føy˧˧"
"膚"	"膚"	"feu1"	"føy˧˧"
"府"	"府"	"feu3"	"føy˧˥"
"俯"	"俯"	"feu3"	"føy˧˥"
"腑"	"腑"	"feu3"	"føy˧˥"
"殕"	"殕"	"feu3"	"føy˧˥"
"付"	"付"	"feu5"	"føy˥˨"
"赴"	"赴"	"feu5"	"føy˥˨"
"副"	"副"	"feu5"	"føy˥˨"
"傅"	"傅"	"feu5"	"føy˥˨"
"富"	"富"	"feu5"	"føy˥˨"
"賦"	"賦"	"feu5"	"føy˥˨"
"扶"	"扶"	"veu2"	"vøy˧˩"
"芙"	"芙"	"veu2"	"vøy˧˩"
"浮"	"浮"	"veu2"	"vøy˧˩"
"符"	"符"	"veu2"	"vøy˧˩"
"父"	"父"	"veu4"	"vøy˧˥"
"負"	"負"	"veu4"	"vøy˧˥"
"婦"	"婦"	"veu4"	"vøy˧˥"
"腐"	"腐"	"veu6"	"vøy˨˨"
"附"	"附"	"veu6"	"vøy˨˨"
"務"	"務"	"veu6"	"vøy˨˨"
"霧"	"霧"	"veu6"	"vøy˨˨"
"都"	"都"	"teu1"	"tøy˧˧"
"堵"	"堵"	"teu3"	"tøy˧˥"
"賭"	"賭"	"teu3"	"tøy˧˥"
"肚"	"肚"	"teu3"	"tøy˧˥"
"妒"	"妒"	"teu5"	"tøy˥˨"
"土"	"土"	"theu3"	"tʰøy˧˥"
"吐"	"吐"	"theu3"	"tʰøy˧˥"
"吐"	"吐"	"theu5"	"tʰøy˥˨"
"兔"	"兔"	"theu5"	"tʰøy˥˨"
"徒"	"徒"	"deu2"	"døy˧˩"
"途"	"途"	"deu2"	"døy˧˩"
"屠"	"屠"	"deu2"	"døy˧˩"
"塗"	"塗"	"deu2"	"døy˧˩"
"圖"	"圖"	"deu2"	"døy˧˩"
"杜"	"杜"	"deu4"	"døy˧˥"
"肚"	"肚"	"deu4"	"døy˧˥"
"度"	"度"	"deu6"	"døy˨˨"
"渡"	"渡"	"deu6"	"døy˨˨"
"鍍"	"鍍"	"deu6"	"døy˨˨"
"奴"	"奴"	"neu2"	"nøy˧˩"
"盧"	"盧"	"leu2"	"løy˧˩"
"蘆"	"蘆"	"leu2"	"løy˧˩"
"廬"	"廬"	"leu2"	"løy˧˩"
"爐"	"爐"	"leu2"	"løy˧˩"
"顱"	"顱"	"leu2"	"løy˧˩"
"鸕"	"鸕"	"leu2"	"løy˧˩"
"驢"	"驢"	"leu2"	"løy˧˩"
"呂"	"呂"	"leu4"	"løy˧˥"
"侶"	"侶"	"leu4"	"løy˧˥"
"旅"	"旅"	"leu4"	"løy˧˥"
"屢"	"屢"	"leu4"	"løy˧˥"
"履"	"履"	"leu4"	"løy˧˥"
"彚"	"彚"	"leu6"	"løy˨˨"
"類"	"類"	"leu6"	"løy˨˨"
"賂"	"賂"	"leu6"	"løy˨˨"
"路"	"路"	"leu6"	"løy˨˨"
"露"	"露"	"leu6"	"løy˨˨"
"鷺"	"鷺"	"leu6"	"løy˨˨"
"慮"	"慮"	"leu6"	"løy˨˨"
"濾"	"濾"	"leu6"	"løy˨˨"
"租"	"租"	"tseu1"	"tsøy˧˧"
"祖"	"祖"	"tseu3"	"tsøy˧˥"
"粗"	"粗"	"tsheu1"	"tsʰøy˧˧"
"醋"	"醋"	"tsheu5"	"tsʰøy˥˨"
"酥"	"酥"	"seu1"	"søy˧˧"
"蘇"	"蘇"	"seu1"	"søy˧˧"
"素"	"素"	"seu5"	"søy˥˨"
"訴"	"訴"	"seu5"	"søy˥˨"
"塑"	"塑"	"seu5"	"søy˥˨"
"溯"	"溯"	"seu5"	"søy˥˨"
"鋸"	"鋸"	"keu5"	"køy˥˨"
"魚"	"魚"	"ngeu2"	"ŋøy˧˩"
"漁"	"漁"	"ngeu2"	"ŋøy˧˩"
"丟"	"丟"	"tou1"	"tɤu˧˧"
"多"	"多"	"tou1"	"tɤu˧˧"
"哆"	"哆"	"tou1"	"tɤu˧˧"
"躲"	"躲"	"tou3"	"tɤu˧˥"
"剁"	"剁"	"tou5"	"tɤu˥˨"
"督"	"督"	"tou7"	"tɤu˨˩˧"
"篤"	"篤"	"tou7"	"tɤu˨˩˧"
"拖"	"拖"	"thou1"	"tʰɤu˧˧"
"妥"	"妥"	"thou3"	"tʰɤu˧˥"
"禿"	"禿"	"thou7"	"tʰɤu˨˩˧"
"頭"	"頭"	"dou2"	"dɤu˧˩"
"徒"	"徒"	"dou2"	"dɤu˧˩"
"陀"	"陀"	"dou2"	"dɤu˧˩"
"沱"	"沱"	"dou2"	"dɤu˧˩"
"馱"	"馱"	"dou2"	"dɤu˧˩"
"駝"	"駝"	"dou2"	"dɤu˧˩"
"堵"	"堵"	"dou4"	"dɤu˧˥"
"舵"	"舵"	"dou4"	"dɤu˧˥"
"惰"	"惰"	"dou4"	"dɤu˧˥"
"墮"	"墮"	"dou4"	"dɤu˧˥"
"大"	"大"	"dou6"	"dɤu˨˨"
"豆"	"豆"	"dou6"	"dɤu˨˨"
"痘"	"痘"	"dou6"	"dɤu˨˨"
"骰"	"骰"	"dou6"	"dɤu˨˨"
"毒"	"毒"	"dou8"	"dɤu˨˩˧"
"獨"	"獨"	"dou8"	"dɤu˨˩˧"
"瀆"	"瀆"	"dou8"	"dɤu˨˩˧"
"犢"	"犢"	"dou8"	"dɤu˨˩˧"
"牘"	"牘"	"dou8"	"dɤu˨˩˧"
"讀"	"讀"	"dou8"	"dɤu˨˩˧"
"奴"	"奴"	"nou2"	"nɤu˧˩"
"努"	"努"	"nou4"	"nɤu˧˥"
"怒"	"怒"	"nou6"	"nɤu˨˨"
"懦"	"懦"	"nou6"	"nɤu˨˨"
"糯"	"糯"	"nou6"	"nɤu˨˨"
"溜"	"溜"	"lou1"	"lɤu˧˧"
"啰"	"啰"	"lou1"	"lɤu˧˧"
"啰"	"啰"	"lou1"	"lɤu˧˧"
"留"	"留"	"lou2"	"lɤu˧˩"
"流"	"流"	"lou2"	"lɤu˧˩"
"琉"	"琉"	"lou2"	"lɤu˧˩"
"硫"	"硫"	"lou2"	"lɤu˧˩"
"榴"	"榴"	"lou2"	"lɤu˧˩"
"劉"	"劉"	"lou2"	"lɤu˧˩"
"瘤"	"瘤"	"lou2"	"lɤu˧˩"
"瀏"	"瀏"	"lou2"	"lɤu˧˩"
"螺"	"螺"	"lou2"	"lɤu˧˩"
"羅"	"羅"	"lou2"	"lɤu˧˩"
"騾"	"騾"	"lou2"	"lɤu˧˩"
"蘿"	"蘿"	"lou2"	"lɤu˧˩"
"籮"	"籮"	"lou2"	"lɤu˧˩"
"鑼"	"鑼"	"lou2"	"lɤu˧˩"
"榴"	"榴"	"lou4"	"lɤu˧˥"
"柳"	"柳"	"lou4"	"lɤu˧˥"
"虜"	"虜"	"lou4"	"lɤu˧˥"
"魯"	"魯"	"lou4"	"lɤu˧˥"
"櫓"	"櫓"	"lou4"	"lɤu˧˥"
"裸"	"裸"	"lou4"	"lɤu˧˥"
"溜"	"溜"	"lou6"	"lɤu˨˨"
"餾"	"餾"	"lou6"	"lɤu˨˨"
"摞"	"摞"	"lou6"	"lɤu˨˨"
"駱"	"駱"	"lou8"	"lɤu˨˩˧"
"六"	"六"	"lou8"	"lɤu˨˩˧"
"陸"	"陸"	"lou8"	"lɤu˨˩˧"
"鹿"	"鹿"	"lou8"	"lɤu˨˩˧"
"祿"	"祿"	"lou8"	"lɤu˨˩˧"
"碌"	"碌"	"lou8"	"lɤu˨˩˧"
"麓"	"麓"	"lou8"	"lɤu˨˩˧"
"阻"	"阻"	"tsou3"	"tsɤu˧˥"
"組"	"組"	"tsou3"	"tsɤu˧˥"
"左"	"左"	"tsou3"	"tsɤu˧˥"
"佐"	"佐"	"tsou5"	"tsɤu˥˨"
"做"	"做"	"tsou5"	"tsɤu˥˨"
"初"	"初"	"tshou1"	"tsʰɤu˧˧"
"搓"	"搓"	"tshou1"	"tsʰɤu˧˧"
"楚"	"楚"	"tshou3"	"tsʰɤu˧˥"
"礎"	"礎"	"tshou3"	"tsʰɤu˧˥"
"促"	"促"	"tshou7"	"tsʰɤu˨˩˧"
"簇"	"簇"	"tshou7"	"tsʰɤu˨˩˧"
"搓"	"搓"	"sou1"	"sɤu˧˧"
"梳"	"梳"	"sou1"	"sɤu˧˧"
"疏"	"疏"	"sou1"	"sɤu˧˧"
"蔬"	"蔬"	"sou1"	"sɤu˧˧"
"梭"	"梭"	"sou1"	"sɤu˧˧"
"數"	"數"	"sou3"	"sɤu˧˥"
"疏"	"疏"	"sou5"	"sɤu˥˨"
"數"	"數"	"sou5"	"sɤu˥˨"
"素"	"素"	"sou5"	"sɤu˥˨"
"嗉"	"嗉"	"sou5"	"sɤu˥˨"
"速"	"速"	"sou7"	"sɤu˨˩˧"
"鋤"	"鋤"	"zou2"	"zɤu˧˩"
"雛"	"雛"	"zou2"	"zɤu˧˩"
"助"	"助"	"zou6"	"zɤu˨˨"
"揪"	"揪"	"cou1"	"tɕɤu˧˧"
"揫"	"揫"	"cou1"	"tɕɤu˧˧"
"舟"	"舟"	"cou1"	"tɕɤu˧˧"
"州"	"州"	"cou1"	"tɕɤu˧˧"
"周"	"周"	"cou1"	"tɕɤu˧˧"
"洲"	"洲"	"cou1"	"tɕɤu˧˧"
"酒"	"酒"	"cou3"	"tɕɤu˧˥"
"肘"	"肘"	"cou3"	"tɕɤu˧˥"
"帚"	"帚"	"cou3"	"tɕɤu˧˥"
"咒"	"咒"	"cou5"	"tɕɤu˥˨"
"晝"	"晝"	"cou5"	"tɕɤu˥˨"
"掬"	"掬"	"cou7"	"tɕɤu˨˩˧"
"鞠"	"鞠"	"cou7"	"tɕɤu˨˩˧"
"菊"	"菊"	"cou7"	"tɕɤu˨˩˧"
"粥"	"粥"	"cou7"	"tɕɤu˨˩˧"
"竹"	"竹"	"cou7"	"tɕɤu˨˩˧"
"祝"	"祝"	"cou7"	"tɕɤu˨˩˧"
"築"	"築"	"cou7"	"tɕɤu˨˩˧"
"抽"	"抽"	"chou1"	"tɕʰɤu˧˧"
"秋"	"秋"	"chou1"	"tɕʰɤu˧˧"
"湫"	"湫"	"chou1"	"tɕʰɤu˧˧"
"秋"	"秋"	"chou1"	"tɕʰɤu˧˧"
"鰍"	"鰍"	"chou1"	"tɕʰɤu˧˧"
"醜"	"醜"	"chou5"	"tɕʰɤu˥˨"
"臭"	"臭"	"chou5"	"tɕʰɤu˥˨"
"畜"	"畜"	"chou7"	"tɕʰɤu˨˩˧"
"麴"	"麴"	"chou7"	"tɕʰɤu˨˩˧"
"酬"	"酬"	"jou2"	"dʑɤu˧˩"
"稠"	"稠"	"jou2"	"dʑɤu˧˩"
"綢"	"綢"	"jou2"	"dʑɤu˧˩"
"籌"	"籌"	"jou2"	"dʑɤu˧˩"
"囚"	"囚"	"jou2"	"dʑɤu˧˩"
"售"	"售"	"jou2"	"dʑɤu˧˩"
"紂"	"紂"	"jou4"	"dʑɤu˧˥"
"宙"	"宙"	"jou6"	"dʑɤu˨˨"
"軸"	"軸"	"jou8"	"dʑɤu˨˩˧"
"逐"	"逐"	"jou8"	"dʑɤu˨˩˧"
"肉"	"肉"	"gnou8"	"ȵɤu˨˩˧"
"收"	"收"	"shou1"	"ɕɤu˧˧"
"修"	"修"	"shou1"	"ɕɤu˧˧"
"羞"	"羞"	"shou1"	"ɕɤu˧˧"
"手"	"手"	"shou3"	"ɕɤu˧˥"
"守"	"守"	"shou3"	"ɕɤu˧˥"
"首"	"首"	"shou3"	"ɕɤu˧˥"
"獸"	"獸"	"shou5"	"ɕɤu˥˨"
"宿"	"宿"	"shou5"	"ɕɤu˥˨"
"秀"	"秀"	"shou5"	"ɕɤu˥˨"
"繡"	"繡"	"shou5"	"ɕɤu˥˨"
"繡"	"繡"	"shou5"	"ɕɤu˥˨"
"鏽"	"鏽"	"shou5"	"ɕɤu˥˨"
"畜"	"畜"	"shou7"	"ɕɤu˨˩˧"
"叔"	"叔"	"shou7"	"ɕɤu˨˩˧"
"肅"	"肅"	"shou7"	"ɕɤu˨˩˧"
"宿"	"宿"	"shou7"	"ɕɤu˨˩˧"
"蓄"	"蓄"	"shou7"	"ɕɤu˨˩˧"
"育"	"育"	"you7"	"ʔjɤu˨˩˧"
"泅"	"泅"	"you2"	"jɤu˧˩"
"柔"	"柔"	"you2"	"jɤu˧˩"
"揉"	"揉"	"you2"	"jɤu˧˩"
"蹂"	"蹂"	"you2"	"jɤu˧˩"
"受"	"受"	"you4"	"jɤu˧˥"
"就"	"就"	"you6"	"jɤu˨˨"
"授"	"授"	"you6"	"jɤu˨˨"
"壽"	"壽"	"you6"	"jɤu˨˨"
"袖"	"袖"	"you6"	"jɤu˨˨"
"就"	"就"	"you8"	"jɤu˨˩˧"
"辱"	"辱"	"you8"	"jɤu˨˩˧"
"褥"	"褥"	"you8"	"jɤu˨˩˧"
"淑"	"淑"	"you8"	"jɤu˨˩˧"
"塾"	"塾"	"you8"	"jɤu˨˩˧"
"熟"	"熟"	"you8"	"jɤu˨˩˧"
"族"	"族"	"you8"	"jɤu˨˩˧"
"奔"	"奔"	"pan1"	"paŋ˧˧"
"錛"	"錛"	"pan1"	"paŋ˧˧"
"崩"	"崩"	"pan1"	"paŋ˧˧"
"本"	"本"	"pan3"	"paŋ˧˥"
"糞"	"糞"	"pan5"	"paŋ˥˨"
"噴"	"噴"	"phan1"	"pʰaŋ˧˧"
"噴"	"噴"	"phan5"	"pʰaŋ˥˨"
"坌"	"坌"	"ban2"	"baŋ˧˩"
"笨"	"笨"	"ban6"	"baŋ˨˨"
"悶"	"悶"	"man1"	"maŋ˧˧"
"門"	"門"	"man2"	"maŋ˧˩"
"們"	"們"	"man2"	"maŋ˧˩"
"明"	"明"	"man2"	"maŋ˧˩"
"忘"	"忘"	"man2"	"maŋ˧˩"
"蚊"	"蚊"	"man2"	"maŋ˧˩"
"悶"	"悶"	"man6"	"maŋ˨˨"
"問"	"問"	"man6"	"maŋ˨˨"
"分"	"分"	"fan1"	"faŋ˧˧"
"芬"	"芬"	"fan1"	"faŋ˧˧"
"吩"	"吩"	"fan1"	"faŋ˧˧"
"紛"	"紛"	"fan1"	"faŋ˧˧"
"昏"	"昏"	"fan1"	"faŋ˧˧"
"粉"	"粉"	"fan3"	"faŋ˧˥"
"奮"	"奮"	"fan5"	"faŋ˥˨"
"糞"	"糞"	"fan5"	"faŋ˥˨"
"溫"	"溫"	"Van1"	"ʔvaŋ˧˧"
"焚"	"焚"	"Van2"	"vaŋ˧˩"
"墳"	"墳"	"Van2"	"vaŋ˧˩"
"餛"	"餛"	"Van2"	"vaŋ˧˩"
"文"	"文"	"Van2"	"vaŋ˧˩"
"蚊"	"蚊"	"Van2"	"vaŋ˧˩"
"紋"	"紋"	"Van2"	"vaŋ˧˩"
"聞"	"聞"	"Van2"	"vaŋ˧˩"
"氛"	"氛"	"Van4"	"vaŋ˧˥"
"忿"	"忿"	"Van4"	"vaŋ˧˥"
"憤"	"憤"	"Van4"	"vaŋ˧˥"
"刎"	"刎"	"Van4"	"vaŋ˧˥"
"吻"	"吻"	"Van4"	"vaŋ˧˥"
"份"	"份"	"Van6"	"vaŋ˨˨"
"混"	"混"	"Van6"	"vaŋ˨˨"
"渾"	"渾"	"Van6"	"vaŋ˨˨"
"紊"	"紊"	"Van6"	"vaŋ˨˨"
"問"	"問"	"Van6"	"vaŋ˨˨"
"登"	"登"	"tan1"	"taŋ˧˧"
"燈"	"燈"	"tan1"	"taŋ˧˧"
"瞪"	"瞪"	"tan1"	"taŋ˧˧"
"敦"	"敦"	"tan1"	"taŋ˧˧"
"蹲"	"蹲"	"tan1"	"taŋ˧˧"
"等"	"等"	"tan3"	"taŋ˧˥"
"凳"	"凳"	"tan5"	"taŋ˥˨"
"頓"	"頓"	"tan5"	"taŋ˥˨"
"吞"	"吞"	"than1"	"tʰaŋ˧˧"
"吞"	"吞"	"than1"	"tʰaŋ˧˧"
"汆"	"汆"	"than5"	"tʰaŋ˥˨"
"瞪"	"瞪"	"than5"	"tʰaŋ˥˨"
"褪"	"褪"	"than5"	"tʰaŋ˥˨"
"汆"	"汆"	"than5"	"tʰaŋ˥˨"
"疼"	"疼"	"dan2"	"daŋ˧˩"
"謄"	"謄"	"dan2"	"daŋ˧˩"
"藤"	"藤"	"dan2"	"daŋ˧˩"
"騰"	"騰"	"dan2"	"daŋ˧˩"
"蜓"	"蜓"	"dan2"	"daŋ˧˩"
"團"	"團"	"dan2"	"daŋ˧˩"
"飩"	"飩"	"dan2"	"daŋ˧˩"
"斷"	"斷"	"dan4"	"daŋ˧˥"
"沌"	"沌"	"dan4"	"daŋ˧˥"
"鄧"	"鄧"	"dan6"	"daŋ˨˨"
"段"	"段"	"dan6"	"daŋ˨˨"
"能"	"能"	"nan7"	"naŋ˨˩˧"
"能"	"能"	"nan2"	"naŋ˧˩"
"儂"	"儂"	"nan2"	"naŋ˧˩"
"暖"	"暖"	"nan4"	"naŋ˧˥"
"楞"	"楞"	"lan2"	"laŋ˧˩"
"掄"	"掄"	"lan2"	"laŋ˧˩"
"倫"	"倫"	"lan2"	"laŋ˧˩"
"侖"	"侖"	"lan2"	"laŋ˧˩"
"圇"	"圇"	"lan2"	"laŋ˧˩"
"淪"	"淪"	"lan2"	"laŋ˧˩"
"輪"	"輪"	"lan2"	"laŋ˧˩"
"卵"	"卵"	"lan4"	"laŋ˧˥"
"曾"	"曾"	"tsan1"	"tsaŋ˧˧"
"津"	"津"	"tsan1"	"tsaŋ˧˧"
"增"	"增"	"tsan1"	"tsaŋ˧˧"
"憎"	"憎"	"tsan1"	"tsaŋ˧˧"
"罾"	"罾"	"tsan1"	"tsaŋ˧˧"
"珍"	"珍"	"tsan1"	"tsaŋ˧˧"
"真"	"真"	"tsan1"	"tsaŋ˧˧"
"砧"	"砧"	"tsan1"	"tsaŋ˧˧"
"針"	"針"	"tsan1"	"tsaŋ˧˧"
"斟"	"斟"	"tsan1"	"tsaŋ˧˧"
"榛"	"榛"	"tsan1"	"tsaŋ˧˧"
"臻"	"臻"	"tsan1"	"tsaŋ˧˧"
"箏"	"箏"	"tsan1"	"tsaŋ˧˧"
"枕"	"枕"	"tsan3"	"tsaŋ˧˥"
"疹"	"疹"	"tsan3"	"tsaŋ˧˥"
"診"	"診"	"tsan3"	"tsaŋ˧˥"
"晉"	"晉"	"tsan5"	"tsaŋ˥˨"
"浸"	"浸"	"tsan5"	"tsaŋ˥˨"
"進"	"進"	"tsan5"	"tsaŋ˥˨"
"娠"	"娠"	"tsan5"	"tsaŋ˥˨"
"振"	"振"	"tsan5"	"tsaŋ˥˨"
"震"	"震"	"tsan5"	"tsaŋ˥˨"
"鎮"	"鎮"	"tsan5"	"tsaŋ˥˨"
"綜"	"綜"	"tsan5"	"tsaŋ˥˨"
"侵"	"侵"	"tshan1"	"tsʰaŋ˧˧"
"親"	"親"	"tshan1"	"tsʰaŋ˧˧"
"寢"	"寢"	"tshan3"	"tsʰaŋ˧˥"
"趁"	"趁"	"tshan5"	"tsʰaŋ˥˨"
"襯"	"襯"	"tshan5"	"tsʰaŋ˥˨"
"寢"	"寢"	"tshan5"	"tsʰaŋ˥˨"
